,Shop_id,shop_class,Lng_shop,Lat_shop,Lng_spot,Lat_spot,Num,start_time,end_time,spot_class
274,129,27,121.38669,31.31508,121.389198,31.310402,1,237,327,27
275,129,27,121.38669,31.31508,121.392387,31.315825,1,237,327,83
276,129,27,121.38669,31.31508,121.385361,31.319721,1,265,355,27
277,130,27,121.3868,31.31548,121.38887,31.316866,2,495,585,27
278,131,27,121.3868,31.31556,121.386459,31.311884,1,255,345,27
279,131,27,121.3868,31.31556,121.24929,31.379934,1,328,418,12
280,131,27,121.3868,31.31556,121.386475,31.314816,1,219,309,27
281,132,27,121.38682,31.31567,121.38887,31.316866,1,257,347,27
282,133,27,121.38688,31.31525,121.386475,31.314816,1,248,338,27
283,134,27,121.3869,31.31509,121.377289,31.315683,3,249,339,29
284,135,27,121.38703,31.31491,121.392387,31.315825,2,279,369,83
285,135,27,121.38703,31.31491,121.38887,31.316866,3,607,697,27
286,135,27,121.38703,31.31491,121.380165,31.314489,4,575,665,27
287,135,27,121.38703,31.31491,121.386475,31.314816,3,277,367,27
288,136,69,121.3873,31.24088,121.374069,31.23822,4,540,630,69
289,137,27,121.38791,31.31315,121.382401,31.310419,1,325,415,27
290,139,21,121.39076,31.02598,121.391479,31.024113,2,553,643,21
291,140,21,121.39182,31.02617,121.394096,31.029692,3,276,366,37
292,141,83,121.39191,31.31543,121.386459,31.311884,1,617,707,27
293,141,83,121.39191,31.31543,121.386475,31.314816,1,599,689,27
294,142,69,121.39196,31.24273,121.392418,31.242964,1,382,472,69
295,142,69,121.39196,31.24273,121.392418,31.242964,1,549,639,69
296,143,21,121.39203,31.02599,121.391479,31.024113,7,627,717,21
297,143,21,121.39203,31.02599,121.393478,31.024921,2,416,506,21
298,143,21,121.39203,31.02599,121.39653,31.025841,2,577,667,37
299,145,69,121.39269,31.23995,121.390381,31.239904,1,402,492,69
300,146,21,121.39313,31.02568,121.393478,31.024921,1,251,341,21
301,148,63,121.39488,31.17669,121.39167,31.176065,1,383,473,63
302,150,52,121.39549,31.17342,121.413635,31.249926,6,594,684,81
303,152,45,121.39623,31.22315,121.409691,31.229528,8,225,315,45
304,152,45,121.39623,31.22315,121.472488,31.233086,13,591,681,98
305,152,45,121.39623,31.22315,121.404106,31.213856,14,454,544,45
306,152,45,121.39623,31.22315,121.393364,31.224333,12,350,440,45
307,153,45,121.39683,31.2143,121.393501,31.212091,6,244,334,63
308,153,45,121.39683,31.2143,121.391876,31.210011,1,305,395,63
309,154,45,121.39698,31.21457,121.385941,31.216314,2,427,517,85
310,155,90,121.39755,31.12263,121.388672,31.122461,2,278,368,90
311,156,45,121.39764,31.2148,121.405228,31.216084,1,213,303,45
312,157,45,121.39894,31.23008,121.407043,31.229284,1,264,354,45
313,158,24,121.39933,31.15972,121.395172,31.154253,3,279,369,90
314,160,24,121.39957,31.16008,121.407806,31.172575,1,589,679,24
315,162,90,121.39995,31.15749,121.393997,31.166761,2,319,409,52
316,164,81,121.40141,31.24825,121.397522,31.258545,2,539,629,101
317,164,81,121.40141,31.24825,121.398521,31.246498,4,440,530,45
318,165,45,121.40206,31.23149,121.385338,31.237413,14,538,628,69
319,165,45,121.40206,31.23149,121.411148,31.227022,11,624,714,45
320,165,45,121.40206,31.23149,121.401039,31.233717,7,624,714,45
321,165,45,121.40206,31.23149,121.391968,31.230484,2,527,617,69
322,165,45,121.40206,31.23149,121.398956,31.229559,3,574,664,45
323,165,45,121.40206,31.23149,121.407043,31.229284,16,214,304,45
324,165,45,121.40206,31.23149,121.390564,31.234108,8,255,345,69
325,165,45,121.40206,31.23149,121.404182,31.243086,2,408,498,45
326,165,45,121.40206,31.23149,121.2873,30.695353,2,576,666,61
327,165,45,121.40206,31.23149,121.403183,31.232286,1,446,536,45
328,166,63,121.40215,31.20993,121.420021,31.218647,1,321,411,3
329,168,63,121.40445,31.20608,121.399902,31.202211,2,341,431,63
330,168,63,121.40445,31.20608,120.910721,31.019789,2,285,375,77
331,170,24,121.40574,31.16138,121.402458,31.15209,10,274,364,90
332,172,45,121.40781,31.23153,121.40345,31.228634,1,325,415,45
333,173,45,121.40811,31.21319,121.402596,31.210678,1,365,455,63
334,174,63,121.40843,31.18371,121.393333,31.194332,9,273,363,63
335,174,63,121.40843,31.18371,121.395973,31.187878,14,210,300,63
336,174,63,121.40843,31.18371,121.392502,31.181524,18,594,684,85
337,174,63,121.40843,31.18371,121.387886,31.186798,17,270,360,85
338,174,63,121.40843,31.18371,121.425659,31.183657,14,213,303,24
339,174,63,121.40843,31.18371,121.403328,31.183678,18,507,597,63
340,175,45,121.40902,31.21258,121.418152,31.220224,1,332,422,45
341,178,45,121.40944,31.23428,121.299438,31.433102,1,597,687,12
342,180,45,121.41077,31.22713,121.391968,31.230484,3,525,615,69
343,181,24,121.41095,31.16837,121.409088,31.17709,14,210,300,24
344,181,24,121.41095,31.16837,121.419998,31.176779,12,596,686,24
345,181,24,121.41095,31.16837,121.425247,31.166656,13,504,594,24
346,183,24,121.41097,31.16854,121.402695,31.169407,2,308,398,24
347,184,24,121.4112,31.16726,121.409088,31.17709,2,476,566,24
348,184,24,121.4112,31.16726,121.411491,31.171415,1,231,321,24
349,187,45,121.41208,31.21257,121.411942,31.213152,2,269,359,45
350,188,24,121.41252,31.16393,121.393005,31.159569,3,479,569,52
351,190,94,121.41289,31.13638,121.402382,31.138214,1,240,330,90
352,194,24,121.4135,31.1691,121.404396,31.164349,1,366,456,24
353,195,94,121.41352,31.13797,121.402084,31.14603,1,358,448,90
354,198,46,121.41378,31.20105,121.391228,31.20281,2,237,327,85
355,198,46,121.41378,31.20105,121.427811,31.210625,2,377,467,3
356,198,46,121.41378,31.20105,121.001007,30.836681,1,585,675,30
357,198,46,121.41378,31.20105,121.392616,31.197374,3,584,674,63
358,198,46,121.41378,31.20105,121.504677,31.278322,3,602,692,122
359,199,46,121.41435,31.20022,121.211632,31.059235,2,259,349,116
360,201,81,121.41451,31.23697,121.401039,31.233717,2,232,322,45
361,201,81,121.41451,31.23697,121.472488,31.233086,3,238,328,98
362,201,81,121.41451,31.23697,121.472488,31.233086,4,613,703,98
363,201,81,121.41451,31.23697,121.413109,31.237518,2,278,368,81
364,201,81,121.41451,31.23697,121.413002,31.23028,1,236,326,45
365,201,81,121.41451,31.23697,121.414314,31.236895,3,265,355,81
366,201,81,121.41451,31.23697,121.414314,31.236895,5,308,398,81
367,201,81,121.41451,31.23697,121.414314,31.236895,2,348,438,81
368,201,81,121.41451,31.23697,121.414314,31.236895,3,407,497,81
369,201,81,121.41451,31.23697,121.420807,31.234308,4,288,378,81
370,201,81,121.41451,31.23697,121.41996,31.231419,2,229,319,81
371,201,81,121.41451,31.23697,121.413124,31.227392,2,595,685,45
372,201,81,121.41451,31.23697,121.417732,31.236277,2,278,368,81
373,201,81,121.41451,31.23697,121.417603,31.240913,5,336,426,81
374,202,81,121.41461,31.23953,121.417603,31.240913,14,317,407,81
375,203,94,121.41505,31.13701,121.505013,30.831057,2,358,448,20
376,203,94,121.41505,31.13701,121.421753,31.145002,2,519,609,94
377,203,94,121.41505,31.13701,121.442055,31.141716,2,378,468,86
378,205,46,121.41547,31.20738,121.414398,31.206848,3,235,325,46
379,206,46,121.41593,31.20774,121.410713,31.198126,1,590,680,63
380,207,94,121.41613,31.13719,121.415794,31.136024,2,289,379,94
381,208,46,121.41617,31.20081,121.409821,31.189838,18,628,718,63
382,208,46,121.41617,31.20081,121.414398,31.206848,22,240,330,46
383,208,46,121.41617,31.20081,121.417358,31.202971,13,323,413,46
384,208,46,121.41617,31.20081,121.415138,31.198225,16,224,314,46
385,208,46,121.41617,31.20081,121.415138,31.198225,4,625,715,46
386,208,46,121.41617,31.20081,121.504677,31.278322,11,274,364,122
387,210,37,121.41648,31.01381,121.411812,31.01107,1,345,435,37
388,210,37,121.41648,31.01381,121.416763,31.013872,1,499,589,37
389,211,24,121.41733,31.1614,121.414864,31.159676,2,299,389,24
390,211,24,121.41733,31.1614,121.42012,31.161734,1,404,494,24
391,211,24,121.41733,31.1614,121.42012,31.161734,1,562,652,24
392,211,24,121.41733,31.1614,121.001007,30.836681,1,243,333,30
393,211,24,121.41733,31.1614,121.413597,31.163029,2,266,356,24
394,212,24,121.41741,31.17183,121.428719,31.184631,1,477,567,24
395,212,24,121.41741,31.17183,121.428963,31.172556,1,611,701,24
396,213,46,121.41777,31.2012,121.413193,31.187012,1,365,455,63
397,213,46,121.41777,31.2012,121.408867,31.200857,2,608,698,63
398,213,46,121.41777,31.2012,121.389397,31.168343,1,613,703,52
399,214,81,121.41813,31.23689,121.423958,31.221516,1,598,688,3
400,214,81,121.41813,31.23689,121.417732,31.236277,1,290,380,81
401,215,94,121.41838,31.13791,121.421753,31.145002,4,364,454,94
402,216,58,121.4184,31.08001,121.442963,31.088055,1,575,665,58
403,218,46,121.41851,31.20269,121.411942,31.213152,4,590,680,45
404,218,46,121.41851,31.20269,121.434021,31.215469,1,233,323,3
405,218,46,121.41851,31.20269,121.422905,31.199612,2,237,327,46
406,219,46,121.4186,31.20833,121.414398,31.206848,2,365,455,46
407,221,46,121.41865,31.20147,121.424324,31.193682,2,553,643,46
408,221,46,121.41865,31.20147,121.419998,31.189116,2,590,680,46
