,Site_id,Lng_site,Lat_site,Lng_spot,Lat_spot,Num
41,2,121.460203998,31.2718521275,121.459114,31.290461,20
42,2,121.460203998,31.2718521275,121.464836,31.271999,73
43,2,121.460203998,31.2718521275,121.457878,31.259399,73
44,2,121.460203998,31.2718521275,121.454674,31.289436,66
45,2,121.460203998,31.2718521275,121.461304,31.268957,72
46,2,121.460203998,31.2718521275,121.452965,31.274469,70
47,2,121.460203998,31.2718521275,121.454567,31.253893,31
48,2,121.460203998,31.2718521275,121.460526,31.2591,37
49,2,121.460203998,31.2718521275,121.467056,31.287855,39
50,2,121.460203998,31.2718521275,121.446831,31.289495,75
51,2,121.460203998,31.2718521275,121.451286,31.283789,37
52,2,121.460203998,31.2718521275,121.462845,31.286364,26
53,2,121.460203998,31.2718521275,121.453003,31.268694,66
54,2,121.460203998,31.2718521275,121.451813,31.259575,55
55,2,121.460203998,31.2718521275,121.467033,31.283693,33
56,2,121.460203998,31.2718521275,121.450127,31.261053,42
57,2,121.460203998,31.2718521275,121.459694,31.283478,32
58,2,121.460203998,31.2718521275,121.45919,31.272093,54
59,2,121.460203998,31.2718521275,121.456482,31.280043,92
60,2,121.460203998,31.2718521275,121.450348,31.263689,45
61,2,121.460203998,31.2718521275,121.447098,31.286261,53
62,2,121.460203998,31.2718521275,121.45607,31.267874,82
63,2,121.460203998,31.2718521275,121.452202,31.287878,75
64,2,121.460203998,31.2718521275,121.448143,31.280117,33
65,2,121.460203998,31.2718521275,121.450287,31.274517,67
66,2,121.460203998,31.2718521275,121.449989,31.283613,62
67,2,121.460203998,31.2718521275,121.457733,31.282797,52
68,2,121.460203998,31.2718521275,121.455063,31.258373,74
69,2,121.460203998,31.2718521275,121.462112,31.273365,84
70,2,121.460203998,31.2718521275,121.459251,31.280127,74
71,2,121.460203998,31.2718521275,121.456291,31.253181,40
72,2,121.460203998,31.2718521275,121.461098,31.261753,49
73,2,121.460203998,31.2718521275,121.442924,31.272268,50
74,2,121.460203998,31.2718521275,121.445953,31.283606,32
75,2,121.460203998,31.2718521275,121.465134,31.277716,77
76,2,121.460203998,31.2718521275,121.443031,31.280746,80
77,2,121.460203998,31.2718521275,121.458717,31.277157,80
78,2,121.460203998,31.2718521275,121.458984,31.255791,88
79,3,121.426934331,31.2204232142,121.428871,31.213623,58
80,3,121.426934331,31.2204232142,121.444115,31.216589,75
81,3,121.426934331,31.2204232142,121.429886,31.224949,94
82,3,121.426934331,31.2204232142,121.436729,31.217978,13
83,3,121.426934331,31.2204232142,121.422531,31.216917,82
84,3,121.426934331,31.2204232142,121.430954,31.211748,82
85,3,121.426934331,31.2204232142,121.421577,31.224703,64
86,3,121.426934331,31.2204232142,121.438576,31.205729,62
87,3,121.426934331,31.2204232142,121.434196,31.219395,74
88,3,121.426934331,31.2204232142,121.423691,31.211451,50
89,3,121.426934331,31.2204232142,121.421837,31.228033,99
90,3,121.426934331,31.2204232142,121.434021,31.215469,43
91,3,121.426934331,31.2204232142,121.445206,31.21048,44
92,3,121.426934331,31.2204232142,121.428734,31.2281,84
93,3,121.426934331,31.2204232142,121.431099,31.219187,84
94,3,121.426934331,31.2204232142,121.429741,31.210205,81
95,3,121.426934331,31.2204232142,121.426956,31.223059,59
96,3,121.426934331,31.2204232142,121.416206,31.214172,25
97,3,121.426934331,31.2204232142,121.436073,31.226637,83
98,3,121.426934331,31.2204232142,121.423958,31.221516,91
99,3,121.426934331,31.2204232142,121.436462,31.209269,39
100,3,121.426934331,31.2204232142,121.417595,31.217215,60
101,3,121.426934331,31.2204232142,121.43528,31.223562,5
102,3,121.426934331,31.2204232142,121.430901,31.208529,54
103,3,121.426934331,31.2204232142,121.427811,31.210625,61
104,3,121.426934331,31.2204232142,121.424797,31.209454,76
105,3,121.426934331,31.2204232142,121.42894,31.217686,67
106,3,121.426934331,31.2204232142,121.420052,31.212509,90
107,3,121.426934331,31.2204232142,121.447205,31.212269,74
108,3,121.426934331,31.2204232142,121.44294,31.219273,79
109,3,121.426934331,31.2204232142,121.42569,31.225275,23
110,3,121.426934331,31.2204232142,121.438393,31.215305,91
111,3,121.426934331,31.2204232142,121.434952,31.213032,65
112,3,121.426934331,31.2204232142,121.430641,31.229261,73
113,3,121.426934331,31.2204232142,121.425789,31.219893,56
114,3,121.426934331,31.2204232142,121.432068,31.216797,98
115,3,121.426934331,31.2204232142,121.442757,31.206957,73
116,3,121.426934331,31.2204232142,121.420357,31.215399,90
117,3,121.426934331,31.2204232142,121.447075,31.215321,21
118,3,121.426934331,31.2204232142,121.438354,31.221649,63
119,3,121.426934331,31.2204232142,121.420021,31.218647,80
120,3,121.426934331,31.2204232142,121.439613,31.218126,54
121,3,121.426934331,31.2204232142,121.442749,31.211224,39
122,3,121.426934331,31.2204232142,121.43222,31.21471,84
123,3,121.426934331,31.2204232142,121.425255,31.214262,57
124,3,121.426934331,31.2204232142,121.44178,31.21476,57
125,3,121.426934331,31.2204232142,121.432838,31.226671,93
126,3,121.426934331,31.2204232142,121.432884,31.209202,64
127,3,121.426934331,31.2204232142,121.444565,31.214291,61
128,3,121.426934331,31.2204232142,121.424385,31.217039,87
129,3,121.426934331,31.2204232142,121.434456,31.206591,34
130,3,121.426934331,31.2204232142,121.421867,31.213337,97
131,3,121.426934331,31.2204232142,121.439514,31.210012,32
132,4,121.492507,31.234015,121.513252,31.240541,58
133,4,121.492507,31.234015,121.503548,31.232998,13
134,4,121.492507,31.234015,121.489342,31.231512,49
135,4,121.492507,31.234015,121.505394,31.24254,50
136,4,121.492507,31.234015,121.48999,31.237141,53
137,4,121.492507,31.234015,121.513199,31.236773,69
138,4,121.492507,31.234015,121.499146,31.236729,39
139,4,121.492507,31.234015,121.508377,31.234322,7
140,4,121.492507,31.234015,121.503059,31.239458,59
141,4,121.492507,31.234015,121.508293,31.240652,85
142,4,121.492507,31.234015,121.487122,31.230087,55
143,4,121.492507,31.234015,121.495338,31.226028,51
144,4,121.492507,31.234015,121.486832,31.233156,90
145,4,121.492507,31.234015,121.500443,31.234045,69
146,4,121.492507,31.234015,121.487709,31.224104,90
147,4,121.492507,31.234015,121.491158,31.228849,93
148,4,121.492507,31.234015,121.506042,31.234646,85
149,4,121.492507,31.234015,121.50103,31.236509,97
150,4,121.492507,31.234015,121.506447,31.241705,85
151,4,121.492507,31.234015,121.505653,31.230299,61
152,4,121.492507,31.234015,121.509392,31.238777,50
153,4,121.492507,31.234015,121.488007,31.236628,22
154,4,121.492507,31.234015,121.488907,31.227819,71
155,4,121.492507,31.234015,121.503571,31.241098,6
156,4,121.492507,31.234015,121.492783,31.231453,71
157,4,121.492507,31.234015,121.510941,31.236071,9
158,4,121.492507,31.234015,121.497452,31.240267,27
159,4,121.492507,31.234015,121.489807,31.233564,85
160,4,121.492507,31.234015,121.491585,31.225876,59
161,5,121.358764748,31.1422181769,121.361343,31.135242,35
162,5,121.358764748,31.1422181769,121.34623,31.139038,28
163,5,121.358764748,31.1422181769,121.363564,31.156782,74
164,5,121.358764748,31.1422181769,121.351318,31.14819,66
165,5,121.358764748,31.1422181769,121.351509,31.152704,51
166,5,121.358764748,31.1422181769,121.358658,31.142,46
167,5,121.358764748,31.1422181769,121.365067,31.142057,53
168,5,121.358764748,31.1422181769,121.347351,31.156475,62
169,5,121.358764748,31.1422181769,121.354134,31.150824,51
170,5,121.358764748,31.1422181769,121.367805,31.13485,42
171,5,121.358764748,31.1422181769,121.363892,31.149334,51
172,5,121.358764748,31.1422181769,121.356842,31.136885,85
173,5,121.358764748,31.1422181769,121.346657,31.143991,67
174,5,121.358764748,31.1422181769,121.358383,31.155651,43
175,5,121.358764748,31.1422181769,121.34993,31.159229,87
176,5,121.358764748,31.1422181769,121.352737,31.144039,55
177,5,121.358764748,31.1422181769,121.372993,31.133509,54
178,5,121.358764748,31.1422181769,121.348976,31.152355,64
179,5,121.358764748,31.1422181769,121.34581,31.154413,89
180,5,121.358764748,31.1422181769,121.351974,31.1378,52
181,5,121.358764748,31.1422181769,121.368004,31.149635,17
182,5,121.358764748,31.1422181769,121.348129,31.146547,52
183,5,121.358764748,31.1422181769,121.365074,31.153845,44
184,5,121.358764748,31.1422181769,121.363602,31.145262,67
185,5,121.358764748,31.1422181769,121.348907,31.133638,81
186,5,121.358764748,31.1422181769,121.355927,31.145021,50
187,5,121.358764748,31.1422181769,121.349022,31.140797,47
188,5,121.358764748,31.1422181769,121.356361,31.147305,73
189,5,121.358764748,31.1422181769,121.361641,31.151615,49
190,5,121.358764748,31.1422181769,121.345879,31.141001,94
191,5,121.358764748,31.1422181769,121.365631,31.1367,28
192,5,121.358764748,31.1422181769,121.347206,31.137625,69
193,5,121.358764748,31.1422181769,121.344437,31.136183,74
194,5,121.358764748,31.1422181769,121.353874,31.154699,73
195,5,121.358764748,31.1422181769,121.361122,31.138577,64
196,5,121.358764748,31.1422181769,121.367836,31.139616,29
197,5,121.358764748,31.1422181769,121.344223,31.146261,38
198,5,121.358764748,31.1422181769,121.344917,31.149849,71
199,5,121.358764748,31.1422181769,121.364067,31.135605,34
200,5,121.358764748,31.1422181769,121.355797,31.140852,64
201,5,121.358764748,31.1422181769,121.343407,31.139355,21
202,5,121.358764748,31.1422181769,121.357002,31.151457,49
203,6,121.521952,31.095357,121.521027,31.090162,58
204,6,121.521952,31.095357,121.538063,31.050018,37
205,6,121.521952,31.095357,121.519409,31.129824,46
206,6,121.521952,31.095357,121.519012,31.072128,21
207,6,121.521952,31.095357,121.512337,31.083733,68
208,6,121.521952,31.095357,121.507721,31.096563,70
209,6,121.521952,31.095357,121.509178,31.123415,77
210,6,121.521952,31.095357,121.537125,31.100449,33
211,6,121.521952,31.095357,121.529945,31.065496,29
212,6,121.521952,31.095357,121.494041,31.094179,66
213,6,121.521952,31.095357,121.537842,31.05999,70
214,6,121.521952,31.095357,121.512856,31.105974,37
215,6,121.521952,31.095357,121.506775,31.073277,37
216,6,121.521952,31.095357,121.526512,31.079374,70
217,6,121.521952,31.095357,121.543015,31.039825,71
218,6,121.521952,31.095357,121.506172,31.088524,55
219,6,121.521952,31.095357,121.515198,31.126295,63
220,6,121.521952,31.095357,121.532417,31.041718,49
221,6,121.521952,31.095357,121.548576,31.073832,23
222,6,121.521952,31.095357,121.517624,31.108866,66
223,6,121.521952,31.095357,121.499184,31.101351,73
224,6,121.521952,31.095357,121.504074,31.122234,39
225,6,121.521952,31.095357,121.513702,31.064671,28
226,6,121.521952,31.095357,121.530365,31.1122,17
227,6,121.521952,31.095357,121.516762,31.077129,80
228,6,121.521952,31.095357,121.543854,31.08876,18
229,6,121.521952,31.095357,121.501678,31.078064,64
230,6,121.521952,31.095357,121.502724,31.074997,81
231,6,121.521952,31.095357,121.542442,31.044203,47
232,6,121.521952,31.095357,121.5075,31.106445,12
233,6,121.521952,31.095357,121.531769,31.098288,53
234,6,121.521952,31.095357,121.523544,31.067041,99
235,6,121.521952,31.095357,121.512077,31.075876,39
236,6,121.521952,31.095357,121.518456,31.084988,27
237,6,121.521952,31.095357,121.527138,31.119118,14
238,6,121.521952,31.095357,121.534096,31.053249,45
239,6,121.521952,31.095357,121.534531,31.029768,15
240,6,121.521952,31.095357,121.512794,31.1283,25
241,6,121.521952,31.095357,121.526009,31.091652,50
242,6,121.521952,31.095357,121.496727,31.085911,24
243,6,121.521952,31.095357,121.490982,31.096424,37
244,6,121.521952,31.095357,121.540504,31.062765,44
245,6,121.521952,31.095357,121.51899,31.048925,11
246,6,121.521952,31.095357,121.541466,31.026917,14
247,6,121.521952,31.095357,121.52478,31.124655,26
248,6,121.521952,31.095357,121.535187,31.068512,20
249,6,121.521952,31.095357,121.531876,31.047171,79
250,6,121.521952,31.095357,121.517181,31.101191,40
251,6,121.521952,31.095357,121.533058,31.060904,43
252,6,121.521952,31.095357,121.487206,31.09281,25
253,6,121.521952,31.095357,121.525276,31.062939,26
254,6,121.521952,31.095357,121.532677,31.104141,57
255,6,121.521952,31.095357,121.523903,31.075306,23
256,6,121.521952,31.095357,121.517914,31.093454,23
257,6,121.521952,31.095357,121.545967,31.040337,55
258,6,121.521952,31.095357,121.536179,31.038429,37
259,6,121.521952,31.095357,121.530502,31.057562,33
260,6,121.521952,31.095357,121.541092,31.056629,38
261,6,121.521952,31.095357,121.538567,31.047165,55
262,6,121.521952,31.095357,121.531921,31.089504,20
263,6,121.521952,31.095357,121.493752,31.101376,31
264,6,121.521952,31.095357,121.537193,31.053881,74
265,6,121.521952,31.095357,121.535133,31.063023,18
266,6,121.521952,31.095357,121.54525,31.049999,26
267,6,121.521952,31.095357,121.537758,31.108519,19
268,6,121.521952,31.095357,121.506622,31.117001,23
269,6,121.521952,31.095357,121.522209,31.085335,32
270,6,121.521952,31.095357,121.505608,31.068171,44
271,6,121.521952,31.095357,121.514206,31.060946,48
272,6,121.521952,31.095357,121.535461,31.043018,52
273,6,121.521952,31.095357,121.522575,31.109295,35
274,6,121.521952,31.095357,121.50695,31.076843,47
275,6,121.521952,31.095357,121.499023,31.089365,33
276,6,121.521952,31.095357,121.515411,31.131132,32
277,6,121.521952,31.095357,121.500412,31.081753,58
278,6,121.521952,31.095357,121.525421,31.06925,58
279,6,121.521952,31.095357,121.521858,31.07959,26
280,6,121.521952,31.095357,121.516899,31.117779,20
281,6,121.521952,31.095357,121.544174,31.065458,37
282,6,121.521952,31.095357,121.504318,31.095917,26
283,6,121.521952,31.095357,121.505989,31.082048,24
284,6,121.521952,31.095357,121.539749,31.07655,9
285,6,121.521952,31.095357,121.539116,31.044176,61
286,6,121.521952,31.095357,121.508957,31.086882,14
287,6,121.521952,31.095357,121.505699,31.080214,32
288,6,121.521952,31.095357,121.50032,31.094439,40
289,6,121.521952,31.095357,121.502525,31.118332,27
290,6,121.521952,31.095357,121.507828,31.12764,39
291,6,121.521952,31.095357,121.530609,31.035639,17
292,6,121.521952,31.095357,121.54512,31.044601,56
293,6,121.521952,31.095357,121.521233,31.066986,46
294,6,121.521952,31.095357,121.512337,31.089207,43
295,6,121.521952,31.095357,121.489899,31.092297,38
296,6,121.521952,31.095357,121.500793,31.120045,37
297,6,121.521952,31.095357,121.539192,31.04064,38
298,6,121.521952,31.095357,121.535446,31.045975,56
299,6,121.521952,31.095357,121.520264,31.12603,69
300,6,121.521952,31.095357,121.520401,31.076916,56
301,6,121.521952,31.095357,121.527946,31.06032,31
302,6,121.521952,31.095357,121.495918,31.105007,34
303,6,121.521952,31.095357,121.527321,31.066259,25
304,6,121.521952,31.095357,121.513176,31.070627,26
305,6,121.521952,31.095357,121.520088,31.06167,23
306,6,121.521952,31.095357,121.529617,31.083494,11
307,6,121.521952,31.095357,121.494003,31.097322,23
308,6,121.521952,31.095357,121.533493,31.066566,34
309,6,121.521952,31.095357,121.505875,31.110609,8
310,7,121.640596,31.245883,121.65464,31.265453,60
311,7,121.640596,31.245883,121.62635,31.253765,37
312,7,121.640596,31.245883,121.66114,31.237276,54
313,7,121.640596,31.245883,121.60881,31.24576,39
314,7,121.640596,31.245883,121.671082,31.263731,39
315,7,121.640596,31.245883,121.631195,31.240583,30
316,7,121.640596,31.245883,121.611008,31.263626,45
317,7,121.640596,31.245883,121.638573,31.263042,21
318,7,121.640596,31.245883,121.63224,31.272547,36
319,7,121.640596,31.245883,121.621063,31.263172,58
320,7,121.640596,31.245883,121.60392,31.239882,48
321,7,121.640596,31.245883,121.663254,31.275299,50
322,7,121.640596,31.245883,121.651573,31.270519,26
323,7,121.640596,31.245883,121.612259,31.254723,78
324,7,121.640596,31.245883,121.672066,31.235218,96
325,7,121.640596,31.245883,121.65873,31.266798,26
326,7,121.640596,31.245883,121.655624,31.232534,41
327,7,121.640596,31.245883,121.648438,31.26169,12
328,7,121.640596,31.245883,121.654152,31.276506,30
329,7,121.640596,31.245883,121.669922,31.246155,64
330,7,121.640596,31.245883,121.622375,31.243507,57
331,7,121.640596,31.245883,121.664078,31.23765,19
332,7,121.640596,31.245883,121.618248,31.249617,56
333,7,121.640596,31.245883,121.63018,31.261215,42
334,7,121.640596,31.245883,121.662079,31.255831,12
335,7,121.640596,31.245883,121.627533,31.248039,77
336,7,121.640596,31.245883,121.651245,31.264698,23
337,7,121.640596,31.245883,121.677132,31.241106,32
338,7,121.640596,31.245883,121.65847,31.274601,96
339,7,121.640596,31.245883,121.66684,31.27944,71
340,7,121.640596,31.245883,121.640038,31.272312,15
341,7,121.640596,31.245883,121.636963,31.241657,29
342,7,121.640596,31.245883,121.616631,31.245203,21
343,7,121.640596,31.245883,121.647217,31.273314,37
344,7,121.640596,31.245883,121.632378,31.253658,25
345,7,121.640596,31.245883,121.669579,31.239031,14
346,7,121.640596,31.245883,121.615334,31.267572,37
347,7,121.640596,31.245883,121.617226,31.253885,92
348,7,121.640596,31.245883,121.674042,31.247709,71
349,7,121.640596,31.245883,121.629501,31.224354,24
350,7,121.640596,31.245883,121.612099,31.248463,57
351,7,121.640596,31.245883,121.652405,31.254185,25
352,7,121.640596,31.245883,121.659805,31.281931,19
353,7,121.640596,31.245883,121.627403,31.240355,61
354,7,121.640596,31.245883,121.665558,31.269915,42
355,7,121.640596,31.245883,121.622696,31.259951,99
356,7,121.640596,31.245883,121.656609,31.261227,47
357,7,121.640596,31.245883,121.660431,31.245436,7
358,7,121.640596,31.245883,121.654205,31.272615,53
359,7,121.640596,31.245883,121.60955,31.253593,77
360,7,121.640596,31.245883,121.635086,31.266846,24
361,7,121.640596,31.245883,121.624245,31.233967,5
362,7,121.640596,31.245883,121.677467,31.243507,60
363,7,121.640596,31.245883,121.614265,31.264969,45
364,7,121.640596,31.245883,121.607162,31.241991,74
365,7,121.640596,31.245883,121.662071,31.260687,10
366,7,121.640596,31.245883,121.66703,31.238247,55
367,7,121.640596,31.245883,121.605072,31.248783,30
368,7,121.640596,31.245883,121.611259,31.261526,22
369,7,121.640596,31.245883,121.632233,31.245733,29
370,7,121.640596,31.245883,121.64785,31.246521,10
371,7,121.640596,31.245883,121.629875,31.257536,34
372,7,121.640596,31.245883,121.619713,31.254416,43
373,7,121.640596,31.245883,121.627693,31.270208,33
374,7,121.640596,31.245883,121.612968,31.235638,7
375,7,121.640596,31.245883,121.622589,31.248123,23
376,7,121.640596,31.245883,121.646278,31.232786,12
377,7,121.640596,31.245883,121.64975,31.278152,11
378,7,121.640596,31.245883,121.627213,31.264778,6
379,7,121.640596,31.245883,121.649101,31.271759,69
380,7,121.640596,31.245883,121.671761,31.24781,32
381,7,121.640596,31.245883,121.64061,31.237595,24
382,7,121.640596,31.245883,121.624153,31.250584,24
383,7,121.640596,31.245883,121.655296,31.240858,34
384,7,121.640596,31.245883,121.611252,31.266132,44
385,7,121.640596,31.245883,121.610336,31.257423,56
386,7,121.640596,31.245883,121.622314,31.264938,13
387,7,121.640596,31.245883,121.651764,31.273462,47
388,7,121.640596,31.245883,121.630493,31.266344,16
389,7,121.640596,31.245883,121.614159,31.255341,98
390,7,121.640596,31.245883,121.657318,31.251492,8
391,7,121.640596,31.245883,121.612457,31.243395,21
392,7,121.640596,31.245883,121.672981,31.255247,14
393,7,121.640596,31.245883,121.661209,31.279243,22
394,7,121.640596,31.245883,121.606331,31.251595,18
395,7,121.640596,31.245883,121.613785,31.258745,17
396,7,121.640596,31.245883,121.6465,31.264307,12
397,7,121.640596,31.245883,121.667328,31.275404,56
398,7,121.640596,31.245883,121.634666,31.263102,38
399,7,121.640596,31.245883,121.619499,31.262758,28
400,7,121.640596,31.245883,121.623398,31.254217,42
401,7,121.640596,31.245883,121.654434,31.26907,43
402,8,121.747634,31.17355,121.736885,31.156372,19
403,8,121.747634,31.17355,121.780548,31.108902,30
404,8,121.747634,31.17355,121.784576,31.173536,19
405,8,121.747634,31.17355,121.806221,31.150721,32
406,8,121.747634,31.17355,121.75222,31.139896,24
407,8,121.747634,31.17355,121.705322,31.150219,29
408,8,121.747634,31.17355,121.724548,31.167788,13
409,8,121.747634,31.17355,121.748802,31.119286,31
410,8,121.747634,31.17355,121.777588,31.134029,16
411,8,121.747634,31.17355,121.753136,31.181362,54
412,8,121.747634,31.17355,121.759445,31.118826,13
413,8,121.747634,31.17355,121.759995,31.151903,38
414,8,121.747634,31.17355,121.718445,31.154245,39
415,8,121.747634,31.17355,121.753578,31.1705,12
416,8,121.747634,31.17355,121.745834,31.169907,41
417,8,121.747634,31.17355,121.722229,31.126257,7
418,8,121.747634,31.17355,121.732903,31.140593,25
419,8,121.747634,31.17355,121.713409,31.168028,23
420,8,121.747634,31.17355,121.763474,31.113195,28
421,8,121.747634,31.17355,121.75193,31.147821,25
422,8,121.747634,31.17355,121.768311,31.139244,57
423,8,121.747634,31.17355,121.688721,31.140375,15
424,8,121.747634,31.17355,121.794395,31.163921,25
425,8,121.747634,31.17355,121.775002,31.163082,17
426,8,121.747634,31.17355,121.713562,31.160755,46
427,8,121.747634,31.17355,121.693237,31.163235,15
428,8,121.747634,31.17355,121.76516,31.125891,14
429,8,121.747634,31.17355,121.758163,31.125214,15
430,8,121.747634,31.17355,121.737961,31.167942,20
431,8,121.747634,31.17355,121.762001,31.108574,26
432,8,121.747634,31.17355,121.750839,31.107449,21
433,8,121.747634,31.17355,121.729546,31.109934,6
434,8,121.747634,31.17355,121.710884,31.138567,10
435,8,121.747634,31.17355,121.766525,31.118999,32
436,8,121.747634,31.17355,121.791336,31.125465,5
437,8,121.747634,31.17355,121.756477,31.149551,46
438,8,121.747634,31.17355,121.764999,31.170858,8
439,8,121.747634,31.17355,121.711845,31.118689,18
440,8,121.747634,31.17355,121.724495,31.155384,24
441,8,121.747634,31.17355,121.765717,31.181372,11
442,8,121.747634,31.17355,121.74382,31.105373,6
443,8,121.747634,31.17355,121.706192,31.167992,31
444,8,121.747634,31.17355,121.713478,31.155258,38
445,8,121.747634,31.17355,121.693275,31.133125,4
446,8,121.747634,31.17355,121.753273,31.156799,15
447,8,121.747634,31.17355,121.742775,31.128635,8
448,8,121.747634,31.17355,121.692169,31.145447,24
449,8,121.747634,31.17355,121.766632,31.113001,38
450,8,121.747634,31.17355,121.757523,31.114956,31
451,8,121.747634,31.17355,121.770828,31.11372,8
452,8,121.747634,31.17355,121.76255,31.13456,9
453,8,121.747634,31.17355,121.740898,31.113277,11
454,8,121.747634,31.17355,121.779999,31.133137,51
455,8,121.747634,31.17355,121.771324,31.149094,12
456,8,121.747634,31.17355,121.765327,31.10158,7
457,8,121.747634,31.17355,121.759682,31.141077,27
458,8,121.747634,31.17355,121.744011,31.148745,32
459,8,121.747634,31.17355,121.754929,31.176739,43
460,8,121.747634,31.17355,121.760185,31.102764,84
461,8,121.747634,31.17355,121.775246,31.177504,13
462,8,121.747634,31.17355,121.802567,31.149635,73
463,8,121.747634,31.17355,121.708939,31.154087,16
464,8,121.747634,31.17355,121.798721,31.161821,22
465,8,121.747634,31.17355,121.759605,31.161285,12
466,8,121.747634,31.17355,121.748787,31.141691,34
467,8,121.747634,31.17355,121.747963,31.180954,41
468,8,121.747634,31.17355,121.768394,31.109896,19
469,8,121.747634,31.17355,121.743065,31.161867,7
470,8,121.747634,31.17355,121.769173,31.128017,21
471,8,121.747634,31.17355,121.71302,31.151291,26
472,8,121.747634,31.17355,121.698845,31.159796,10
473,8,121.747634,31.17355,121.758339,31.108715,30
474,8,121.747634,31.17355,121.743095,31.173922,36
475,8,121.747634,31.17355,121.745247,31.12229,10
476,8,121.747634,31.17355,121.691071,31.155039,11
477,8,121.747634,31.17355,121.718254,31.169054,15
478,8,121.747634,31.17355,121.721474,31.120466,17
479,8,121.747634,31.17355,121.773468,31.127146,14
480,8,121.747634,31.17355,121.739578,31.12286,10
481,8,121.747634,31.17355,121.727974,31.16116,10
482,8,121.747634,31.17355,121.78096,31.172815,17
483,8,121.747634,31.17355,121.757393,31.127516,31
484,8,121.747634,31.17355,121.772728,31.123299,23
485,8,121.747634,31.17355,121.709419,31.165091,12
486,8,121.747634,31.17355,121.805664,31.164433,7
487,8,121.747634,31.17355,121.750938,31.176161,33
488,8,121.747634,31.17355,121.736099,31.137014,24
489,8,121.747634,31.17355,121.703125,31.137844,19
490,8,121.747634,31.17355,121.770821,31.136024,13
491,8,121.747634,31.17355,121.717621,31.150831,11
492,8,121.747634,31.17355,121.762047,31.122812,41
493,8,121.747634,31.17355,121.775551,31.109617,34
494,8,121.747634,31.17355,121.726547,31.175198,7
495,8,121.747634,31.17355,121.707886,31.15843,20
496,8,121.747634,31.17355,121.747826,31.160299,14
497,8,121.747634,31.17355,121.724113,31.142786,5
498,8,121.747634,31.17355,121.729927,31.154102,16
499,8,121.747634,31.17355,121.764969,31.151806,11
500,8,121.747634,31.17355,121.707642,31.175364,9
501,8,121.747634,31.17355,121.736061,31.170919,31
502,8,121.747634,31.17355,121.754257,31.1157,27
503,8,121.747634,31.17355,121.787521,31.178757,22
504,8,121.747634,31.17355,121.716537,31.138004,9
505,8,121.747634,31.17355,121.748985,31.14502,31
506,8,121.747634,31.17355,121.756302,31.153652,31
507,8,121.747634,31.17355,121.756569,31.14501,22
508,8,121.747634,31.17355,121.774261,31.115391,33
509,8,121.747634,31.17355,121.754105,31.127214,11
510,8,121.747634,31.17355,121.767464,31.163261,7
511,8,121.747634,31.17355,121.749741,31.164183,12
512,8,121.747634,31.17355,121.702118,31.11801,12
513,8,121.747634,31.17355,121.779449,31.150362,4
514,8,121.747634,31.17355,121.699005,31.126293,20
515,8,121.747634,31.17355,121.776237,31.166796,16
516,9,121.259267,31.056102,121.286674,31.03747,26
517,9,121.259267,31.056102,121.23661,31.104126,45
