Order_id,Site_id,Lng_site,Lat_site,Lng_spot,Lat_spot,Num
82,3,121.4269343,31.22042321,121.422028,31.223934,45
83,3,121.4269343,31.22042321,121.429245,31.209604,63
84,3,121.4269343,31.22042321,121.442024,31.203611,25
85,3,121.4269343,31.22042321,121.428268,31.225574,38
86,3,121.4269343,31.22042321,121.434181,31.222761,29
87,3,121.4269343,31.22042321,121.431664,31.216503,67
88,3,121.4269343,31.22042321,121.438065,31.218328,31
89,3,121.4269343,31.22042321,121.42382,31.213022,14
90,3,121.4269343,31.22042321,121.423584,31.209656,36
91,3,121.4269343,31.22042321,121.430901,31.228853,24
92,3,121.4269343,31.22042321,121.430717,31.221151,23
93,3,121.4269343,31.22042321,121.439781,31.20966,11
94,3,121.4269343,31.22042321,121.425964,31.221323,19
95,3,121.4269343,31.22042321,121.440697,31.21846,51
96,3,121.4269343,31.22042321,121.43219,31.226748,26
97,3,121.4269343,31.22042321,121.443825,31.207935,20
98,3,121.4269343,31.22042321,121.446449,31.211697,36
99,3,121.4269343,31.22042321,121.442413,31.211954,31
100,3,121.4269343,31.22042321,121.42141,31.212683,36
101,3,121.4269343,31.22042321,121.431061,31.212572,62
102,3,121.4269343,31.22042321,121.438904,31.222393,38
103,3,121.4269343,31.22042321,121.425003,31.224564,46
104,3,121.4269343,31.22042321,121.424919,31.215487,28
105,3,121.4269343,31.22042321,121.426918,31.222918,42
106,3,121.4269343,31.22042321,121.448677,31.210361,19
107,3,121.4269343,31.22042321,121.432137,31.208649,77
108,3,121.4269343,31.22042321,121.43956,31.215395,22
109,3,121.4269343,31.22042321,121.416039,31.212957,40
110,3,121.4269343,31.22042321,121.435425,31.223825,61
111,3,121.4269343,31.22042321,121.444237,31.216269,35
112,3,121.4269343,31.22042321,121.423256,31.227211,14
113,3,121.4269343,31.22042321,121.434181,31.229631,39
114,4,121.492507,31.234015,121.511818,31.232368,42
115,4,121.492507,31.234015,121.505669,31.243965,15
116,4,121.492507,31.234015,121.498161,31.236078,73
117,4,121.492507,31.234015,121.491798,31.227957,55
118,4,121.492507,31.234015,121.498596,31.227463,13
119,4,121.492507,31.234015,121.513199,31.236773,48
120,4,121.492507,31.234015,121.487679,31.224552,40
121,4,121.492507,31.234015,121.513077,31.239824,35
122,4,121.492507,31.234015,121.485672,31.22966,37
123,4,121.492507,31.234015,121.509926,31.240788,10
124,4,121.492507,31.234015,121.507454,31.230328,31
125,4,121.492507,31.234015,121.503479,31.23061,32
126,4,121.492507,31.234015,121.500992,31.23637,53
127,4,121.492507,31.234015,121.506042,31.234646,11
128,4,121.492507,31.234015,121.491028,31.22595,31
129,4,121.492507,31.234015,121.497276,31.240105,16
130,4,121.492507,31.234015,121.487862,31.23366,31
131,4,121.492507,31.234015,121.486092,31.221647,44
132,4,121.492507,31.234015,121.501503,31.233423,16
133,4,121.492507,31.234015,121.489075,31.227699,57
134,4,121.492507,31.234015,121.489189,31.222303,63
135,4,121.492507,31.234015,121.508377,31.234322,21
136,4,121.492507,31.234015,121.501663,31.239935,12
137,5,121.3587647,31.14221818,121.351044,31.138714,7
138,5,121.3587647,31.14221818,121.353218,31.153957,24
139,5,121.3587647,31.14221818,121.356926,31.137663,52
140,5,121.3587647,31.14221818,121.366646,31.140013,24
141,5,121.3587647,31.14221818,121.359222,31.158625,12
142,5,121.3587647,31.14221818,121.352623,31.151205,27
143,5,121.3587647,31.14221818,121.349548,31.156469,61
144,5,121.3587647,31.14221818,121.346565,31.155012,63
145,5,121.3587647,31.14221818,121.356598,31.143484,21
146,5,121.3587647,31.14221818,121.342918,31.145014,27
147,5,121.3587647,31.14221818,121.354568,31.146107,37
148,5,121.3587647,31.14221818,121.364609,31.133511,9
149,5,121.3587647,31.14221818,121.349266,31.15246,34
150,5,121.3587647,31.14221818,121.343582,31.138166,20
151,5,121.3587647,31.14221818,121.348846,31.143234,14
152,5,121.3587647,31.14221818,121.362946,31.13619,23
153,5,121.3587647,31.14221818,121.362663,31.146118,6
154,5,121.3587647,31.14221818,121.35289,31.142948,23
155,5,121.3587647,31.14221818,121.346237,31.142855,27
156,5,121.3587647,31.14221818,121.348961,31.159567,39
157,5,121.3587647,31.14221818,121.346085,31.151657,27
158,5,121.3587647,31.14221818,121.374153,31.147354,21
159,5,121.3587647,31.14221818,121.364815,31.14259,21
160,5,121.3587647,31.14221818,121.362495,31.138691,34
161,5,121.3587647,31.14221818,121.350945,31.148579,32
162,5,121.3587647,31.14221818,121.370674,31.139336,5
163,5,121.3587647,31.14221818,121.349022,31.140797,16
164,5,121.3587647,31.14221818,121.354126,31.13711,11
165,5,121.3587647,31.14221818,121.349319,31.132807,27
166,6,121.521952,31.095357,121.524071,31.08308,4
167,6,121.521952,31.095357,121.538902,31.040607,28
168,6,121.521952,31.095357,121.498108,31.08856,33
169,6,121.521952,31.095357,121.525612,31.069031,67
170,6,121.521952,31.095357,121.513641,31.129217,40
171,6,121.521952,31.095357,121.506325,31.07621,30
172,6,121.521952,31.095357,121.529556,31.059053,48
173,6,121.521952,31.095357,121.506172,31.088524,33
174,6,121.521952,31.095357,121.518417,31.108948,38
175,6,121.521952,31.095357,121.540634,31.065041,23
176,6,121.521952,31.095357,121.493645,31.096485,48
177,6,121.521952,31.095357,121.533981,31.053873,42
178,6,121.521952,31.095357,121.54599,31.041086,29
179,6,121.521952,31.095357,121.54332,31.084925,11
180,6,121.521952,31.095357,121.526619,31.112892,15
181,6,121.521952,31.095357,121.50032,31.094439,33
182,6,121.521952,31.095357,121.486946,31.091476,4
183,6,121.521952,31.095357,121.518585,31.100836,13
184,6,121.521952,31.095357,121.499184,31.101351,64
185,6,121.521952,31.095357,121.523323,31.126637,16
186,6,121.521952,31.095357,121.507927,31.106592,8
187,6,121.521952,31.095357,121.535538,31.045038,25
188,6,121.521952,31.095357,121.537224,31.107956,20
189,6,121.521952,31.095357,121.537064,31.09754,12
190,6,121.521952,31.095357,121.493378,31.08127,24
191,6,121.521952,31.095357,121.543015,31.039825,72
192,6,121.521952,31.095357,121.542084,31.05757,34
193,6,121.521952,31.095357,121.509521,31.122557,56
194,6,121.521952,31.095357,121.533051,31.061916,20
195,6,121.521952,31.095357,121.515526,31.08378,19
196,6,121.521952,31.095357,121.520126,31.090588,18
197,6,121.521952,31.095357,121.537689,31.05431,50
198,6,121.521952,31.095357,121.531891,31.040152,36
199,6,121.521952,31.095357,121.517845,31.07704,15
200,6,121.521952,31.095357,121.520752,31.063061,16
201,6,121.521952,31.095357,121.502724,31.074997,49
202,6,121.521952,31.095357,121.522972,31.048374,3
203,6,121.521952,31.095357,121.507561,31.12463,28
204,6,121.521952,31.095357,121.505569,31.080524,43
205,6,121.521952,31.095357,121.544785,31.049751,35
206,6,121.521952,31.095357,121.538651,31.046761,46
207,6,121.521952,31.095357,121.532494,31.087502,19
208,6,121.521952,31.095357,121.539742,31.043903,60
209,6,121.521952,31.095357,121.512787,31.061213,15
210,6,121.521952,31.095357,121.516899,31.117779,8
211,6,121.521952,31.095357,121.522209,31.123041,8
212,6,121.521952,31.095357,121.54081,31.028742,10
213,6,121.521952,31.095357,121.534645,31.067793,26
214,6,121.521952,31.095357,121.538673,31.060343,36
215,6,121.521952,31.095357,121.50518,31.072987,23
216,6,121.521952,31.095357,121.512573,31.075504,42
217,6,121.521952,31.095357,121.528389,31.065214,54
218,6,121.521952,31.095357,121.500938,31.079268,43
219,6,121.521952,31.095357,121.520447,31.126158,41
220,6,121.521952,31.095357,121.51265,31.121668,11
221,6,121.521952,31.095357,121.52137,31.076883,34
222,6,121.521952,31.095357,121.506004,31.117962,13
223,6,121.521952,31.095357,121.493752,31.101376,19
224,6,121.521952,31.095357,121.535835,31.062099,29
225,6,121.521952,31.095357,121.513565,31.107428,10
226,6,121.521952,31.095357,121.514595,31.102222,18
227,6,121.521952,31.095357,121.518333,31.133352,20
228,6,121.521952,31.095357,121.521873,31.067869,41
229,6,121.521952,31.095357,121.544312,31.044859,63
230,6,121.521952,31.095357,121.52951,31.124439,23
231,6,121.521952,31.095357,121.546768,31.031273,9
232,6,121.521952,31.095357,121.495872,31.105371,14
233,6,121.521952,31.095357,121.508423,31.128311,28
234,6,121.521952,31.095357,121.514809,31.069063,9
235,6,121.521952,31.095357,121.502396,31.118673,41
236,6,121.521952,31.095357,121.53492,31.038704,43
237,6,121.521952,31.095357,121.540329,31.093786,8
238,6,121.521952,31.095357,121.505585,31.065882,16
239,6,121.521952,31.095357,121.504318,31.095917,39
240,6,121.521952,31.095357,121.526009,31.091652,14
241,6,121.521952,31.095357,121.501099,31.120667,45
242,6,121.521952,31.095357,121.539062,31.076292,9
243,6,121.521952,31.095357,121.530251,31.112942,9
244,6,121.521952,31.095357,121.503952,31.122192,41
245,6,121.521952,31.095357,121.512497,31.089916,7
246,6,121.521952,31.095357,121.535362,31.100494,34
247,6,121.521952,31.095357,121.532104,31.044466,34
248,6,121.521952,31.095357,121.531525,31.048733,42
249,6,121.521952,31.095357,121.511055,31.083904,14
250,6,121.521952,31.095357,121.493477,31.093363,33
251,6,121.521952,31.095357,121.530853,31.099714,15
252,6,121.521952,31.095357,121.535469,31.047586,24
253,6,121.521952,31.095357,121.526512,31.079374,17
254,6,121.521952,31.095357,121.549217,31.074724,11
255,6,121.521952,31.095357,121.489624,31.092159,18
256,6,121.521952,31.095357,121.526176,31.122465,18
257,6,121.521952,31.095357,121.540833,31.062307,57
258,6,121.521952,31.095357,121.54586,31.067781,1
259,6,121.521952,31.095357,121.51458,31.125593,36
260,6,121.521952,31.095357,121.529091,31.105562,9
261,6,121.521952,31.095357,121.544174,31.065458,22
262,6,121.521952,31.095357,121.533516,31.041718,31
263,6,121.521952,31.095357,121.540833,31.100357,8
264,6,121.521952,31.095357,121.501198,31.082787,26
265,6,121.521952,31.095357,121.505211,31.069109,34
266,6,121.521952,31.095357,121.538063,31.050018,26
267,6,121.521952,31.095357,121.503845,31.077969,45
268,6,121.521952,31.095357,121.505875,31.110609,6
269,6,121.521952,31.095357,121.52037,31.130424,31
270,6,121.521952,31.095357,121.487511,31.093035,20
271,6,121.521952,31.095357,121.491753,31.1035,17
272,6,121.521952,31.095357,121.507782,31.073059,24
273,6,121.521952,31.095357,121.490837,31.095823,37
274,6,121.521952,31.095357,121.533501,31.065536,36
275,6,121.521952,31.095357,121.545593,31.039371,30
276,6,121.521952,31.095357,121.51355,31.10565,10
277,6,121.521952,31.095357,121.530609,31.035639,11
278,6,121.521952,31.095357,121.522148,31.086836,15
279,6,121.521952,31.095357,121.518417,31.07259,17
280,6,121.521952,31.095357,121.535896,31.054993,25
281,6,121.521952,31.095357,121.502251,31.071209,14
282,6,121.521952,31.095357,121.534874,31.059763,26
283,6,121.521952,31.095357,121.509361,31.117275,9
284,6,121.521952,31.095357,121.532791,31.120958,13
285,6,121.521952,31.095357,121.535416,31.042059,25
286,6,121.521952,31.095357,121.522575,31.109295,14
287,6,121.521952,31.095357,121.506958,31.084322,10
288,7,121.640596,31.245883,121.62635,31.253765,80
289,7,121.640596,31.245883,121.654152,31.276506,9
290,7,121.640596,31.245883,121.679489,31.24136,30
291,7,121.640596,31.245883,121.656982,31.235275,12
292,7,121.640596,31.245883,121.632446,31.240324,17
293,7,121.640596,31.245883,121.634125,31.277815,11
294,7,121.640596,31.245883,121.665199,31.275564,18
295,7,121.640596,31.245883,121.65226,31.268848,31
296,7,121.640596,31.245883,121.651962,31.245802,4
297,7,121.640596,31.245883,121.611877,31.248329,10
298,7,121.640596,31.245883,121.622375,31.243507,25
299,7,121.640596,31.245883,121.672554,31.259739,10
300,7,121.640596,31.245883,121.632286,31.272646,12
301,7,121.640596,31.245883,121.614952,31.255234,44
302,7,121.640596,31.245883,121.64711,31.229389,17
303,7,121.640596,31.245883,121.612106,31.266287,32
304,7,121.640596,31.245883,121.6661,31.269323,35
305,7,121.640596,31.245883,121.661072,31.260399,23
306,7,121.640596,31.245883,121.633553,31.224533,12
307,7,121.640596,31.245883,121.666809,31.279203,48
308,7,121.640596,31.245883,121.631981,31.245026,15
309,7,121.640596,31.245883,121.659058,31.272532,25
310,7,121.640596,31.245883,121.653297,31.272768,49
311,7,121.640596,31.245883,121.640022,31.273136,15
312,7,121.640596,31.245883,121.669876,31.247295,5
313,7,121.640596,31.245883,121.627403,31.240355,51
314,7,121.640596,31.245883,121.609673,31.253225,28
315,7,121.640596,31.245883,121.620438,31.262606,13
316,7,121.640596,31.245883,121.634666,31.263102,8
317,7,121.640596,31.245883,121.651421,31.253559,16
318,7,121.640596,31.245883,121.651245,31.264698,11
319,7,121.640596,31.245883,121.607231,31.243544,30
320,7,121.640596,31.245883,121.658058,31.248175,12
321,7,121.640596,31.245883,121.664078,31.23765,10
322,7,121.640596,31.245883,121.62291,31.259716,23
323,7,121.640596,31.245883,121.672684,31.234488,15
324,7,121.640596,31.245883,121.615646,31.252317,10
325,7,121.640596,31.245883,121.648895,31.274061,55
326,7,121.640596,31.245883,121.671082,31.263731,13
327,7,121.640596,31.245883,121.611092,31.26173,32
328,7,121.640596,31.245883,121.677467,31.243507,51
329,7,121.640596,31.245883,121.650078,31.238871,15
330,7,121.640596,31.245883,121.646317,31.263,15
331,7,121.640596,31.245883,121.641533,31.235889,14
332,7,121.640596,31.245883,121.654686,31.270296,41
333,7,121.640596,31.245883,121.630226,31.259171,19
334,7,121.640596,31.245883,121.612976,31.24165,7
335,7,121.640596,31.245883,121.614777,31.264847,34
336,7,121.640596,31.245883,121.636871,31.246723,11
337,7,121.640596,31.245883,121.627075,31.248274,27
338,7,121.640596,31.245883,121.60569,31.231684,22
339,7,121.640596,31.245883,121.612122,31.255739,72
340,7,121.640596,31.245883,121.663033,31.276911,31
341,7,121.640596,31.245883,121.621407,31.254553,22
342,7,121.640596,31.245883,121.668053,31.27487,62
343,7,121.640596,31.245883,121.649406,31.243561,18
344,7,121.640596,31.245883,121.617226,31.253885,78
345,7,121.640596,31.245883,121.615486,31.247177,20
346,7,121.640596,31.245883,121.635086,31.266846,19
347,7,121.640596,31.245883,121.632378,31.253658,6
348,7,121.640596,31.245883,121.656937,31.240498,10
349,7,121.640596,31.245883,121.651657,31.272875,42
350,7,121.640596,31.245883,121.636024,31.240494,23
351,7,121.640596,31.245883,121.623383,31.269125,2
352,7,121.640596,31.245883,121.619614,31.249281,11
353,7,121.640596,31.245883,121.656189,31.262716,33
354,7,121.640596,31.245883,121.639236,31.239952,11
355,7,121.640596,31.245883,121.630066,31.270445,15
356,7,121.640596,31.245883,121.65847,31.274601,53
357,7,121.640596,31.245883,121.667473,31.262482,8
358,7,121.640596,31.245883,121.654732,31.26659,42
359,7,121.640596,31.245883,121.62616,31.273434,2
360,7,121.640596,31.245883,121.623917,31.250336,13
361,7,121.640596,31.245883,121.62999,31.240152,25
362,7,121.640596,31.245883,121.626175,31.264183,4
363,7,121.640596,31.245883,121.60733,31.245426,15
364,8,121.747634,31.17355,121.761696,31.122061,39
365,8,121.747634,31.17355,121.745026,31.149885,19
366,8,121.747634,31.17355,121.690384,31.158281,7
367,8,121.747634,31.17355,121.802757,31.149918,29
368,8,121.747634,31.17355,121.748581,31.180946,18
369,8,121.747634,31.17355,121.763474,31.113195,34
370,8,121.747634,31.17355,121.718559,31.153427,22
371,8,121.747634,31.17355,121.772942,31.15036,1
372,8,121.747634,31.17355,121.742775,31.128635,5
373,8,121.747634,31.17355,121.752167,31.109596,13
374,8,121.747634,31.17355,121.75737,31.143902,33
375,8,121.747634,31.17355,121.760185,31.102764,38
376,8,121.747634,31.17355,121.737427,31.157478,23
377,8,121.747634,31.17355,121.779999,31.133137,16
378,8,121.747634,31.17355,121.749184,31.171549,16
379,8,121.747634,31.17355,121.757957,31.124863,6
380,8,121.747634,31.17355,121.778244,31.174637,4
381,8,121.747634,31.17355,121.725166,31.163759,10
382,8,121.747634,31.17355,121.707237,31.153645,12
383,8,121.747634,31.17355,121.732758,31.139524,28
384,8,121.747634,31.17355,121.771812,31.159468,2
385,8,121.747634,31.17355,121.753174,31.115963,24
386,8,121.747634,31.17355,121.748123,31.142883,44
387,8,121.747634,31.17355,121.75473,31.152979,47
388,8,121.747634,31.17355,121.730164,31.153786,19
389,8,121.747634,31.17355,121.748711,31.160755,11
390,8,121.747634,31.17355,121.740898,31.113277,23
391,8,121.747634,31.17355,121.789162,31.171839,1
392,8,121.747634,31.17355,121.773972,31.114799,16
393,8,121.747634,31.17355,121.708755,31.132357,2
394,8,121.747634,31.17355,121.756218,31.176289,16
395,8,121.747634,31.17355,121.769524,31.127882,12
396,8,121.747634,31.17355,121.733315,31.12196,3
397,8,121.747634,31.17355,121.757187,31.116673,32
398,8,121.747634,31.17355,121.711914,31.170038,6
399,8,121.747634,31.17355,121.799019,31.160677,6
400,8,121.747634,31.17355,121.764435,31.15419,11
401,8,121.747634,31.17355,121.698845,31.159796,9
402,8,121.747634,31.17355,121.704788,31.136585,8
403,8,121.747634,31.17355,121.81546,31.122208,2
404,8,121.747634,31.17355,121.744011,31.120817,8
405,8,121.747634,31.17355,121.777412,31.163843,7
406,8,121.747634,31.17355,121.721939,31.145422,14
407,8,121.747634,31.17355,121.767914,31.11171,58
408,8,121.747634,31.17355,121.806221,31.150721,46
409,8,121.747634,31.17355,121.75222,31.139896,11
410,8,121.747634,31.17355,121.74382,31.105373,7
411,8,121.747634,31.17355,121.772728,31.123299,12
412,8,121.747634,31.17355,121.756775,31.127056,22
413,8,121.747634,31.17355,121.758537,31.172253,12
414,8,121.747634,31.17355,121.790634,31.179661,5
415,8,121.747634,31.17355,121.723701,31.155043,17
416,8,121.747634,31.17355,121.751129,31.145805,39
417,8,121.747634,31.17355,121.771347,31.136099,5
418,8,121.747634,31.17355,121.762474,31.106014,7
419,8,121.747634,31.17355,121.736137,31.13656,12
420,8,121.747634,31.17355,121.757851,31.108608,17
421,8,121.747634,31.17355,121.717728,31.157928,11
422,8,121.747634,31.17355,121.763496,31.124622,23
423,8,121.747634,31.17355,121.759445,31.152081,15
424,8,121.747634,31.17355,121.74781,31.165319,9
425,8,121.747634,31.17355,121.775131,31.127495,5
426,8,121.747634,31.17355,121.738075,31.170977,4
427,8,121.747634,31.17355,121.794899,31.165314,6
428,8,121.747634,31.17355,121.755951,31.148087,42
429,8,121.747634,31.17355,121.76136,31.10915,25
430,8,121.747634,31.17355,121.766296,31.146122,5
431,8,121.747634,31.17355,121.763512,31.182489,4
432,8,121.747634,31.17355,121.75473,31.132063,4
433,8,121.747634,31.17355,121.692581,31.160334,9
434,8,121.747634,31.17355,121.776436,31.108303,7
435,8,121.747634,31.17355,121.764961,31.118685,27
436,8,121.747634,31.17355,121.742928,31.142191,6
437,8,121.747634,31.17355,121.7799,31.108906,10
438,8,121.747634,31.17355,121.753029,31.177605,25
439,8,121.747634,31.17355,121.753418,31.127056,11
440,8,121.747634,31.17355,121.765327,31.10158,4
441,8,121.747634,31.17355,121.723732,31.168394,11
442,8,121.747634,31.17355,121.77327,31.118502,5
443,8,121.747634,31.17355,121.749084,31.119093,13
444,8,121.747634,31.17355,121.764183,31.110697,18
445,8,121.747634,31.17355,121.760178,31.161983,11
446,8,121.747634,31.17355,121.753708,31.181957,20
447,8,121.747634,31.17355,121.739334,31.123457,6
448,8,121.747634,31.17355,121.70578,31.162104,2
449,8,121.747634,31.17355,121.774902,31.167095,5
450,8,121.747634,31.17355,121.782722,31.113638,3
451,8,121.747634,31.17355,121.743439,31.161736,7
452,8,121.747634,31.17355,121.758873,31.113251,14
453,8,121.747634,31.17355,121.778435,31.120216,5
454,8,121.747634,31.17355,121.733078,31.14748,6
455,9,121.259267,31.056102,121.230171,31.056938,41
456,9,121.259267,31.056102,121.198151,31.094383,6
457,9,121.259267,31.056102,121.289024,31.082987,8
458,9,121.259267,31.056102,121.244553,31.043383,14
459,9,121.259267,31.056102,121.252243,31.081419,18
460,9,121.259267,31.056102,121.259026,31.038429,9
461,9,121.259267,31.056102,121.263107,31.073832,12
462,9,121.259267,31.056102,121.23703,31.104969,48
463,9,121.259267,31.056102,121.287094,31.058708,18
464,9,121.259267,31.056102,121.242668,31.061296,22
465,9,121.259267,31.056102,121.247635,31.099516,25
466,9,121.259267,31.056102,121.257515,31.063078,33
467,9,121.259267,31.056102,121.221748,31.104694,11
468,9,121.259267,31.056102,121.234413,31.062052,48
469,9,121.259267,31.056102,121.277687,31.077724,12
470,9,121.259267,31.056102,121.234184,31.042067,36
471,9,121.259267,31.056102,121.217987,31.093807,21
472,9,121.259267,31.056102,121.24633,31.066351,52
473,9,121.259267,31.056102,121.276543,31.085184,8
474,9,121.259267,31.056102,121.234146,31.049107,50
475,9,121.259267,31.056102,121.224556,31.052811,8
476,9,121.259267,31.056102,121.253571,31.044447,26
477,9,121.259267,31.056102,121.19912,31.108339,6
478,9,121.259267,31.056102,121.234406,31.107313,25
479,9,121.259267,31.056102,121.279747,31.042763,11
480,9,121.259267,31.056102,121.218521,31.055687,42
481,9,121.259267,31.056102,121.230003,31.051447,73
482,9,121.259267,31.056102,121.236534,31.044254,27
483,9,121.259267,31.056102,121.208031,31.097017,9
484,9,121.259267,31.056102,121.235298,31.058435,74
485,9,121.259267,31.056102,121.254288,31.089224,9
486,9,121.259267,31.056102,121.209877,31.114431,3
487,9,121.259267,31.056102,121.257347,31.08173,33
488,9,121.259267,31.056102,121.227989,31.061209,47
489,9,121.259267,31.056102,121.230202,31.109741,24
490,9,121.259267,31.056102,121.241371,31.05876,94
491,9,121.259267,31.056102,121.227402,31.054411,51
492,9,121.259267,31.056102,121.231827,31.10729,18
493,9,121.259267,31.056102,121.294617,31.063425,8
494,9,121.259267,31.056102,121.237679,31.108912,47
495,9,121.259267,31.056102,121.201569,31.06941,3
496,9,121.259267,31.056102,121.221558,31.069218,3
497,9,121.259267,31.056102,121.267075,31.070934,13
498,9,121.259267,31.056102,121.267647,31.081266,19
499,9,121.259267,31.056102,121.283813,31.067812,11
500,9,121.259267,31.056102,121.243599,31.065733,29
501,9,121.259267,31.056102,121.22924,31.054251,27
502,9,121.259267,31.056102,121.259781,31.064472,16
503,9,121.259267,31.056102,121.245682,31.050665,5
504,9,121.259267,31.056102,121.286125,31.039724,7
505,9,121.259267,31.056102,121.192726,31.099865,23
506,9,121.259267,31.056102,121.27713,31.038025,16
507,9,121.259267,31.056102,121.244263,31.057028,27
508,9,121.259267,31.056102,121.230164,31.059626,66
509,9,121.259267,31.056102,121.245392,31.103304,24
510,9,121.259267,31.056102,121.282043,31.035915,4
511,9,121.259267,31.056102,121.280693,31.076643,10
512,9,121.259267,31.056102,121.258636,31.058792,25
513,9,121.259267,31.056102,121.2798,31.085203,9
514,9,121.259267,31.056102,121.240196,31.106964,18
515,9,121.259267,31.056102,121.189468,31.08185,1
516,9,121.259267,31.056102,121.224899,31.112864,4
517,9,121.259267,31.056102,121.21122,31.08732,4
518,9,121.259267,31.056102,121.233421,31.086353,1
519,9,121.259267,31.056102,121.285049,31.053429,13
520,9,121.259267,31.056102,121.266708,31.038588,13
521,9,121.259267,31.056102,121.254158,31.050508,5
522,9,121.259267,31.056102,121.246887,31.046021,16
523,9,121.259267,31.056102,121.255852,31.069637,4
524,9,121.259267,31.056102,121.273186,31.074625,6
525,9,121.259267,31.056102,121.224556,31.055307,43
526,9,121.259267,31.056102,121.230194,31.062365,20
527,9,121.259267,31.056102,121.272034,31.083542,21
