Unnamed: 0,shop_class,Lng_shop,Lat_shop,Lng_spot,Lat_spot,Num,start_time,end_time,kcenter
372,81,121.41451,31.23697,121.417732,31.236277,2,278,368,1
373,81,121.41451,31.23697,121.417603,31.240913,5,336,426,1
374,81,121.41461,31.23953,121.417603,31.240913,14,317,407,1
375,94,121.41505,31.13701,121.505013,30.831057,2,358,448,1
376,94,121.41505,31.13701,121.421753,31.145002,2,519,609,1
377,94,121.41505,31.13701,121.442055,31.141716,2,378,468,1
378,46,121.41547,31.20738,121.414398,31.206848,3,235,325,1
379,46,121.41593,31.20774,121.410713,31.198126,1,590,680,1
380,94,121.41613,31.13719,121.415794,31.136024,2,289,379,1
381,46,121.41617,31.20081,121.409821,31.189838,18,628,718,1
382,46,121.41617,31.20081,121.414398,31.206848,22,240,330,1
383,46,121.41617,31.20081,121.417358,31.202971,13,323,413,1
384,46,121.41617,31.20081,121.415138,31.198225,16,224,314,1
385,46,121.41617,31.20081,121.415138,31.198225,4,625,715,1
386,46,121.41617,31.20081,121.504677,31.278322,11,274,364,1
387,37,121.41648,31.01381,121.411812,31.01107,1,345,435,1
388,37,121.41648,31.01381,121.416763,31.013872,1,499,589,1
389,24,121.41733,31.1614,121.414864,31.159676,2,299,389,1
390,24,121.41733,31.1614,121.42012,31.161734,1,404,494,1
391,24,121.41733,31.1614,121.42012,31.161734,1,562,652,1
392,24,121.41733,31.1614,121.001007,30.836681,1,243,333,1
393,24,121.41733,31.1614,121.413597,31.163029,2,266,356,1
394,24,121.41741,31.17183,121.428719,31.184631,1,477,567,1
395,24,121.41741,31.17183,121.428963,31.172556,1,611,701,1
396,46,121.41777,31.2012,121.413193,31.187012,1,365,455,1
397,46,121.41777,31.2012,121.408867,31.200857,2,608,698,1
398,46,121.41777,31.2012,121.389397,31.168343,1,613,703,1
399,81,121.41813,31.23689,121.423958,31.221516,1,598,688,1
400,81,121.41813,31.23689,121.417732,31.236277,1,290,380,1
401,94,121.41838,31.13791,121.421753,31.145002,4,364,454,1
402,58,121.4184,31.08001,121.442963,31.088055,1,575,665,1
403,46,121.41851,31.20269,121.411942,31.213152,4,590,680,1
404,46,121.41851,31.20269,121.434021,31.215469,1,233,323,1
405,46,121.41851,31.20269,121.422905,31.199612,2,237,327,1
406,46,121.4186,31.20833,121.414398,31.206848,2,365,455,1
407,46,121.41865,31.20147,121.424324,31.193682,2,553,643,1
408,46,121.41865,31.20147,121.419998,31.189116,2,590,680,1
409,46,121.41865,31.20147,121.413651,31.200237,2,388,478,1
410,24,121.41917,31.1625,121.421646,31.167053,1,248,338,1
411,24,121.41917,31.1625,121.414864,31.159676,1,286,376,1
412,24,121.41917,31.1625,121.430534,31.161772,1,287,377,1
413,24,121.41917,31.1625,121.425247,31.166656,1,584,674,1
414,94,121.41928,31.1367,121.504578,30.834429,10,446,536,1
415,94,121.41928,31.1367,121.425224,31.146027,2,591,681,1
416,94,121.41928,31.1367,121.419693,31.136517,3,402,492,1
417,24,121.41939,31.162,121.435272,31.152611,5,478,568,1
418,24,121.41939,31.162,121.307945,30.918003,3,443,533,1
419,81,121.42093,31.23523,121.41259,31.244385,2,288,378,1
420,94,121.42109,31.13404,121.423508,31.132309,2,453,543,1
421,81,121.42135,31.23381,121.412842,31.240576,3,565,655,1
422,3,121.42148,31.21509,121.434021,31.215469,3,353,443,1
423,81,121.42161,31.23377,121.420807,31.234308,2,267,357,1
424,46,121.42194,31.20663,121.400757,31.206764,1,324,414,1
425,46,121.42194,31.20663,121.250832,31.37517,1,252,342,1
426,81,121.42215,31.23222,121.422142,31.231922,1,571,661,1
427,81,121.42215,31.23222,121.387817,31.227581,9,238,328,1
428,94,121.42283,31.14511,121.504578,30.834429,21,274,364,1
429,94,121.42283,31.14511,121.505013,30.831057,12,243,333,1
430,94,121.42283,31.14511,121.421753,31.145002,10,604,694,1
431,3,121.42292,31.21482,121.423691,31.211451,1,563,653,1
432,46,121.42299,31.18935,121.428719,31.184631,1,425,515,1
433,46,121.42299,31.18935,121.420395,31.192408,3,408,498,1
