Unnamed: 0,Site_id,Lng_site,Lat_site,Lng_spot,Lat_spot,Num,kcenter
82,3,121.426934331,31.2204232142,121.436729,31.217978,13,1
83,3,121.426934331,31.2204232142,121.422531,31.216917,82,1
84,3,121.426934331,31.2204232142,121.430954,31.211748,82,1
85,3,121.426934331,31.2204232142,121.421577,31.224703,64,1
86,3,121.426934331,31.2204232142,121.438576,31.205729,62,1
87,3,121.426934331,31.2204232142,121.434196,31.219395,74,1
88,3,121.426934331,31.2204232142,121.423691,31.211451,50,1
89,3,121.426934331,31.2204232142,121.421837,31.228033,99,1
90,3,121.426934331,31.2204232142,121.434021,31.215469,43,1
91,3,121.426934331,31.2204232142,121.445206,31.21048,44,1
92,3,121.426934331,31.2204232142,121.428734,31.2281,84,1
93,3,121.426934331,31.2204232142,121.431099,31.219187,84,1
94,3,121.426934331,31.2204232142,121.429741,31.210205,81,1
95,3,121.426934331,31.2204232142,121.426956,31.223059,59,1
96,3,121.426934331,31.2204232142,121.416206,31.214172,25,1
97,3,121.426934331,31.2204232142,121.436073,31.226637,83,1
98,3,121.426934331,31.2204232142,121.423958,31.221516,91,1
99,3,121.426934331,31.2204232142,121.436462,31.209269,39,1
100,3,121.426934331,31.2204232142,121.417595,31.217215,60,1
101,3,121.426934331,31.2204232142,121.43528,31.223562,5,1
102,3,121.426934331,31.2204232142,121.430901,31.208529,54,1
103,3,121.426934331,31.2204232142,121.427811,31.210625,61,1
104,3,121.426934331,31.2204232142,121.424797,31.209454,76,1
105,3,121.426934331,31.2204232142,121.42894,31.217686,67,1
106,3,121.426934331,31.2204232142,121.420052,31.212509,90,1
107,3,121.426934331,31.2204232142,121.447205,31.212269,74,1
108,3,121.426934331,31.2204232142,121.44294,31.219273,79,1
109,3,121.426934331,31.2204232142,121.42569,31.225275,23,1
110,3,121.426934331,31.2204232142,121.438393,31.215305,91,1
111,3,121.426934331,31.2204232142,121.434952,31.213032,65,1
112,3,121.426934331,31.2204232142,121.430641,31.229261,73,1
113,3,121.426934331,31.2204232142,121.425789,31.219893,56,1
114,3,121.426934331,31.2204232142,121.432068,31.216797,98,1
115,3,121.426934331,31.2204232142,121.442757,31.206957,73,1
116,3,121.426934331,31.2204232142,121.420357,31.215399,90,1
117,3,121.426934331,31.2204232142,121.447075,31.215321,21,1
118,3,121.426934331,31.2204232142,121.438354,31.221649,63,1
119,3,121.426934331,31.2204232142,121.420021,31.218647,80,1
120,3,121.426934331,31.2204232142,121.439613,31.218126,54,1
121,3,121.426934331,31.2204232142,121.442749,31.211224,39,1
122,3,121.426934331,31.2204232142,121.43222,31.21471,84,1
123,3,121.426934331,31.2204232142,121.425255,31.214262,57,1
124,3,121.426934331,31.2204232142,121.44178,31.21476,57,1
125,3,121.426934331,31.2204232142,121.432838,31.226671,93,1
126,3,121.426934331,31.2204232142,121.432884,31.209202,64,1
127,3,121.426934331,31.2204232142,121.444565,31.214291,61,1
128,3,121.426934331,31.2204232142,121.424385,31.217039,87,1
129,3,121.426934331,31.2204232142,121.434456,31.206591,34,1
130,3,121.426934331,31.2204232142,121.421867,31.213337,97,1
131,3,121.426934331,31.2204232142,121.439514,31.210012,32,1
132,4,121.492507,31.234015,121.513252,31.240541,58,1
133,4,121.492507,31.234015,121.503548,31.232998,13,1
134,4,121.492507,31.234015,121.489342,31.231512,49,1
135,4,121.492507,31.234015,121.505394,31.24254,50,1
136,4,121.492507,31.234015,121.48999,31.237141,53,1
137,4,121.492507,31.234015,121.513199,31.236773,69,1
138,4,121.492507,31.234015,121.499146,31.236729,39,1
139,4,121.492507,31.234015,121.508377,31.234322,7,1
140,4,121.492507,31.234015,121.503059,31.239458,59,1
141,4,121.492507,31.234015,121.508293,31.240652,85,1
142,4,121.492507,31.234015,121.487122,31.230087,55,1
143,4,121.492507,31.234015,121.495338,31.226028,51,1
144,4,121.492507,31.234015,121.486832,31.233156,90,1
145,4,121.492507,31.234015,121.500443,31.234045,69,1
146,4,121.492507,31.234015,121.487709,31.224104,90,1
147,4,121.492507,31.234015,121.491158,31.228849,93,1
148,4,121.492507,31.234015,121.506042,31.234646,85,1
149,4,121.492507,31.234015,121.50103,31.236509,97,1
150,4,121.492507,31.234015,121.506447,31.241705,85,1
151,4,121.492507,31.234015,121.505653,31.230299,61,1
152,4,121.492507,31.234015,121.509392,31.238777,50,1
153,4,121.492507,31.234015,121.488007,31.236628,22,1
154,4,121.492507,31.234015,121.488907,31.227819,71,1
155,4,121.492507,31.234015,121.503571,31.241098,6,1
156,4,121.492507,31.234015,121.492783,31.231453,71,1
157,4,121.492507,31.234015,121.510941,31.236071,9,1
158,4,121.492507,31.234015,121.497452,31.240267,27,1
159,4,121.492507,31.234015,121.489807,31.233564,85,1
160,4,121.492507,31.234015,121.491585,31.225876,59,1
161,5,121.358764748,31.1422181769,121.361343,31.135242,35,1
162,5,121.358764748,31.1422181769,121.34623,31.139038,28,1
163,5,121.358764748,31.1422181769,121.363564,31.156782,74,1
164,5,121.358764748,31.1422181769,121.351318,31.14819,66,1
165,5,121.358764748,31.1422181769,121.351509,31.152704,51,1
166,5,121.358764748,31.1422181769,121.358658,31.142,46,1
167,5,121.358764748,31.1422181769,121.365067,31.142057,53,1
168,5,121.358764748,31.1422181769,121.347351,31.156475,62,1
169,5,121.358764748,31.1422181769,121.354134,31.150824,51,1
170,5,121.358764748,31.1422181769,121.367805,31.13485,42,1
171,5,121.358764748,31.1422181769,121.363892,31.149334,51,1
172,5,121.358764748,31.1422181769,121.356842,31.136885,85,1
173,5,121.358764748,31.1422181769,121.346657,31.143991,67,1
174,5,121.358764748,31.1422181769,121.358383,31.155651,43,1
175,5,121.358764748,31.1422181769,121.34993,31.159229,87,1
176,5,121.358764748,31.1422181769,121.352737,31.144039,55,1
177,5,121.358764748,31.1422181769,121.372993,31.133509,54,1
178,5,121.358764748,31.1422181769,121.348976,31.152355,64,1
179,5,121.358764748,31.1422181769,121.34581,31.154413,89,1
180,5,121.358764748,31.1422181769,121.351974,31.1378,52,1
181,5,121.358764748,31.1422181769,121.368004,31.149635,17,1
182,5,121.358764748,31.1422181769,121.348129,31.146547,52,1
183,5,121.358764748,31.1422181769,121.365074,31.153845,44,1
184,5,121.358764748,31.1422181769,121.363602,31.145262,67,1
185,5,121.358764748,31.1422181769,121.348907,31.133638,81,1
186,5,121.358764748,31.1422181769,121.355927,31.145021,50,1
187,5,121.358764748,31.1422181769,121.349022,31.140797,47,1
188,5,121.358764748,31.1422181769,121.356361,31.147305,73,1
189,5,121.358764748,31.1422181769,121.361641,31.151615,49,1
190,5,121.358764748,31.1422181769,121.345879,31.141001,94,1
191,5,121.358764748,31.1422181769,121.365631,31.1367,28,1
192,5,121.358764748,31.1422181769,121.347206,31.137625,69,1
193,5,121.358764748,31.1422181769,121.344437,31.136183,74,1
194,5,121.358764748,31.1422181769,121.353874,31.154699,73,1
195,5,121.358764748,31.1422181769,121.361122,31.138577,64,1
196,5,121.358764748,31.1422181769,121.367836,31.139616,29,1
197,5,121.358764748,31.1422181769,121.344223,31.146261,38,1
198,5,121.358764748,31.1422181769,121.344917,31.149849,71,1
199,5,121.358764748,31.1422181769,121.364067,31.135605,34,1
200,5,121.358764748,31.1422181769,121.355797,31.140852,64,1
201,5,121.358764748,31.1422181769,121.343407,31.139355,21,1
202,5,121.358764748,31.1422181769,121.357002,31.151457,49,1
203,6,121.521952,31.095357,121.521027,31.090162,58,1
204,6,121.521952,31.095357,121.538063,31.050018,37,1
205,6,121.521952,31.095357,121.519409,31.129824,46,1
206,6,121.521952,31.095357,121.519012,31.072128,21,1
207,6,121.521952,31.095357,121.512337,31.083733,68,1
208,6,121.521952,31.095357,121.507721,31.096563,70,1
209,6,121.521952,31.095357,121.509178,31.123415,77,1
210,6,121.521952,31.095357,121.537125,31.100449,33,1
211,6,121.521952,31.095357,121.529945,31.065496,29,1
212,6,121.521952,31.095357,121.494041,31.094179,66,1
213,6,121.521952,31.095357,121.537842,31.05999,70,1
214,6,121.521952,31.095357,121.512856,31.105974,37,1
215,6,121.521952,31.095357,121.506775,31.073277,37,1
216,6,121.521952,31.095357,121.526512,31.079374,70,1
217,6,121.521952,31.095357,121.543015,31.039825,71,1
218,6,121.521952,31.095357,121.506172,31.088524,55,1
219,6,121.521952,31.095357,121.515198,31.126295,63,1
220,6,121.521952,31.095357,121.532417,31.041718,49,1
221,6,121.521952,31.095357,121.548576,31.073832,23,1
222,6,121.521952,31.095357,121.517624,31.108866,66,1
223,6,121.521952,31.095357,121.499184,31.101351,73,1
224,6,121.521952,31.095357,121.504074,31.122234,39,1
225,6,121.521952,31.095357,121.513702,31.064671,28,1
226,6,121.521952,31.095357,121.530365,31.1122,17,1
227,6,121.521952,31.095357,121.516762,31.077129,80,1
228,6,121.521952,31.095357,121.543854,31.08876,18,1
229,6,121.521952,31.095357,121.501678,31.078064,64,1
230,6,121.521952,31.095357,121.502724,31.074997,81,1
231,6,121.521952,31.095357,121.542442,31.044203,47,1
232,6,121.521952,31.095357,121.5075,31.106445,12,1
233,6,121.521952,31.095357,121.531769,31.098288,53,1
234,6,121.521952,31.095357,121.523544,31.067041,99,1
235,6,121.521952,31.095357,121.512077,31.075876,39,1
236,6,121.521952,31.095357,121.518456,31.084988,27,1
237,6,121.521952,31.095357,121.527138,31.119118,14,1
238,6,121.521952,31.095357,121.534096,31.053249,45,1
239,6,121.521952,31.095357,121.534531,31.029768,15,1
240,6,121.521952,31.095357,121.512794,31.1283,25,1
241,6,121.521952,31.095357,121.526009,31.091652,50,1
242,6,121.521952,31.095357,121.496727,31.085911,24,1
243,6,121.521952,31.095357,121.490982,31.096424,37,1
244,6,121.521952,31.095357,121.540504,31.062765,44,1
245,6,121.521952,31.095357,121.51899,31.048925,11,1
246,6,121.521952,31.095357,121.541466,31.026917,14,1
247,6,121.521952,31.095357,121.52478,31.124655,26,1
248,6,121.521952,31.095357,121.535187,31.068512,20,1
249,6,121.521952,31.095357,121.531876,31.047171,79,1
250,6,121.521952,31.095357,121.517181,31.101191,40,1
251,6,121.521952,31.095357,121.533058,31.060904,43,1
252,6,121.521952,31.095357,121.487206,31.09281,25,1
253,6,121.521952,31.095357,121.525276,31.062939,26,1
254,6,121.521952,31.095357,121.532677,31.104141,57,1
255,6,121.521952,31.095357,121.523903,31.075306,23,1
256,6,121.521952,31.095357,121.517914,31.093454,23,1
257,6,121.521952,31.095357,121.545967,31.040337,55,1
258,6,121.521952,31.095357,121.536179,31.038429,37,1
259,6,121.521952,31.095357,121.530502,31.057562,33,1
260,6,121.521952,31.095357,121.541092,31.056629,38,1
261,6,121.521952,31.095357,121.538567,31.047165,55,1
262,6,121.521952,31.095357,121.531921,31.089504,20,1
263,6,121.521952,31.095357,121.493752,31.101376,31,1
264,6,121.521952,31.095357,121.537193,31.053881,74,1
265,6,121.521952,31.095357,121.535133,31.063023,18,1
266,6,121.521952,31.095357,121.54525,31.049999,26,1
267,6,121.521952,31.095357,121.537758,31.108519,19,1
268,6,121.521952,31.095357,121.506622,31.117001,23,1
269,6,121.521952,31.095357,121.522209,31.085335,32,1
270,6,121.521952,31.095357,121.505608,31.068171,44,1
271,6,121.521952,31.095357,121.514206,31.060946,48,1
272,6,121.521952,31.095357,121.535461,31.043018,52,1
273,6,121.521952,31.095357,121.522575,31.109295,35,1
274,6,121.521952,31.095357,121.50695,31.076843,47,1
275,6,121.521952,31.095357,121.499023,31.089365,33,1
276,6,121.521952,31.095357,121.515411,31.131132,32,1
277,6,121.521952,31.095357,121.500412,31.081753,58,1
278,6,121.521952,31.095357,121.525421,31.06925,58,1
279,6,121.521952,31.095357,121.521858,31.07959,26,1
280,6,121.521952,31.095357,121.516899,31.117779,20,1
281,6,121.521952,31.095357,121.544174,31.065458,37,1
282,6,121.521952,31.095357,121.504318,31.095917,26,1
283,6,121.521952,31.095357,121.505989,31.082048,24,1
284,6,121.521952,31.095357,121.539749,31.07655,9,1
285,6,121.521952,31.095357,121.539116,31.044176,61,1
286,6,121.521952,31.095357,121.508957,31.086882,14,1
287,6,121.521952,31.095357,121.505699,31.080214,32,1
288,6,121.521952,31.095357,121.50032,31.094439,40,1
289,6,121.521952,31.095357,121.502525,31.118332,27,1
290,6,121.521952,31.095357,121.507828,31.12764,39,1
291,6,121.521952,31.095357,121.530609,31.035639,17,1
292,6,121.521952,31.095357,121.54512,31.044601,56,1
293,6,121.521952,31.095357,121.521233,31.066986,46,1
294,6,121.521952,31.095357,121.512337,31.089207,43,1
295,6,121.521952,31.095357,121.489899,31.092297,38,1
296,6,121.521952,31.095357,121.500793,31.120045,37,1
297,6,121.521952,31.095357,121.539192,31.04064,38,1
298,6,121.521952,31.095357,121.535446,31.045975,56,1
299,6,121.521952,31.095357,121.520264,31.12603,69,1
300,6,121.521952,31.095357,121.520401,31.076916,56,1
301,6,121.521952,31.095357,121.527946,31.06032,31,1
302,6,121.521952,31.095357,121.495918,31.105007,34,1
303,6,121.521952,31.095357,121.527321,31.066259,25,1
304,6,121.521952,31.095357,121.513176,31.070627,26,1
305,6,121.521952,31.095357,121.520088,31.06167,23,1
306,6,121.521952,31.095357,121.529617,31.083494,11,1
307,6,121.521952,31.095357,121.494003,31.097322,23,1
308,6,121.521952,31.095357,121.533493,31.066566,34,1
309,6,121.521952,31.095357,121.505875,31.110609,8,1
310,7,121.640596,31.245883,121.65464,31.265453,60,1
311,7,121.640596,31.245883,121.62635,31.253765,37,1
312,7,121.640596,31.245883,121.66114,31.237276,54,1
313,7,121.640596,31.245883,121.60881,31.24576,39,1
314,7,121.640596,31.245883,121.671082,31.263731,39,1
315,7,121.640596,31.245883,121.631195,31.240583,30,1
316,7,121.640596,31.245883,121.611008,31.263626,45,1
317,7,121.640596,31.245883,121.638573,31.263042,21,1
318,7,121.640596,31.245883,121.63224,31.272547,36,1
319,7,121.640596,31.245883,121.621063,31.263172,58,1
320,7,121.640596,31.245883,121.60392,31.239882,48,1
321,7,121.640596,31.245883,121.663254,31.275299,50,1
322,7,121.640596,31.245883,121.651573,31.270519,26,1
323,7,121.640596,31.245883,121.612259,31.254723,78,1
324,7,121.640596,31.245883,121.672066,31.235218,96,1
325,7,121.640596,31.245883,121.65873,31.266798,26,1
326,7,121.640596,31.245883,121.655624,31.232534,41,1
327,7,121.640596,31.245883,121.648438,31.26169,12,1
328,7,121.640596,31.245883,121.654152,31.276506,30,1
329,7,121.640596,31.245883,121.669922,31.246155,64,1
330,7,121.640596,31.245883,121.622375,31.243507,57,1
331,7,121.640596,31.245883,121.664078,31.23765,19,1
332,7,121.640596,31.245883,121.618248,31.249617,56,1
333,7,121.640596,31.245883,121.63018,31.261215,42,1
334,7,121.640596,31.245883,121.662079,31.255831,12,1
335,7,121.640596,31.245883,121.627533,31.248039,77,1
336,7,121.640596,31.245883,121.651245,31.264698,23,1
337,7,121.640596,31.245883,121.677132,31.241106,32,1
338,7,121.640596,31.245883,121.65847,31.274601,96,1
339,7,121.640596,31.245883,121.66684,31.27944,71,1
340,7,121.640596,31.245883,121.640038,31.272312,15,1
341,7,121.640596,31.245883,121.636963,31.241657,29,1
342,7,121.640596,31.245883,121.616631,31.245203,21,1
343,7,121.640596,31.245883,121.647217,31.273314,37,1
344,7,121.640596,31.245883,121.632378,31.253658,25,1
345,7,121.640596,31.245883,121.669579,31.239031,14,1
346,7,121.640596,31.245883,121.615334,31.267572,37,1
347,7,121.640596,31.245883,121.617226,31.253885,92,1
348,7,121.640596,31.245883,121.674042,31.247709,71,1
349,7,121.640596,31.245883,121.629501,31.224354,24,1
350,7,121.640596,31.245883,121.612099,31.248463,57,1
351,7,121.640596,31.245883,121.652405,31.254185,25,1
352,7,121.640596,31.245883,121.659805,31.281931,19,1
353,7,121.640596,31.245883,121.627403,31.240355,61,1
354,7,121.640596,31.245883,121.665558,31.269915,42,1
355,7,121.640596,31.245883,121.622696,31.259951,99,1
356,7,121.640596,31.245883,121.656609,31.261227,47,1
357,7,121.640596,31.245883,121.660431,31.245436,7,1
358,7,121.640596,31.245883,121.654205,31.272615,53,1
359,7,121.640596,31.245883,121.60955,31.253593,77,1
360,7,121.640596,31.245883,121.635086,31.266846,24,1
361,7,121.640596,31.245883,121.624245,31.233967,5,1
362,7,121.640596,31.245883,121.677467,31.243507,60,1
363,7,121.640596,31.245883,121.614265,31.264969,45,1
364,7,121.640596,31.245883,121.607162,31.241991,74,1
365,7,121.640596,31.245883,121.662071,31.260687,10,1
366,7,121.640596,31.245883,121.66703,31.238247,55,1
367,7,121.640596,31.245883,121.605072,31.248783,30,1
368,7,121.640596,31.245883,121.611259,31.261526,22,1
369,7,121.640596,31.245883,121.632233,31.245733,29,1
370,7,121.640596,31.245883,121.64785,31.246521,10,1
371,7,121.640596,31.245883,121.629875,31.257536,34,1
372,7,121.640596,31.245883,121.619713,31.254416,43,1
373,7,121.640596,31.245883,121.627693,31.270208,33,1
374,7,121.640596,31.245883,121.612968,31.235638,7,1
375,7,121.640596,31.245883,121.622589,31.248123,23,1
376,7,121.640596,31.245883,121.646278,31.232786,12,1
377,7,121.640596,31.245883,121.64975,31.278152,11,1
378,7,121.640596,31.245883,121.627213,31.264778,6,1
379,7,121.640596,31.245883,121.649101,31.271759,69,1
380,7,121.640596,31.245883,121.671761,31.24781,32,1
381,7,121.640596,31.245883,121.64061,31.237595,24,1
382,7,121.640596,31.245883,121.624153,31.250584,24,1
383,7,121.640596,31.245883,121.655296,31.240858,34,1
384,7,121.640596,31.245883,121.611252,31.266132,44,1
385,7,121.640596,31.245883,121.610336,31.257423,56,1
386,7,121.640596,31.245883,121.622314,31.264938,13,1
387,7,121.640596,31.245883,121.651764,31.273462,47,1
388,7,121.640596,31.245883,121.630493,31.266344,16,1
389,7,121.640596,31.245883,121.614159,31.255341,98,1
390,7,121.640596,31.245883,121.657318,31.251492,8,1
391,7,121.640596,31.245883,121.612457,31.243395,21,1
392,7,121.640596,31.245883,121.672981,31.255247,14,1
393,7,121.640596,31.245883,121.661209,31.279243,22,1
394,7,121.640596,31.245883,121.606331,31.251595,18,1
395,7,121.640596,31.245883,121.613785,31.258745,17,1
396,7,121.640596,31.245883,121.6465,31.264307,12,1
397,7,121.640596,31.245883,121.667328,31.275404,56,1
398,7,121.640596,31.245883,121.634666,31.263102,38,1
399,7,121.640596,31.245883,121.619499,31.262758,28,1
400,7,121.640596,31.245883,121.623398,31.254217,42,1
401,7,121.640596,31.245883,121.654434,31.26907,43,1
402,8,121.747634,31.17355,121.736885,31.156372,19,1
403,8,121.747634,31.17355,121.780548,31.108902,30,1
404,8,121.747634,31.17355,121.784576,31.173536,19,1
405,8,121.747634,31.17355,121.806221,31.150721,32,1
406,8,121.747634,31.17355,121.75222,31.139896,24,1
407,8,121.747634,31.17355,121.705322,31.150219,29,1
408,8,121.747634,31.17355,121.724548,31.167788,13,1
409,8,121.747634,31.17355,121.748802,31.119286,31,1
410,8,121.747634,31.17355,121.777588,31.134029,16,1
411,8,121.747634,31.17355,121.753136,31.181362,54,1
412,8,121.747634,31.17355,121.759445,31.118826,13,1
413,8,121.747634,31.17355,121.759995,31.151903,38,1
414,8,121.747634,31.17355,121.718445,31.154245,39,1
415,8,121.747634,31.17355,121.753578,31.1705,12,1
416,8,121.747634,31.17355,121.745834,31.169907,41,1
417,8,121.747634,31.17355,121.722229,31.126257,7,1
418,8,121.747634,31.17355,121.732903,31.140593,25,1
419,8,121.747634,31.17355,121.713409,31.168028,23,1
420,8,121.747634,31.17355,121.763474,31.113195,28,1
421,8,121.747634,31.17355,121.75193,31.147821,25,1
422,8,121.747634,31.17355,121.768311,31.139244,57,1
423,8,121.747634,31.17355,121.688721,31.140375,15,1
424,8,121.747634,31.17355,121.794395,31.163921,25,1
425,8,121.747634,31.17355,121.775002,31.163082,17,1
426,8,121.747634,31.17355,121.713562,31.160755,46,1
427,8,121.747634,31.17355,121.693237,31.163235,15,1
428,8,121.747634,31.17355,121.76516,31.125891,14,1
429,8,121.747634,31.17355,121.758163,31.125214,15,1
430,8,121.747634,31.17355,121.737961,31.167942,20,1
431,8,121.747634,31.17355,121.762001,31.108574,26,1
432,8,121.747634,31.17355,121.750839,31.107449,21,1
433,8,121.747634,31.17355,121.729546,31.109934,6,1
434,8,121.747634,31.17355,121.710884,31.138567,10,1
435,8,121.747634,31.17355,121.766525,31.118999,32,1
436,8,121.747634,31.17355,121.791336,31.125465,5,1
437,8,121.747634,31.17355,121.756477,31.149551,46,1
438,8,121.747634,31.17355,121.764999,31.170858,8,1
439,8,121.747634,31.17355,121.711845,31.118689,18,1
440,8,121.747634,31.17355,121.724495,31.155384,24,1
441,8,121.747634,31.17355,121.765717,31.181372,11,1
442,8,121.747634,31.17355,121.74382,31.105373,6,1
443,8,121.747634,31.17355,121.706192,31.167992,31,1
444,8,121.747634,31.17355,121.713478,31.155258,38,1
445,8,121.747634,31.17355,121.693275,31.133125,4,1
446,8,121.747634,31.17355,121.753273,31.156799,15,1
447,8,121.747634,31.17355,121.742775,31.128635,8,1
448,8,121.747634,31.17355,121.692169,31.145447,24,1
449,8,121.747634,31.17355,121.766632,31.113001,38,1
450,8,121.747634,31.17355,121.757523,31.114956,31,1
451,8,121.747634,31.17355,121.770828,31.11372,8,1
452,8,121.747634,31.17355,121.76255,31.13456,9,1
453,8,121.747634,31.17355,121.740898,31.113277,11,1
454,8,121.747634,31.17355,121.779999,31.133137,51,1
455,8,121.747634,31.17355,121.771324,31.149094,12,1
456,8,121.747634,31.17355,121.765327,31.10158,7,1
457,8,121.747634,31.17355,121.759682,31.141077,27,1
458,8,121.747634,31.17355,121.744011,31.148745,32,1
459,8,121.747634,31.17355,121.754929,31.176739,43,1
460,8,121.747634,31.17355,121.760185,31.102764,84,1
461,8,121.747634,31.17355,121.775246,31.177504,13,1
462,8,121.747634,31.17355,121.802567,31.149635,73,1
463,8,121.747634,31.17355,121.708939,31.154087,16,1
464,8,121.747634,31.17355,121.798721,31.161821,22,1
465,8,121.747634,31.17355,121.759605,31.161285,12,1
466,8,121.747634,31.17355,121.748787,31.141691,34,1
467,8,121.747634,31.17355,121.747963,31.180954,41,1
468,8,121.747634,31.17355,121.768394,31.109896,19,1
469,8,121.747634,31.17355,121.743065,31.161867,7,1
470,8,121.747634,31.17355,121.769173,31.128017,21,1
471,8,121.747634,31.17355,121.71302,31.151291,26,1
472,8,121.747634,31.17355,121.698845,31.159796,10,1
473,8,121.747634,31.17355,121.758339,31.108715,30,1
474,8,121.747634,31.17355,121.743095,31.173922,36,1
475,8,121.747634,31.17355,121.745247,31.12229,10,1
476,8,121.747634,31.17355,121.691071,31.155039,11,1
477,8,121.747634,31.17355,121.718254,31.169054,15,1
478,8,121.747634,31.17355,121.721474,31.120466,17,1
479,8,121.747634,31.17355,121.773468,31.127146,14,1
