,Shop_id,shop_class,Lng_shop,Lat_shop,Lng_spot,Lat_spot,Num,start_time,end_time
62,16,116,121.19868,31.04957,120.875702,31.119118,4,404,494
63,16,116,121.19868,31.04957,121.39743,31.206272,1,509,599
64,16,116,121.19868,31.04957,121.229614,31.832016,2,542,632
65,16,116,121.19868,31.04957,121.209389,31.050249,2,386,476
66,16,116,121.19868,31.04957,121.209389,31.050249,1,623,713
67,16,116,121.19868,31.04957,121.199493,31.050938,4,248,338
68,16,116,121.19868,31.04957,121.199493,31.050938,6,284,374
69,16,116,121.19868,31.04957,121.199493,31.050938,1,335,425
70,16,116,121.19868,31.04957,121.199493,31.050938,14,493,583
71,16,116,121.19868,31.04957,121.199493,31.050938,2,549,639
72,16,116,121.19868,31.04957,121.199493,31.050938,2,597,687
73,16,116,121.19868,31.04957,121.187263,31.05117,1,521,611
74,16,116,121.19868,31.04957,121.299438,31.433102,1,232,322
75,16,116,121.19868,31.04957,121.217018,31.049732,1,221,311
76,16,116,121.19868,31.04957,121.217018,31.049732,2,269,359
77,16,116,121.19868,31.04957,121.217018,31.049732,1,329,419
78,16,116,121.19868,31.04957,121.217018,31.049732,13,427,517
79,16,116,121.19868,31.04957,121.217018,31.049732,1,458,548
80,16,116,121.19868,31.04957,121.217018,31.049732,3,567,657
81,16,116,121.19868,31.04957,121.217018,31.049732,1,602,692
82,16,116,121.19868,31.04957,121.218231,31.046228,5,545,635
83,16,116,121.19868,31.04957,121.198265,31.045639,1,249,339
84,16,116,121.19868,31.04957,121.198265,31.045639,1,372,462
85,16,116,121.19868,31.04957,121.198265,31.045639,1,501,591
86,16,116,121.19868,31.04957,121.1959,31.050434,2,252,342
87,16,116,121.19868,31.04957,121.1959,31.050434,2,299,389
88,16,116,121.19868,31.04957,121.1959,31.050434,1,433,523
89,16,116,121.19868,31.04957,121.1959,31.050434,1,547,637
90,16,116,121.19868,31.04957,121.1959,31.050434,3,610,700
91,16,116,121.19868,31.04957,121.197929,31.050875,1,218,308
92,16,116,121.19868,31.04957,121.197929,31.050875,3,265,355
93,16,116,121.19868,31.04957,121.197929,31.050875,2,310,400
94,16,116,121.19868,31.04957,121.202805,31.050377,1,212,302
95,16,116,121.19868,31.04957,121.202805,31.050377,5,303,393
96,16,116,121.19868,31.04957,121.202805,31.050377,6,468,558
97,16,116,121.19868,31.04957,121.21508,31.050501,1,248,338
98,16,116,121.19868,31.04957,121.21508,31.050501,1,539,629
99,16,116,121.19868,31.04957,121.223541,31.03047,2,282,372
100,16,116,121.19868,31.04957,121.2873,30.695353,1,275,365
101,16,116,121.19868,31.04957,121.205635,31.057669,1,211,301
102,16,116,121.19868,31.04957,121.228607,31.006319,1,601,691
103,17,116,121.19943,31.04968,121.229424,31.057896,1,230,320
104,17,116,121.19943,31.04968,121.199493,31.050938,1,281,371
105,17,116,121.19943,31.04968,121.199493,31.050938,1,543,633
106,17,116,121.19943,31.04968,121.187263,31.05117,2,252,342
107,17,116,121.19943,31.04968,121.217018,31.049732,2,268,358
108,17,116,121.19943,31.04968,121.1959,31.050434,1,296,386
109,17,116,121.19943,31.04968,121.202805,31.050377,1,595,685
110,18,116,121.19945,31.0497,121.229614,31.832016,1,472,562
111,18,116,121.19945,31.0497,121.199493,31.050938,1,236,326
112,18,116,121.19945,31.0497,121.199493,31.050938,1,563,653
113,18,116,121.19945,31.0497,121.217018,31.049732,1,317,407
114,18,116,121.19945,31.0497,121.218231,31.046228,1,580,670
115,18,116,121.19945,31.0497,121.1959,31.050434,1,311,401
116,18,116,121.19945,31.0497,121.1959,31.050434,1,623,713
117,18,116,121.19945,31.0497,121.197929,31.050875,1,597,687
118,19,116,121.19951,31.0494,121.217018,31.049732,3,434,524
119,20,116,121.1997,31.04956,121.199493,31.050938,3,454,544
120,20,116,121.1997,31.04956,121.202805,31.050377,3,571,661
121,21,116,121.19971,31.04985,121.204124,31.050911,2,245,335
122,21,116,121.19971,31.04985,121.204124,31.050911,3,603,693
123,21,116,121.19971,31.04985,121.544319,31.283875,1,228,318
124,21,116,121.19971,31.04985,120.875702,31.119118,2,534,624
125,21,116,121.19971,31.04985,121.211632,31.059235,1,228,318
126,21,116,121.19971,31.04985,121.211632,31.059235,3,589,679
127,21,116,121.19971,31.04985,121.218597,31.055817,3,599,689
128,21,116,121.19971,31.04985,121.229614,31.832016,1,247,337
129,21,116,121.19971,31.04985,121.209389,31.050249,1,508,598
130,21,116,121.19971,31.04985,121.199493,31.050938,2,222,312
131,21,116,121.19971,31.04985,121.199493,31.050938,5,285,375
132,21,116,121.19971,31.04985,121.199493,31.050938,2,393,483
133,21,116,121.19971,31.04985,121.199493,31.050938,1,483,573
134,21,116,121.19971,31.04985,121.199493,31.050938,1,536,626
135,21,116,121.19971,31.04985,121.197113,31.054916,1,348,438
136,21,116,121.19971,31.04985,121.299438,31.433102,3,215,305
137,21,116,121.19971,31.04985,121.299438,31.433102,1,371,461
138,21,116,121.19971,31.04985,121.217018,31.049732,1,236,326
139,21,116,121.19971,31.04985,121.217018,31.049732,1,316,406
140,21,116,121.19971,31.04985,121.217018,31.049732,1,605,695
141,21,116,121.19971,31.04985,121.1959,31.050434,1,508,598
142,21,116,121.19971,31.04985,121.202805,31.050377,1,495,585
143,21,116,121.19971,31.04985,121.001007,30.836681,1,256,346
144,21,116,121.19971,31.04985,121.265106,31.017986,1,252,342
145,21,116,121.19971,31.04985,121.208687,31.054615,1,327,417
146,21,116,121.19971,31.04985,121.2873,30.695353,1,251,341
147,21,116,121.19971,31.04985,121.2873,30.695353,2,570,660
148,21,116,121.19971,31.04985,121.205635,31.057669,1,466,556
149,22,116,121.19988,31.05158,121.199493,31.050938,1,218,308
150,22,116,121.19988,31.05158,121.197929,31.050875,6,343,433
151,23,116,121.20014,31.05208,121.001007,30.836681,1,270,360
152,24,116,121.20035,31.05107,121.1959,31.050434,1,425,515
153,25,116,121.2004,31.04909,121.199493,31.050938,1,235,325
154,25,116,121.2004,31.04909,121.187263,31.05117,1,614,704
155,25,116,121.2004,31.04909,121.19046,31.051914,1,218,308
156,26,116,121.20042,31.0517,121.218597,31.055817,1,295,385
157,26,116,121.20042,31.0517,121.199493,31.050938,1,459,549
158,26,116,121.20042,31.0517,121.299438,31.433102,1,237,327
159,26,116,121.20042,31.0517,121.202805,31.050377,1,218,308
160,26,116,121.20042,31.0517,121.001007,30.836681,1,250,340
161,26,116,121.20042,31.0517,121.19046,31.051914,1,219,309
162,27,116,121.20048,31.04954,121.197189,31.779171,2,462,552
163,28,116,121.20054,31.04952,121.199493,31.050938,1,534,624
164,28,116,121.20054,31.04952,121.1959,31.050434,2,217,307
165,28,116,121.20054,31.04952,121.567444,31.725246,2,262,352
166,28,116,121.20054,31.04952,121.001007,30.836681,6,295,385
167,30,116,121.20062,31.0497,121.229614,31.832016,3,310,400
168,30,116,121.20062,31.0497,121.1959,31.050434,1,525,615
169,30,116,121.20062,31.0497,121.205635,31.057669,1,511,601
170,33,116,121.20081,31.04038,121.299438,31.433102,2,223,313
171,36,116,121.20154,31.04963,121.1894,31.053415,2,222,312
172,37,116,121.20169,31.05123,121.202805,31.050377,2,211,301
173,37,116,121.20169,31.05123,121.202805,31.050377,1,441,531
174,38,116,121.20173,31.05006,121.202805,31.050377,1,220,310
175,39,116,121.20251,31.04982,121.229614,31.832016,1,262,352
176,39,116,121.20251,31.04982,121.199493,31.050938,1,416,506
177,39,116,121.20251,31.04982,121.217018,31.049732,1,600,690
178,39,116,121.20251,31.04982,121.205635,31.057669,1,450,540
179,40,116,121.20252,31.04941,121.209389,31.050249,1,491,581
180,40,116,121.20252,31.04941,121.567444,31.725246,1,468,558
181,43,116,121.20314,31.04951,121.544319,31.283875,2,580,670
182,43,116,121.20314,31.04951,121.211632,31.059235,1,222,312
183,43,116,121.20314,31.04951,121.209389,31.050249,2,214,304
184,43,116,121.20314,31.04951,121.197929,31.050875,2,449,539
185,43,116,121.20314,31.04951,121.202805,31.050377,1,425,515
186,43,116,121.20314,31.04951,121.19046,31.051914,2,360,450
187,45,116,121.20338,31.05147,121.275291,31.110199,2,475,565
188,45,116,121.20338,31.05147,121.211632,31.059235,3,228,318
189,45,116,121.20338,31.05147,121.39743,31.206272,1,238,328
190,45,116,121.20338,31.05147,121.299438,31.433102,1,309,399
191,45,116,121.20338,31.05147,121.21508,31.050501,1,377,467
192,45,116,121.20338,31.05147,121.001007,30.836681,2,497,587
193,47,116,121.20346,31.0494,121.217018,31.049732,1,375,465
194,48,116,121.20355,31.0496,121.211632,31.059235,1,257,347
195,48,116,121.20355,31.0496,121.202805,31.050377,2,366,456
196,50,116,121.20362,31.04989,121.211632,31.059235,1,451,541
197,50,116,121.20362,31.04989,121.218231,31.046228,5,437,527
198,50,116,121.20362,31.04989,121.202805,31.050377,1,497,587
199,52,116,121.20374,31.04933,121.202805,31.050377,1,352,442
200,54,116,121.20435,31.04987,121.198265,31.045639,2,477,567
201,54,116,121.20435,31.04987,121.001007,30.836681,11,497,587
202,54,116,121.20435,31.04987,121.2873,30.695353,3,285,375
203,56,116,121.20539,31.04976,121.229614,31.832016,1,329,419
204,59,116,121.20878,31.04958,120.875702,31.119118,1,522,612
205,59,116,121.20878,31.04958,121.472488,31.233086,1,576,666
206,61,116,121.20997,31.0494,121.218597,31.055817,1,615,705
207,61,116,121.20997,31.0494,121.199493,31.050938,1,210,300
208,62,116,121.21083,31.04189,121.229424,31.057896,2,629,719
209,64,116,121.21514,31.04986,121.197189,31.779171,1,312,402
210,64,116,121.21514,31.04986,121.211632,31.059235,1,500,590
211,64,116,121.21514,31.04986,121.211632,31.059235,1,611,701
212,64,116,121.21514,31.04986,121.218597,31.055817,1,555,645
213,64,116,121.21514,31.04986,121.218597,31.055817,2,575,665
214,64,116,121.21514,31.04986,121.001007,30.836681,2,335,425
215,65,116,121.21523,31.05095,121.211632,31.059235,2,478,568
216,66,105,121.21598,31.28769,121.216782,31.285625,1,571,661
217,68,116,121.21701,31.04957,121.211632,31.059235,2,629,719
218,69,116,121.21711,31.03825,121.214943,31.038059,1,551,641
219,73,116,121.2186,31.04959,121.218597,31.055817,2,553,643
220,73,116,121.2186,31.04959,121.220497,31.049629,1,210,300
221,74,116,121.21942,31.04942,121.226181,31.054743,16,369,459
222,75,9,121.22734,31.05438,121.229935,31.054401,1,298,388
223,77,9,121.23031,31.05501,121.230957,31.06086,6,487,577
224,78,9,121.23052,31.10895,121.230751,31.109438,8,599,689
225,82,9,121.23317,31.06296,121.235298,31.058435,2,291,381
226,83,9,121.23635,31.10705,121.252274,31.106329,1,257,347
227,84,9,121.23874,31.10803,121.231941,31.111341,3,586,676
228,85,9,121.24137,31.05876,121.24176,31.059116,2,324,414
229,85,9,121.24137,31.05876,121.001007,30.836681,4,271,361
230,86,12,121.24325,31.3668,121.235703,31.374361,3,345,435
231,86,12,121.24325,31.3668,121.249977,31.377104,3,582,672
232,86,12,121.24325,31.3668,121.246208,31.378229,2,538,628
233,88,35,121.26076,31.11676,121.263931,31.111771,1,322,412
234,90,35,121.26988,31.11459,121.26963,31.114132,2,233,323
235,91,102,121.31378,31.15121,121.291992,31.177902,6,521,611
236,92,102,121.3163,31.13522,121.294395,31.167295,4,597,687
237,93,102,121.31659,31.13394,121.31736,31.132875,1,347,437
238,95,102,121.33522,31.138,121.341637,31.144609,3,246,336
239,97,5,121.34388,31.14317,121.001007,30.836681,3,294,384
240,98,5,121.34431,31.14264,121.345879,31.141001,4,583,673
241,99,47,121.35184,31.23055,121.354271,31.231003,4,251,341
242,99,47,121.35184,31.23055,121.354271,31.231003,3,290,380
243,99,47,121.35184,31.23055,121.350121,31.232597,1,270,360
244,99,47,121.35184,31.23055,121.350121,31.232597,1,364,454
245,100,5,121.35196,31.14712,121.341637,31.144609,2,235,325
246,101,69,121.3604,31.21922,121.360916,31.219116,2,312,402
247,101,69,121.3604,31.21922,121.360916,31.219116,1,368,458
248,101,69,121.3604,31.21922,121.001007,30.836681,4,292,382
249,101,69,121.3604,31.21922,121.001007,30.836681,1,455,545
250,102,69,121.36153,31.21914,121.37674,31.209843,1,533,623
251,103,69,121.36386,31.21772,121.366463,31.228888,4,549,639
252,103,69,121.36386,31.21772,121.649162,30.945873,2,482,572
253,105,69,121.36514,31.21764,121.354271,31.231003,15,234,324
254,105,69,121.36514,31.21764,121.385681,31.221172,9,289,379
255,106,29,121.36571,31.31626,121.389198,31.310402,2,597,687
256,106,29,121.36571,31.31626,121.386459,31.311884,2,509,599
257,106,29,121.36571,31.31626,121.386475,31.314816,1,256,346
258,107,69,121.36813,31.21628,121.369911,31.201256,2,534,624
259,108,69,121.37251,31.21636,121.373734,31.217962,2,262,352
260,108,69,121.37251,31.21636,121.360016,31.204529,2,579,669
261,110,85,121.37263,31.21546,121.380829,31.222061,3,429,519
262,111,29,121.37445,31.31413,121.377289,31.315683,2,380,470
263,111,29,121.37445,31.31413,121.374817,31.313686,3,390,480
264,111,29,121.37445,31.31413,121.386475,31.314816,3,398,488
265,112,69,121.37481,31.21621,121.380272,31.217703,3,305,395
266,114,39,121.37751,31.09796,121.380829,31.102091,3,373,463
267,116,29,121.37851,31.31437,121.24929,31.379934,1,267,357
268,121,85,121.38224,31.2035,121.471733,31.229086,2,245,335
269,122,69,121.38452,31.25031,121.437286,31.237457,2,284,374
270,124,27,121.38536,31.31972,121.38887,31.316866,1,519,609
271,124,27,121.38536,31.31972,121.388962,31.308622,1,224,314
272,125,27,121.38573,31.32033,121.403183,31.327442,2,337,427
273,128,85,121.38651,31.21246,121.383453,31.212044,2,610,700
274,129,27,121.38669,31.31508,121.389198,31.310402,1,237,327
275,129,27,121.38669,31.31508,121.392387,31.315825,1,237,327
276,129,27,121.38669,31.31508,121.385361,31.319721,1,265,355
277,130,27,121.3868,31.31548,121.38887,31.316866,2,495,585
278,131,27,121.3868,31.31556,121.386459,31.311884,1,255,345
279,131,27,121.3868,31.31556,121.24929,31.379934,1,328,418
280,131,27,121.3868,31.31556,121.386475,31.314816,1,219,309
281,132,27,121.38682,31.31567,121.38887,31.316866,1,257,347
282,133,27,121.38688,31.31525,121.386475,31.314816,1,248,338
283,134,27,121.3869,31.31509,121.377289,31.315683,3,249,339
284,135,27,121.38703,31.31491,121.392387,31.315825,2,279,369
285,135,27,121.38703,31.31491,121.38887,31.316866,3,607,697
286,135,27,121.38703,31.31491,121.380165,31.314489,4,575,665
287,135,27,121.38703,31.31491,121.386475,31.314816,3,277,367
288,136,69,121.3873,31.24088,121.374069,31.23822,4,540,630
289,137,27,121.38791,31.31315,121.382401,31.310419,1,325,415
290,139,21,121.39076,31.02598,121.391479,31.024113,2,553,643
291,140,21,121.39182,31.02617,121.394096,31.029692,3,276,366
292,141,83,121.39191,31.31543,121.386459,31.311884,1,617,707
293,141,83,121.39191,31.31543,121.386475,31.314816,1,599,689
294,142,69,121.39196,31.24273,121.392418,31.242964,1,382,472
295,142,69,121.39196,31.24273,121.392418,31.242964,1,549,639
296,143,21,121.39203,31.02599,121.391479,31.024113,7,627,717
297,143,21,121.39203,31.02599,121.393478,31.024921,2,416,506
298,143,21,121.39203,31.02599,121.39653,31.025841,2,577,667
299,145,69,121.39269,31.23995,121.390381,31.239904,1,402,492
300,146,21,121.39313,31.02568,121.393478,31.024921,1,251,341
301,148,63,121.39488,31.17669,121.39167,31.176065,1,383,473
302,150,52,121.39549,31.17342,121.413635,31.249926,6,594,684
303,152,45,121.39623,31.22315,121.409691,31.229528,8,225,315
304,152,45,121.39623,31.22315,121.472488,31.233086,13,591,681
305,152,45,121.39623,31.22315,121.404106,31.213856,14,454,544
306,152,45,121.39623,31.22315,121.393364,31.224333,12,350,440
307,153,45,121.39683,31.2143,121.393501,31.212091,6,244,334
308,153,45,121.39683,31.2143,121.391876,31.210011,1,305,395
309,154,45,121.39698,31.21457,121.385941,31.216314,2,427,517
310,155,90,121.39755,31.12263,121.388672,31.122461,2,278,368
311,156,45,121.39764,31.2148,121.405228,31.216084,1,213,303
312,157,45,121.39894,31.23008,121.407043,31.229284,1,264,354
313,158,24,121.39933,31.15972,121.395172,31.154253,3,279,369
314,160,24,121.39957,31.16008,121.407806,31.172575,1,589,679
315,162,90,121.39995,31.15749,121.393997,31.166761,2,319,409
316,164,81,121.40141,31.24825,121.397522,31.258545,2,539,629
317,164,81,121.40141,31.24825,121.398521,31.246498,4,440,530
318,165,45,121.40206,31.23149,121.385338,31.237413,14,538,628
319,165,45,121.40206,31.23149,121.411148,31.227022,11,624,714
320,165,45,121.40206,31.23149,121.401039,31.233717,7,624,714
321,165,45,121.40206,31.23149,121.391968,31.230484,2,527,617
322,165,45,121.40206,31.23149,121.398956,31.229559,3,574,664
323,165,45,121.40206,31.23149,121.407043,31.229284,16,214,304
324,165,45,121.40206,31.23149,121.390564,31.234108,8,255,345
325,165,45,121.40206,31.23149,121.404182,31.243086,2,408,498
326,165,45,121.40206,31.23149,121.2873,30.695353,2,576,666
327,165,45,121.40206,31.23149,121.403183,31.232286,1,446,536
328,166,63,121.40215,31.20993,121.420021,31.218647,1,321,411
329,168,63,121.40445,31.20608,121.399902,31.202211,2,341,431
330,168,63,121.40445,31.20608,120.910721,31.019789,2,285,375
331,170,24,121.40574,31.16138,121.402458,31.15209,10,274,364
332,172,45,121.40781,31.23153,121.40345,31.228634,1,325,415
333,173,45,121.40811,31.21319,121.402596,31.210678,1,365,455
334,174,63,121.40843,31.18371,121.393333,31.194332,9,273,363
335,174,63,121.40843,31.18371,121.395973,31.187878,14,210,300
336,174,63,121.40843,31.18371,121.392502,31.181524,18,594,684
337,174,63,121.40843,31.18371,121.387886,31.186798,17,270,360
338,174,63,121.40843,31.18371,121.425659,31.183657,14,213,303
339,174,63,121.40843,31.18371,121.403328,31.183678,18,507,597
340,175,45,121.40902,31.21258,121.418152,31.220224,1,332,422
341,178,45,121.40944,31.23428,121.299438,31.433102,1,597,687
342,180,45,121.41077,31.22713,121.391968,31.230484,3,525,615
343,181,24,121.41095,31.16837,121.409088,31.17709,14,210,300
344,181,24,121.41095,31.16837,121.419998,31.176779,12,596,686
345,181,24,121.41095,31.16837,121.425247,31.166656,13,504,594
346,183,24,121.41097,31.16854,121.402695,31.169407,2,308,398
347,184,24,121.4112,31.16726,121.409088,31.17709,2,476,566
348,184,24,121.4112,31.16726,121.411491,31.171415,1,231,321
349,187,45,121.41208,31.21257,121.411942,31.213152,2,269,359
350,188,24,121.41252,31.16393,121.393005,31.159569,3,479,569
351,190,94,121.41289,31.13638,121.402382,31.138214,1,240,330
352,194,24,121.4135,31.1691,121.404396,31.164349,1,366,456
353,195,94,121.41352,31.13797,121.402084,31.14603,1,358,448
354,198,46,121.41378,31.20105,121.391228,31.20281,2,237,327
355,198,46,121.41378,31.20105,121.427811,31.210625,2,377,467
356,198,46,121.41378,31.20105,121.001007,30.836681,1,585,675
357,198,46,121.41378,31.20105,121.392616,31.197374,3,584,674
358,198,46,121.41378,31.20105,121.504677,31.278322,3,602,692
359,199,46,121.41435,31.20022,121.211632,31.059235,2,259,349
360,201,81,121.41451,31.23697,121.401039,31.233717,2,232,322
361,201,81,121.41451,31.23697,121.472488,31.233086,3,238,328
362,201,81,121.41451,31.23697,121.472488,31.233086,4,613,703
363,201,81,121.41451,31.23697,121.413109,31.237518,2,278,368
364,201,81,121.41451,31.23697,121.413002,31.23028,1,236,326
365,201,81,121.41451,31.23697,121.414314,31.236895,3,265,355
366,201,81,121.41451,31.23697,121.414314,31.236895,5,308,398
367,201,81,121.41451,31.23697,121.414314,31.236895,2,348,438
368,201,81,121.41451,31.23697,121.414314,31.236895,3,407,497
369,201,81,121.41451,31.23697,121.420807,31.234308,4,288,378
370,201,81,121.41451,31.23697,121.41996,31.231419,2,229,319
371,201,81,121.41451,31.23697,121.413124,31.227392,2,595,685
372,201,81,121.41451,31.23697,121.417732,31.236277,2,278,368
373,201,81,121.41451,31.23697,121.417603,31.240913,5,336,426
374,202,81,121.41461,31.23953,121.417603,31.240913,14,317,407
375,203,94,121.41505,31.13701,121.505013,30.831057,2,358,448
376,203,94,121.41505,31.13701,121.421753,31.145002,2,519,609
377,203,94,121.41505,31.13701,121.442055,31.141716,2,378,468
378,205,46,121.41547,31.20738,121.414398,31.206848,3,235,325
379,206,46,121.41593,31.20774,121.410713,31.198126,1,590,680
380,207,94,121.41613,31.13719,121.415794,31.136024,2,289,379
381,208,46,121.41617,31.20081,121.409821,31.189838,18,628,718
382,208,46,121.41617,31.20081,121.414398,31.206848,22,240,330
383,208,46,121.41617,31.20081,121.417358,31.202971,13,323,413
384,208,46,121.41617,31.20081,121.415138,31.198225,16,224,314
385,208,46,121.41617,31.20081,121.415138,31.198225,4,625,715
386,208,46,121.41617,31.20081,121.504677,31.278322,11,274,364
387,210,37,121.41648,31.01381,121.411812,31.01107,1,345,435
388,210,37,121.41648,31.01381,121.416763,31.013872,1,499,589
389,211,24,121.41733,31.1614,121.414864,31.159676,2,299,389
390,211,24,121.41733,31.1614,121.42012,31.161734,1,404,494
391,211,24,121.41733,31.1614,121.42012,31.161734,1,562,652
392,211,24,121.41733,31.1614,121.001007,30.836681,1,243,333
393,211,24,121.41733,31.1614,121.413597,31.163029,2,266,356
394,212,24,121.41741,31.17183,121.428719,31.184631,1,477,567
395,212,24,121.41741,31.17183,121.428963,31.172556,1,611,701
396,213,46,121.41777,31.2012,121.413193,31.187012,1,365,455
397,213,46,121.41777,31.2012,121.408867,31.200857,2,608,698
398,213,46,121.41777,31.2012,121.389397,31.168343,1,613,703
399,214,81,121.41813,31.23689,121.423958,31.221516,1,598,688
400,214,81,121.41813,31.23689,121.417732,31.236277,1,290,380
401,215,94,121.41838,31.13791,121.421753,31.145002,4,364,454
402,216,58,121.4184,31.08001,121.442963,31.088055,1,575,665
403,218,46,121.41851,31.20269,121.411942,31.213152,4,590,680
404,218,46,121.41851,31.20269,121.434021,31.215469,1,233,323
405,218,46,121.41851,31.20269,121.422905,31.199612,2,237,327
406,219,46,121.4186,31.20833,121.414398,31.206848,2,365,455
407,221,46,121.41865,31.20147,121.424324,31.193682,2,553,643
408,221,46,121.41865,31.20147,121.419998,31.189116,2,590,680
409,221,46,121.41865,31.20147,121.413651,31.200237,2,388,478
410,224,24,121.41917,31.1625,121.421646,31.167053,1,248,338
411,224,24,121.41917,31.1625,121.414864,31.159676,1,286,376
412,224,24,121.41917,31.1625,121.430534,31.161772,1,287,377
413,224,24,121.41917,31.1625,121.425247,31.166656,1,584,674
414,226,94,121.41928,31.1367,121.504578,30.834429,10,446,536
415,226,94,121.41928,31.1367,121.425224,31.146027,2,591,681
416,226,94,121.41928,31.1367,121.419693,31.136517,3,402,492
417,227,24,121.41939,31.162,121.435272,31.152611,5,478,568
418,227,24,121.41939,31.162,121.307945,30.918003,3,443,533
419,230,81,121.42093,31.23523,121.41259,31.244385,2,288,378
420,231,94,121.42109,31.13404,121.423508,31.132309,2,453,543
421,232,81,121.42135,31.23381,121.412842,31.240576,3,565,655
422,234,3,121.42148,31.21509,121.434021,31.215469,3,353,443
423,235,81,121.42161,31.23377,121.420807,31.234308,2,267,357
424,236,46,121.42194,31.20663,121.400757,31.206764,1,324,414
425,236,46,121.42194,31.20663,121.250832,31.37517,1,252,342
426,237,81,121.42215,31.23222,121.422142,31.231922,1,571,661
427,237,81,121.42215,31.23222,121.387817,31.227581,9,238,328
428,239,94,121.42283,31.14511,121.504578,30.834429,21,274,364
429,239,94,121.42283,31.14511,121.505013,30.831057,12,243,333
430,239,94,121.42283,31.14511,121.421753,31.145002,10,604,694
431,240,3,121.42292,31.21482,121.423691,31.211451,1,563,653
432,241,46,121.42299,31.18935,121.428719,31.184631,1,425,515
433,241,46,121.42299,31.18935,121.420395,31.192408,3,408,498
434,243,24,121.42349,31.17749,121.42981,31.182005,1,569,659
