Order_id,Spot_id,Site_id,Num,Lng_site,Lat_site,Lng_spot,Lat_spot
F0066,B8473,A002,27,121.460204,31.27185213,121.455093,31.268557
F0067,B8486,A002,65,121.460204,31.27185213,121.459656,31.268456
F0068,B8542,A002,50,121.460204,31.27185213,121.452499,31.266777
F0069,B8588,A002,48,121.460204,31.27185213,121.451981,31.259995
F0070,B8636,A002,30,121.460204,31.27185213,121.460869,31.258104
F0071,B8670,A002,34,121.460204,31.27185213,121.460892,31.27532
F0072,B8739,A002,58,121.460204,31.27185213,121.450928,31.273314
F0073,B8844,A002,38,121.460204,31.27185213,121.456367,31.253344
F0074,B9009,A002,64,121.460204,31.27185213,121.464989,31.272188
F0075,B9081,A002,39,121.460204,31.27185213,121.450241,31.262974
F0076,B0225,A003,31,121.4269343,31.22042321,121.436653,31.220076
F0077,B0782,A003,37,121.4269343,31.22042321,121.445709,31.214794
F0078,B0884,A003,31,121.4269343,31.22042321,121.422562,31.220001
F0079,B0918,A003,48,121.4269343,31.22042321,121.418991,31.214132
F0080,B0957,A003,19,121.4269343,31.22042321,121.429474,31.228786
F0081,B1310,A003,34,121.4269343,31.22042321,121.436821,31.206543
F0082,B1348,A003,45,121.4269343,31.22042321,121.422028,31.223934
F0083,B1568,A003,63,121.4269343,31.22042321,121.429245,31.209604
F0084,B2503,A003,25,121.4269343,31.22042321,121.442024,31.203611
F0085,B2582,A003,38,121.4269343,31.22042321,121.428268,31.225574
F0086,B2767,A003,29,121.4269343,31.22042321,121.434181,31.222761
F0087,B2978,A003,67,121.4269343,31.22042321,121.431664,31.216503
F0088,B3914,A003,31,121.4269343,31.22042321,121.438065,31.218328
F0089,B4059,A003,14,121.4269343,31.22042321,121.42382,31.213022
F0090,B4127,A003,36,121.4269343,31.22042321,121.423584,31.209656
F0091,B4159,A003,24,121.4269343,31.22042321,121.430901,31.228853
F0092,B4800,A003,23,121.4269343,31.22042321,121.430717,31.221151
F0093,B4849,A003,11,121.4269343,31.22042321,121.439781,31.20966
F0094,B4899,A003,19,121.4269343,31.22042321,121.425964,31.221323
F0095,B5308,A003,51,121.4269343,31.22042321,121.440697,31.21846
F0096,B5594,A003,26,121.4269343,31.22042321,121.43219,31.226748
F0097,B5810,A003,20,121.4269343,31.22042321,121.443825,31.207935
F0098,B6133,A003,36,121.4269343,31.22042321,121.446449,31.211697
F0099,B6313,A003,31,121.4269343,31.22042321,121.442413,31.211954
F0100,B6832,A003,36,121.4269343,31.22042321,121.42141,31.212683
F0101,B7007,A003,62,121.4269343,31.22042321,121.431061,31.212572
F0102,B7044,A003,38,121.4269343,31.22042321,121.438904,31.222393
F0103,B7100,A003,46,121.4269343,31.22042321,121.425003,31.224564
F0104,B7397,A003,28,121.4269343,31.22042321,121.424919,31.215487
F0105,B7439,A003,42,121.4269343,31.22042321,121.426918,31.222918
F0106,B7489,A003,19,121.4269343,31.22042321,121.448677,31.210361
F0107,B7639,A003,77,121.4269343,31.22042321,121.432137,31.208649
F0108,B7671,A003,22,121.4269343,31.22042321,121.43956,31.215395
F0109,B7817,A003,40,121.4269343,31.22042321,121.416039,31.212957
F0110,B7972,A003,61,121.4269343,31.22042321,121.435425,31.223825
F0111,B8976,A003,35,121.4269343,31.22042321,121.444237,31.216269
F0112,B8980,A003,14,121.4269343,31.22042321,121.423256,31.227211
F0113,B8995,A003,39,121.4269343,31.22042321,121.434181,31.229631
F0114,B0202,A004,42,121.492507,31.234015,121.511818,31.232368
F0115,B0766,A004,15,121.492507,31.234015,121.505669,31.243965
F0116,B0878,A004,73,121.492507,31.234015,121.498161,31.236078
F0117,B0895,A004,55,121.492507,31.234015,121.491798,31.227957
F0118,B1551,A004,13,121.492507,31.234015,121.498596,31.227463
F0119,B1865,A004,48,121.492507,31.234015,121.513199,31.236773
F0120,B2041,A004,40,121.492507,31.234015,121.487679,31.224552
F0121,B2127,A004,35,121.492507,31.234015,121.513077,31.239824
F0122,B2611,A004,37,121.492507,31.234015,121.485672,31.22966
F0123,B4671,A004,10,121.492507,31.234015,121.509926,31.240788
F0124,B5362,A004,31,121.492507,31.234015,121.507454,31.230328
F0125,B5457,A004,32,121.492507,31.234015,121.503479,31.23061
F0126,B5472,A004,53,121.492507,31.234015,121.500992,31.23637
F0127,B5515,A004,11,121.492507,31.234015,121.506042,31.234646
F0128,B6375,A004,31,121.492507,31.234015,121.491028,31.22595
F0129,B6529,A004,16,121.492507,31.234015,121.497276,31.240105
F0130,B6557,A004,31,121.492507,31.234015,121.487862,31.23366
F0131,B7830,A004,44,121.492507,31.234015,121.486092,31.221647
F0132,B7909,A004,16,121.492507,31.234015,121.501503,31.233423
F0133,B8186,A004,57,121.492507,31.234015,121.489075,31.227699
F0134,B8357,A004,63,121.492507,31.234015,121.489189,31.222303
F0135,B8362,A004,21,121.492507,31.234015,121.508377,31.234322
F0136,B8814,A004,12,121.492507,31.234015,121.501663,31.239935
F0137,B0095,A005,7,121.3587647,31.14221818,121.351044,31.138714
F0138,B0697,A005,24,121.3587647,31.14221818,121.353218,31.153957
F0139,B0889,A005,52,121.3587647,31.14221818,121.356926,31.137663
F0140,B1039,A005,24,121.3587647,31.14221818,121.366646,31.140013
F0141,B1144,A005,12,121.3587647,31.14221818,121.359222,31.158625
F0142,B1780,A005,27,121.3587647,31.14221818,121.352623,31.151205
F0143,B2806,A005,61,121.3587647,31.14221818,121.349548,31.156469
F0144,B2882,A005,63,121.3587647,31.14221818,121.346565,31.155012
F0145,B2926,A005,21,121.3587647,31.14221818,121.356598,31.143484
F0146,B2940,A005,27,121.3587647,31.14221818,121.342918,31.145014
F0147,B3632,A005,37,121.3587647,31.14221818,121.354568,31.146107
F0148,B3817,A005,9,121.3587647,31.14221818,121.364609,31.133511
F0149,B3923,A005,34,121.3587647,31.14221818,121.349266,31.15246
F0150,B4035,A005,20,121.3587647,31.14221818,121.343582,31.138166
F0151,B5170,A005,14,121.3587647,31.14221818,121.348846,31.143234
F0152,B5252,A005,23,121.3587647,31.14221818,121.362946,31.13619
F0153,B6132,A005,6,121.3587647,31.14221818,121.362663,31.146118
F0154,B6183,A005,23,121.3587647,31.14221818,121.35289,31.142948
F0155,B6398,A005,27,121.3587647,31.14221818,121.346237,31.142855
F0156,B6542,A005,39,121.3587647,31.14221818,121.348961,31.159567
F0157,B6608,A005,27,121.3587647,31.14221818,121.346085,31.151657
F0158,B6633,A005,21,121.3587647,31.14221818,121.374153,31.147354
F0159,B6743,A005,21,121.3587647,31.14221818,121.364815,31.14259
F0160,B7374,A005,34,121.3587647,31.14221818,121.362495,31.138691
F0161,B7570,A005,32,121.3587647,31.14221818,121.350945,31.148579
F0162,B8320,A005,5,121.3587647,31.14221818,121.370674,31.139336
F0163,B8326,A005,16,121.3587647,31.14221818,121.349022,31.140797
F0164,B8791,A005,11,121.3587647,31.14221818,121.354126,31.13711
F0165,B9131,A005,27,121.3587647,31.14221818,121.349319,31.132807
F0166,B0004,A006,4,121.521952,31.095357,121.524071,31.08308
F0167,B0104,A006,28,121.521952,31.095357,121.538902,31.040607
F0168,B0181,A006,33,121.521952,31.095357,121.498108,31.08856
F0169,B0361,A006,67,121.521952,31.095357,121.525612,31.069031
F0170,B0375,A006,40,121.521952,31.095357,121.513641,31.129217
F0171,B0434,A006,30,121.521952,31.095357,121.506325,31.07621
F0172,B0524,A006,48,121.521952,31.095357,121.529556,31.059053
F0173,B0567,A006,33,121.521952,31.095357,121.506172,31.088524
F0174,B0663,A006,38,121.521952,31.095357,121.518417,31.108948
F0175,B0734,A006,23,121.521952,31.095357,121.540634,31.065041
F0176,B0875,A006,48,121.521952,31.095357,121.493645,31.096485
F0177,B1044,A006,42,121.521952,31.095357,121.533981,31.053873
F0178,B1074,A006,29,121.521952,31.095357,121.54599,31.041086
F0179,B1132,A006,11,121.521952,31.095357,121.54332,31.084925
F0180,B1247,A006,15,121.521952,31.095357,121.526619,31.112892
F0181,B1250,A006,33,121.521952,31.095357,121.50032,31.094439
F0182,B1260,A006,4,121.521952,31.095357,121.486946,31.091476
F0183,B1263,A006,13,121.521952,31.095357,121.518585,31.100836
F0184,B1281,A006,64,121.521952,31.095357,121.499184,31.101351
F0185,B1483,A006,16,121.521952,31.095357,121.523323,31.126637
F0186,B1633,A006,8,121.521952,31.095357,121.507927,31.106592
F0187,B1650,A006,25,121.521952,31.095357,121.535538,31.045038
F0188,B1683,A006,20,121.521952,31.095357,121.537224,31.107956
F0189,B1684,A006,12,121.521952,31.095357,121.537064,31.09754
F0190,B1708,A006,24,121.521952,31.095357,121.493378,31.08127
F0191,B1897,A006,72,121.521952,31.095357,121.543015,31.039825
F0192,B1999,A006,34,121.521952,31.095357,121.542084,31.05757
F0193,B2015,A006,56,121.521952,31.095357,121.509521,31.122557
F0194,B2055,A006,20,121.521952,31.095357,121.533051,31.061916
F0195,B2095,A006,19,121.521952,31.095357,121.515526,31.08378
F0196,B2125,A006,18,121.521952,31.095357,121.520126,31.090588
F0197,B2154,A006,50,121.521952,31.095357,121.537689,31.05431
F0198,B2169,A006,36,121.521952,31.095357,121.531891,31.040152
F0199,B2209,A006,15,121.521952,31.095357,121.517845,31.07704
F0200,B2374,A006,16,121.521952,31.095357,121.520752,31.063061
F0201,B2418,A006,49,121.521952,31.095357,121.502724,31.074997
F0202,B2527,A006,3,121.521952,31.095357,121.522972,31.048374
F0203,B2606,A006,28,121.521952,31.095357,121.507561,31.12463
F0204,B2612,A006,43,121.521952,31.095357,121.505569,31.080524
F0205,B2673,A006,35,121.521952,31.095357,121.544785,31.049751
F0206,B2827,A006,46,121.521952,31.095357,121.538651,31.046761
F0207,B2832,A006,19,121.521952,31.095357,121.532494,31.087502
F0208,B2893,A006,60,121.521952,31.095357,121.539742,31.043903
F0209,B3201,A006,15,121.521952,31.095357,121.512787,31.061213
F0210,B3344,A006,8,121.521952,31.095357,121.516899,31.117779
F0211,B3511,A006,8,121.521952,31.095357,121.522209,31.123041
F0212,B3520,A006,10,121.521952,31.095357,121.54081,31.028742
F0213,B3535,A006,26,121.521952,31.095357,121.534645,31.067793
F0214,B3566,A006,36,121.521952,31.095357,121.538673,31.060343
F0215,B3581,A006,23,121.521952,31.095357,121.50518,31.072987
F0216,B3585,A006,42,121.521952,31.095357,121.512573,31.075504
F0217,B3720,A006,54,121.521952,31.095357,121.528389,31.065214
F0218,B3808,A006,43,121.521952,31.095357,121.500938,31.079268
F0219,B3813,A006,41,121.521952,31.095357,121.520447,31.126158
F0220,B3833,A006,11,121.521952,31.095357,121.51265,31.121668
F0221,B3917,A006,34,121.521952,31.095357,121.52137,31.076883
F0222,B4011,A006,13,121.521952,31.095357,121.506004,31.117962
F0223,B4234,A006,19,121.521952,31.095357,121.493752,31.101376
F0224,B4240,A006,29,121.521952,31.095357,121.535835,31.062099
F0225,B4291,A006,10,121.521952,31.095357,121.513565,31.107428
F0226,B4312,A006,18,121.521952,31.095357,121.514595,31.102222
F0227,B4409,A006,20,121.521952,31.095357,121.518333,31.133352
F0228,B4485,A006,41,121.521952,31.095357,121.521873,31.067869
F0229,B4499,A006,63,121.521952,31.095357,121.544312,31.044859
F0230,B4525,A006,23,121.521952,31.095357,121.52951,31.124439
F0231,B4598,A006,9,121.521952,31.095357,121.546768,31.031273
F0232,B4633,A006,14,121.521952,31.095357,121.495872,31.105371
F0233,B4804,A006,28,121.521952,31.095357,121.508423,31.128311
F0234,B5000,A006,9,121.521952,31.095357,121.514809,31.069063
F0235,B5225,A006,41,121.521952,31.095357,121.502396,31.118673
F0236,B5288,A006,43,121.521952,31.095357,121.53492,31.038704
F0237,B5289,A006,8,121.521952,31.095357,121.540329,31.093786
F0238,B5322,A006,16,121.521952,31.095357,121.505585,31.065882
F0239,B5330,A006,39,121.521952,31.095357,121.504318,31.095917
F0240,B5373,A006,14,121.521952,31.095357,121.526009,31.091652
F0241,B5382,A006,45,121.521952,31.095357,121.501099,31.120667
F0242,B5612,A006,9,121.521952,31.095357,121.539062,31.076292
F0243,B5630,A006,9,121.521952,31.095357,121.530251,31.112942
F0244,B5725,A006,41,121.521952,31.095357,121.503952,31.122192
F0245,B5868,A006,7,121.521952,31.095357,121.512497,31.089916
F0246,B5892,A006,34,121.521952,31.095357,121.535362,31.100494
F0247,B5933,A006,34,121.521952,31.095357,121.532104,31.044466
F0248,B6367,A006,42,121.521952,31.095357,121.531525,31.048733
F0249,B6627,A006,14,121.521952,31.095357,121.511055,31.083904
F0250,B6653,A006,33,121.521952,31.095357,121.493477,31.093363
F0251,B6669,A006,15,121.521952,31.095357,121.530853,31.099714
F0252,B6686,A006,24,121.521952,31.095357,121.535469,31.047586
F0253,B6759,A006,17,121.521952,31.095357,121.526512,31.079374
F0254,B6760,A006,11,121.521952,31.095357,121.549217,31.074724
F0255,B6775,A006,18,121.521952,31.095357,121.489624,31.092159
F0256,B6812,A006,18,121.521952,31.095357,121.526176,31.122465
F0257,B6813,A006,57,121.521952,31.095357,121.540833,31.062307
F0258,B6900,A006,1,121.521952,31.095357,121.54586,31.067781
F0259,B6944,A006,36,121.521952,31.095357,121.51458,31.125593
F0260,B7179,A006,9,121.521952,31.095357,121.529091,31.105562
F0261,B7214,A006,22,121.521952,31.095357,121.544174,31.065458
F0262,B7253,A006,31,121.521952,31.095357,121.533516,31.041718
F0263,B7267,A006,8,121.521952,31.095357,121.540833,31.100357
F0264,B7331,A006,26,121.521952,31.095357,121.501198,31.082787
F0265,B7369,A006,34,121.521952,31.095357,121.505211,31.069109
F0266,B7571,A006,26,121.521952,31.095357,121.538063,31.050018
F0267,B7619,A006,45,121.521952,31.095357,121.503845,31.077969
F0268,B7663,A006,6,121.521952,31.095357,121.505875,31.110609
F0269,B7767,A006,31,121.521952,31.095357,121.52037,31.130424
F0270,B7851,A006,20,121.521952,31.095357,121.487511,31.093035
F0271,B7856,A006,17,121.521952,31.095357,121.491753,31.1035
F0272,B7866,A006,24,121.521952,31.095357,121.507782,31.073059
F0273,B8007,A006,37,121.521952,31.095357,121.490837,31.095823
F0274,B8138,A006,36,121.521952,31.095357,121.533501,31.065536
F0275,B8144,A006,30,121.521952,31.095357,121.545593,31.039371
F0276,B8174,A006,10,121.521952,31.095357,121.51355,31.10565
F0277,B8231,A006,11,121.521952,31.095357,121.530609,31.035639
F0278,B8363,A006,15,121.521952,31.095357,121.522148,31.086836
F0279,B8555,A006,17,121.521952,31.095357,121.518417,31.07259
F0280,B8610,A006,25,121.521952,31.095357,121.535896,31.054993
F0281,B8655,A006,14,121.521952,31.095357,121.502251,31.071209
F0282,B8812,A006,26,121.521952,31.095357,121.534874,31.059763
F0283,B8838,A006,9,121.521952,31.095357,121.509361,31.117275
F0284,B8902,A006,13,121.521952,31.095357,121.532791,31.120958
F0285,B8929,A006,25,121.521952,31.095357,121.535416,31.042059
F0286,B8977,A006,14,121.521952,31.095357,121.522575,31.109295
F0287,B9037,A006,10,121.521952,31.095357,121.506958,31.084322
F0288,B0056,A007,80,121.640596,31.245883,121.62635,31.253765
F0289,B0224,A007,9,121.640596,31.245883,121.654152,31.276506
F0290,B0239,A007,30,121.640596,31.245883,121.679489,31.24136
F0291,B0529,A007,12,121.640596,31.245883,121.656982,31.235275
F0292,B0638,A007,17,121.640596,31.245883,121.632446,31.240324
F0293,B0815,A007,11,121.640596,31.245883,121.634125,31.277815
F0294,B0922,A007,18,121.640596,31.245883,121.665199,31.275564
F0295,B0927,A007,31,121.640596,31.245883,121.65226,31.268848
F0296,B0943,A007,4,121.640596,31.245883,121.651962,31.245802
F0297,B1089,A007,10,121.640596,31.245883,121.611877,31.248329
F0298,B1230,A007,25,121.640596,31.245883,121.622375,31.243507
F0299,B1232,A007,10,121.640596,31.245883,121.672554,31.259739
F0300,B1362,A007,12,121.640596,31.245883,121.632286,31.272646
F0301,B1626,A007,44,121.640596,31.245883,121.614952,31.255234
F0302,B1636,A007,17,121.640596,31.245883,121.64711,31.229389
F0303,B1803,A007,32,121.640596,31.245883,121.612106,31.266287
F0304,B2117,A007,35,121.640596,31.245883,121.6661,31.269323
F0305,B2128,A007,23,121.640596,31.245883,121.661072,31.260399
F0306,B2141,A007,12,121.640596,31.245883,121.633553,31.224533
F0307,B2183,A007,48,121.640596,31.245883,121.666809,31.279203
F0308,B2420,A007,15,121.640596,31.245883,121.631981,31.245026
F0309,B2448,A007,25,121.640596,31.245883,121.659058,31.272532
F0310,B2452,A007,49,121.640596,31.245883,121.653297,31.272768
F0311,B2529,A007,15,121.640596,31.245883,121.640022,31.273136
F0312,B2679,A007,5,121.640596,31.245883,121.669876,31.247295
F0313,B2757,A007,51,121.640596,31.245883,121.627403,31.240355
F0314,B2800,A007,28,121.640596,31.245883,121.609673,31.253225
F0315,B2879,A007,13,121.640596,31.245883,121.620438,31.262606
F0316,B2993,A007,8,121.640596,31.245883,121.634666,31.263102
F0317,B3155,A007,16,121.640596,31.245883,121.651421,31.253559
F0318,B3166,A007,11,121.640596,31.245883,121.651245,31.264698
F0319,B3242,A007,30,121.640596,31.245883,121.607231,31.243544
F0320,B3465,A007,12,121.640596,31.245883,121.658058,31.248175
F0321,B3619,A007,10,121.640596,31.245883,121.664078,31.23765
F0322,B3771,A007,23,121.640596,31.245883,121.62291,31.259716
F0323,B3798,A007,15,121.640596,31.245883,121.672684,31.234488
F0324,B3868,A007,10,121.640596,31.245883,121.615646,31.252317
F0325,B4021,A007,55,121.640596,31.245883,121.648895,31.274061
F0326,B4073,A007,13,121.640596,31.245883,121.671082,31.263731
F0327,B4110,A007,32,121.640596,31.245883,121.611092,31.26173
F0328,B4215,A007,51,121.640596,31.245883,121.677467,31.243507
F0329,B4343,A007,15,121.640596,31.245883,121.650078,31.238871
F0330,B4359,A007,15,121.640596,31.245883,121.646317,31.263
F0331,B4478,A007,14,121.640596,31.245883,121.641533,31.235889
F0332,B4599,A007,41,121.640596,31.245883,121.654686,31.270296
F0333,B4708,A007,19,121.640596,31.245883,121.630226,31.259171
F0334,B4732,A007,7,121.640596,31.245883,121.612976,31.24165
F0335,B4887,A007,34,121.640596,31.245883,121.614777,31.264847
F0336,B5207,A007,11,121.640596,31.245883,121.636871,31.246723
F0337,B5217,A007,27,121.640596,31.245883,121.627075,31.248274
F0338,B5339,A007,22,121.640596,31.245883,121.60569,31.231684
F0339,B5363,A007,72,121.640596,31.245883,121.612122,31.255739
F0340,B5526,A007,31,121.640596,31.245883,121.663033,31.276911
F0341,B5542,A007,22,121.640596,31.245883,121.621407,31.254553
F0342,B5683,A007,62,121.640596,31.245883,121.668053,31.27487
F0343,B5925,A007,18,121.640596,31.245883,121.649406,31.243561
F0344,B6037,A007,78,121.640596,31.245883,121.617226,31.253885
F0345,B6348,A007,20,121.640596,31.245883,121.615486,31.247177
F0346,B6460,A007,19,121.640596,31.245883,121.635086,31.266846
F0347,B6496,A007,6,121.640596,31.245883,121.632378,31.253658
F0348,B6503,A007,10,121.640596,31.245883,121.656937,31.240498
F0349,B6715,A007,42,121.640596,31.245883,121.651657,31.272875
F0350,B6784,A007,23,121.640596,31.245883,121.636024,31.240494
F0351,B6814,A007,2,121.640596,31.245883,121.623383,31.269125
F0352,B6935,A007,11,121.640596,31.245883,121.619614,31.249281
F0353,B7282,A007,33,121.640596,31.245883,121.656189,31.262716
F0354,B7284,A007,11,121.640596,31.245883,121.639236,31.239952
F0355,B7493,A007,15,121.640596,31.245883,121.630066,31.270445
F0356,B7705,A007,53,121.640596,31.245883,121.65847,31.274601
F0357,B7823,A007,8,121.640596,31.245883,121.667473,31.262482
F0358,B7831,A007,42,121.640596,31.245883,121.654732,31.26659
F0359,B7913,A007,2,121.640596,31.245883,121.62616,31.273434
F0360,B7930,A007,13,121.640596,31.245883,121.623917,31.250336
F0361,B8682,A007,25,121.640596,31.245883,121.62999,31.240152
F0362,B8895,A007,4,121.640596,31.245883,121.626175,31.264183
F0363,B9183,A007,15,121.640596,31.245883,121.60733,31.245426
F0364,B0098,A008,39,121.747634,31.17355,121.761696,31.122061
F0365,B0221,A008,19,121.747634,31.17355,121.745026,31.149885
F0366,B0280,A008,7,121.747634,31.17355,121.690384,31.158281
F0367,B0330,A008,29,121.747634,31.17355,121.802757,31.149918
F0368,B0332,A008,18,121.747634,31.17355,121.748581,31.180946
F0369,B0510,A008,34,121.747634,31.17355,121.763474,31.113195
F0370,B0575,A008,22,121.747634,31.17355,121.718559,31.153427
F0371,B0645,A008,1,121.747634,31.17355,121.772942,31.15036
F0372,B0724,A008,5,121.747634,31.17355,121.742775,31.128635
F0373,B0747,A008,13,121.747634,31.17355,121.752167,31.109596
F0374,B0783,A008,33,121.747634,31.17355,121.75737,31.143902
F0375,B0993,A008,38,121.747634,31.17355,121.760185,31.102764
F0376,B1177,A008,23,121.747634,31.17355,121.737427,31.157478
F0377,B1200,A008,16,121.747634,31.17355,121.779999,31.133137
F0378,B1255,A008,16,121.747634,31.17355,121.749184,31.171549
F0379,B1405,A008,6,121.747634,31.17355,121.757957,31.124863
F0380,B1419,A008,4,121.747634,31.17355,121.778244,31.174637
F0381,B1497,A008,10,121.747634,31.17355,121.725166,31.163759
F0382,B1524,A008,12,121.747634,31.17355,121.707237,31.153645
F0383,B1546,A008,28,121.747634,31.17355,121.732758,31.139524
F0384,B1595,A008,2,121.747634,31.17355,121.771812,31.159468
F0385,B1669,A008,24,121.747634,31.17355,121.753174,31.115963
F0386,B1829,A008,44,121.747634,31.17355,121.748123,31.142883
F0387,B1840,A008,47,121.747634,31.17355,121.75473,31.152979
F0388,B1936,A008,19,121.747634,31.17355,121.730164,31.153786
F0389,B2175,A008,11,121.747634,31.17355,121.748711,31.160755
F0390,B2191,A008,23,121.747634,31.17355,121.740898,31.113277
F0391,B2245,A008,1,121.747634,31.17355,121.789162,31.171839
F0392,B2288,A008,16,121.747634,31.17355,121.773972,31.114799
F0393,B2423,A008,2,121.747634,31.17355,121.708755,31.132357
F0394,B2578,A008,16,121.747634,31.17355,121.756218,31.176289
F0395,B2707,A008,12,121.747634,31.17355,121.769524,31.127882
F0396,B2742,A008,3,121.747634,31.17355,121.733315,31.12196
F0397,B2912,A008,32,121.747634,31.17355,121.757187,31.116673
F0398,B2970,A008,6,121.747634,31.17355,121.711914,31.170038
F0399,B3213,A008,6,121.747634,31.17355,121.799019,31.160677
F0400,B3235,A008,11,121.747634,31.17355,121.764435,31.15419
F0401,B3303,A008,9,121.747634,31.17355,121.698845,31.159796
F0402,B3416,A008,8,121.747634,31.17355,121.704788,31.136585
F0403,B3519,A008,2,121.747634,31.17355,121.81546,31.122208
F0404,B3544,A008,8,121.747634,31.17355,121.744011,31.120817
F0405,B3769,A008,7,121.747634,31.17355,121.777412,31.163843
F0406,B3781,A008,14,121.747634,31.17355,121.721939,31.145422
F0407,B3918,A008,58,121.747634,31.17355,121.767914,31.11171
F0408,B4074,A008,46,121.747634,31.17355,121.806221,31.150721
F0409,B4144,A008,11,121.747634,31.17355,121.75222,31.139896
F0410,B4614,A008,7,121.747634,31.17355,121.74382,31.105373
F0411,B4618,A008,12,121.747634,31.17355,121.772728,31.123299
F0412,B4704,A008,22,121.747634,31.17355,121.756775,31.127056
F0413,B4889,A008,12,121.747634,31.17355,121.758537,31.172253
F0414,B4997,A008,5,121.747634,31.17355,121.790634,31.179661
F0415,B5021,A008,17,121.747634,31.17355,121.723701,31.155043
