,Shop_id,shop_class,Lng_shop,Lat_shop,Lng_spot,Lat_spot,Num,start_time,end_time
37,62,116,121.21701,31.04957,121.217018,31.049732,5,261,351
38,62,116,121.21701,31.04957,121.217018,31.049732,3,271,361
39,62,116,121.21701,31.04957,121.217018,31.049732,2,287,377
40,62,116,121.21701,31.04957,121.217018,31.049732,1,338,428
41,13,116,121.19773,31.04975,121.197113,31.054916,1,242,332
42,62,116,121.21701,31.04957,121.217018,31.049732,1,589,679
43,62,116,121.21701,31.04957,121.217018,31.049732,1,627,717
44,62,116,121.21701,31.04957,121.200111,31.049534,3,367,457
45,62,116,121.21701,31.04957,121.218521,31.055687,4,600,690
46,62,116,121.21701,31.04957,121.202522,31.050394,2,285,375
47,62,116,121.21701,31.04957,121.214355,31.050442,1,463,553
48,62,116,121.21701,31.04957,121.214355,31.050442,1,614,704
49,62,116,121.21701,31.04957,121.211555,31.057364,2,525,615
50,62,116,121.21701,31.04957,121.196053,31.050076,2,285,375
51,62,116,121.21701,31.04957,121.215446,31.051119,1,374,464
52,13,116,121.19773,31.04975,121.197113,31.054916,1,348,438
53,62,116,121.21701,31.04957,121.215446,31.051119,3,587,677
54,62,116,121.21701,31.04957,121.215446,31.051119,3,627,717
55,63,116,121.21717,31.04955,121.209389,31.050249,1,252,342
56,63,116,121.21717,31.04955,121.218521,31.055687,1,379,469
57,63,116,121.21717,31.04955,121.217941,31.050713,1,211,301
58,64,116,121.21726,31.04956,121.217018,31.049732,1,215,305
59,64,116,121.21726,31.04956,121.217018,31.049732,1,326,416
60,64,116,121.21726,31.04956,121.217018,31.049732,1,609,699
61,64,116,121.21726,31.04956,121.217018,31.049732,1,616,706
62,64,116,121.21726,31.04956,121.214355,31.050442,1,292,382
63,13,116,121.19773,31.04975,121.197113,31.054916,2,585,675
64,65,116,121.2186,31.04959,121.209389,31.050249,1,211,301
65,65,116,121.2186,31.04959,121.209389,31.050249,1,275,365
66,65,116,121.2186,31.04959,121.209389,31.050249,3,298,388
67,65,116,121.2186,31.04959,121.217018,31.049732,1,216,306
68,65,116,121.2186,31.04959,121.217018,31.049732,3,242,332
69,65,116,121.2186,31.04959,121.217018,31.049732,4,265,355
70,65,116,121.2186,31.04959,121.217018,31.049732,2,291,381
71,65,116,121.2186,31.04959,121.217018,31.049732,1,486,576
72,13,116,121.19773,31.04975,121.197113,31.054916,1,618,708
73,65,116,121.2186,31.04959,121.217018,31.049732,2,624,714
74,65,116,121.2186,31.04959,121.200111,31.049534,3,600,690
75,65,116,121.2186,31.04959,121.218521,31.055687,2,269,359
76,65,116,121.2186,31.04959,121.218521,31.055687,2,300,390
77,65,116,121.2186,31.04959,121.218231,31.046228,1,218,308
78,65,116,121.2186,31.04959,121.214355,31.050442,2,227,317
79,65,116,121.2186,31.04959,121.214355,31.050442,1,279,369
80,65,116,121.2186,31.04959,121.214355,31.050442,2,337,427
81,65,116,121.2186,31.04959,121.211555,31.057364,1,238,328
82,65,116,121.2186,31.04959,121.211555,31.057364,1,250,340
83,65,116,121.2186,31.04959,121.211555,31.057364,1,396,486
84,65,116,121.2186,31.04959,121.211555,31.057364,2,566,656
85,65,116,121.2186,31.04959,121.1987,31.050325,1,246,336
86,65,116,121.2186,31.04959,121.228935,31.04467,2,334,424
87,65,116,121.2186,31.04959,121.228935,31.04467,1,511,601
88,65,116,121.2186,31.04959,121.228935,31.04467,2,571,661
89,65,116,121.2186,31.04959,121.228935,31.04467,3,599,689
90,65,116,121.2186,31.04959,121.204178,31.050442,2,226,316
91,65,116,121.2186,31.04959,121.204178,31.050442,2,276,366
92,13,116,121.19773,31.04975,121.190239,31.052216,1,423,513
93,65,116,121.2186,31.04959,121.217941,31.050713,3,253,343
94,65,116,121.2186,31.04959,121.217941,31.050713,2,270,360
95,65,116,121.2186,31.04959,121.217941,31.050713,2,290,380
96,65,116,121.2186,31.04959,121.217941,31.050713,1,344,434
97,65,116,121.2186,31.04959,121.217941,31.050713,3,606,696
98,65,116,121.2186,31.04959,121.206551,31.049814,4,440,530
99,65,116,121.2186,31.04959,121.263275,31.017134,4,219,309
100,65,116,121.2186,31.04959,121.215096,31.041361,1,242,332
101,65,116,121.2186,31.04959,121.215446,31.051119,1,235,325
102,2,116,121.18938,31.04398,121.199493,31.051743,1,287,377
103,13,116,121.19773,31.04975,121.190239,31.052216,1,609,699
104,65,116,121.2186,31.04959,121.215446,31.051119,2,258,348
105,65,116,121.2186,31.04959,121.215446,31.051119,2,421,511
106,65,116,121.2186,31.04959,121.215446,31.051119,2,533,623
107,65,116,121.2186,31.04959,121.215446,31.051119,2,552,642
108,65,116,121.2186,31.04959,121.215446,31.051119,7,629,719
109,65,116,121.2186,31.04959,121.230659,31.052858,1,588,678
110,66,116,121.21872,31.04956,121.209221,31.042021,1,599,689
111,66,116,121.21872,31.04956,121.220474,31.050325,1,568,658
112,13,116,121.19773,31.04975,121.217018,31.049732,1,237,327
113,67,9,121.23052,31.10895,121.230202,31.109741,12,310,400
114,67,9,121.23052,31.10895,121.239273,31.113703,6,299,389
115,67,9,121.23052,31.10895,121.232002,31.111214,15,310,400
116,67,9,121.23052,31.10895,121.232002,31.111214,13,365,455
117,68,9,121.23077,31.10903,121.230202,31.109741,1,506,596
118,68,9,121.23077,31.10903,121.239273,31.113703,1,250,340
119,68,9,121.23077,31.10903,121.239273,31.113703,1,568,658
120,68,9,121.23077,31.10903,121.232002,31.111214,1,252,342
121,68,9,121.23077,31.10903,121.232002,31.111214,4,258,348
122,69,116,121.23196,31.03225,121.229393,31.025999,3,610,700
123,13,116,121.19773,31.04975,121.217018,31.049732,1,524,614
124,70,9,121.23317,31.06296,121.235298,31.058435,2,303,393
125,70,9,121.23317,31.06296,121.230194,31.062365,1,440,530
126,71,9,121.23379,31.0591,121.236534,31.044254,3,445,535
127,72,9,121.23628,31.10708,121.239273,31.113703,5,400,490
128,73,9,121.23635,31.10705,121.230202,31.109741,1,230,320
129,73,9,121.23635,31.10705,121.245392,31.103304,2,307,397
130,73,9,121.23635,31.10705,121.247635,31.099516,2,242,332
131,74,12,121.24325,31.3668,121.191048,31.431219,1,378,468
132,13,116,121.19773,31.04975,121.200111,31.049534,1,237,327
133,74,12,121.24325,31.3668,121.242691,31.365824,4,576,666
134,75,112,121.24901,31.03322,121.247147,31.033026,3,423,513
135,75,112,121.24901,31.03322,121.249374,31.034527,1,291,381
136,76,112,121.25605,31.01537,121.272232,31.034458,3,625,715
137,76,112,121.25605,31.01537,121.224159,31.015434,2,555,645
138,77,35,121.26035,31.11694,121.259819,31.117577,2,249,339
139,77,35,121.26035,31.11694,121.265785,31.127237,3,332,422
140,78,35,121.26074,31.11761,121.273445,31.115583,4,329,419
141,13,116,121.19773,31.04975,121.200111,31.049534,1,322,412
142,78,35,121.26074,31.11761,121.256409,31.108719,4,309,399
143,79,35,121.26956,31.1143,121.253349,31.108223,2,616,706
144,80,35,121.26988,31.11459,121.265785,31.127237,2,300,390
145,80,35,121.26988,31.11459,121.251869,31.105822,2,378,468
146,81,102,121.30279,31.15801,121.272179,31.156818,2,377,467
147,81,102,121.30279,31.15801,121.282288,31.161726,1,438,528
148,81,102,121.30279,31.15801,121.321762,31.148506,2,405,495
149,13,116,121.19773,31.04975,121.199493,31.051743,1,598,688
150,82,102,121.31378,31.15121,121.318764,31.154024,2,226,316
151,82,102,121.31378,31.15121,121.326805,31.150265,2,541,631
152,82,102,121.31378,31.15121,121.311783,31.145775,3,253,343
153,82,102,121.31378,31.15121,121.312027,31.153639,3,488,578
154,82,102,121.31378,31.15121,121.310951,31.151117,2,348,438
155,83,102,121.31659,31.13394,121.316833,31.132126,1,464,554
156,83,102,121.31659,31.13394,121.316833,31.132126,1,614,704
157,84,22,121.32357,31.2406,121.325294,31.244926,2,405,495
158,84,22,121.32357,31.2406,121.325294,31.244926,2,540,630
159,85,102,121.33042,31.1293,121.325607,31.127438,2,387,477
160,13,116,121.19773,31.04975,121.202522,31.050394,1,229,319
161,86,61,121.33654,30.71778,121.356407,30.75728,1,383,473
162,86,61,121.33654,30.71778,121.360481,30.731003,3,309,399
163,86,61,121.33654,30.71778,121.33683,30.746782,2,410,500
164,86,61,121.33654,30.71778,121.350929,30.717226,2,333,423
165,87,5,121.34388,31.14317,121.334671,31.156099,5,584,674
166,87,5,121.34388,31.14317,121.346237,31.142855,2,415,505
167,87,5,121.34388,31.14317,121.349022,31.140797,2,222,312
168,87,5,121.34388,31.14317,121.351044,31.138714,1,359,449
169,88,5,121.34431,31.14264,121.343468,31.149992,14,330,420
170,89,5,121.34641,31.15445,121.343361,31.159243,3,592,682
171,13,116,121.19773,31.04975,121.1987,31.050325,1,247,337
172,89,5,121.34641,31.15445,121.339851,31.154222,1,621,711
173,90,5,121.35234,31.14764,121.349266,31.15246,2,268,358
174,91,59,121.35587,31.17649,121.354935,31.176886,1,568,658
175,92,69,121.36386,31.21772,121.35891,31.225531,2,529,619
176,92,69,121.36386,31.21772,121.372627,31.2157,3,282,372
177,92,69,121.36386,31.21772,121.359192,31.21199,5,275,365
178,92,69,121.36386,31.21772,121.38343,31.217209,4,212,302
179,92,69,121.36386,31.21772,121.390396,31.214027,3,215,305
180,92,69,121.36386,31.21772,121.37278,31.217491,3,604,694
181,13,116,121.19773,31.04975,121.1987,31.050325,1,290,380
182,93,69,121.36514,31.21764,121.369209,31.209099,13,285,375
183,93,69,121.36514,31.21764,121.366104,31.201132,4,577,667
184,93,69,121.36514,31.21764,121.366783,31.221102,13,334,424
185,94,69,121.36813,31.21628,121.362144,31.21336,2,575,665
186,94,69,121.36813,31.21628,121.380325,31.218859,1,316,406
187,94,69,121.36813,31.21628,121.349365,31.21143,1,243,333
188,94,69,121.36813,31.21628,121.349365,31.21143,4,297,387
189,94,69,121.36813,31.21628,121.371353,31.21092,2,329,419
190,13,116,121.19773,31.04975,121.1987,31.050325,1,565,655
191,94,69,121.36813,31.21628,121.370972,31.218004,3,251,341
192,95,85,121.36995,31.1917,121.47155,31.232498,2,333,423
193,96,29,121.37197,31.30968,121.249893,31.377611,1,410,500
194,96,29,121.37197,31.30968,121.392639,31.315067,1,585,675
195,97,69,121.37251,31.21636,121.366707,31.207775,2,275,365
196,97,69,121.37251,31.21636,121.35891,31.225531,1,554,644
197,97,69,121.37251,31.21636,121.359192,31.21199,3,625,715
198,97,69,121.37251,31.21636,121.349365,31.21143,2,224,314
199,2,116,121.18938,31.04398,121.202522,31.050394,2,500,590
200,98,69,121.37263,31.21546,121.38343,31.217209,1,217,307
201,98,69,121.37263,31.21546,121.385078,31.204248,2,392,482
202,99,29,121.37445,31.31413,121.386238,31.314926,2,293,383
203,99,29,121.37445,31.31413,121.373375,31.309601,2,264,354
204,99,29,121.37445,31.31413,121.398872,31.308046,3,240,330
205,100,39,121.37456,31.10848,121.363029,31.118736,3,304,394
206,101,69,121.37481,31.21621,121.366989,31.214729,3,343,433
207,101,69,121.37481,31.21621,121.358269,31.215185,2,225,315
208,13,116,121.19773,31.04975,121.196335,31.051411,2,239,329
209,101,69,121.37481,31.21621,121.381638,31.214819,2,368,458
210,101,69,121.37481,31.21621,121.381638,31.214819,3,423,513
211,101,69,121.37481,31.21621,121.370972,31.218004,1,614,704
212,102,85,121.37809,31.20747,121.359192,31.21199,3,258,348
213,102,85,121.37809,31.20747,121.391113,31.210522,1,240,330
214,102,85,121.37809,31.20747,121.391846,31.212807,2,305,395
215,103,27,121.37851,31.31437,121.389198,31.310402,1,302,392
216,103,27,121.37851,31.31437,121.389259,31.315054,1,381,471
217,104,27,121.37935,31.3146,121.389198,31.310402,2,515,605
218,104,27,121.37935,31.3146,121.249893,31.377611,1,214,304
219,13,116,121.19773,31.04975,121.196335,31.051411,1,248,338
220,104,27,121.37935,31.3146,121.249893,31.377611,1,620,710
221,104,27,121.37935,31.3146,121.386238,31.314926,1,253,343
222,104,27,121.37935,31.3146,121.386101,31.31245,1,243,333
223,105,39,121.3796,31.10602,121.408943,31.123085,2,293,383
224,106,91,121.37985,31.11628,121.3349,31.131994,3,250,340
225,106,91,121.37985,31.11628,121.342697,31.126848,4,582,672
226,107,69,121.38182,31.21566,121.380325,31.218859,1,295,385
227,108,39,121.38197,31.09007,121.380875,31.089046,2,464,554
228,108,39,121.38197,31.09007,121.372032,31.077597,1,598,688
229,108,39,121.38197,31.09007,121.379738,31.094202,3,289,379
230,13,116,121.19773,31.04975,121.196335,31.051411,1,469,559
231,109,85,121.38224,31.2035,121.391571,31.190075,4,441,531
232,109,85,121.38224,31.2035,121.38868,31.205109,2,256,346
233,109,85,121.38224,31.2035,121.38868,31.205109,2,298,388
234,109,85,121.38224,31.2035,121.362663,31.205677,3,356,446
235,109,85,121.38224,31.2035,121.381783,31.205717,2,289,379
236,109,85,121.38224,31.2035,121.383865,31.193459,3,269,359
237,109,85,121.38224,31.2035,121.371819,31.205988,3,624,714
238,13,116,121.19773,31.04975,121.196335,31.051411,1,614,704
239,109,85,121.38224,31.2035,121.369209,31.209099,2,239,329
240,110,27,121.38419,31.31475,121.378578,31.312269,1,424,514
241,111,69,121.38452,31.25031,121.386322,31.249325,1,581,671
242,111,69,121.38452,31.25031,121.378593,31.242352,2,457,547
243,112,27,121.38525,31.31965,121.249893,31.377611,1,260,350
244,112,27,121.38525,31.31965,121.374886,31.311842,3,297,387
245,112,27,121.38525,31.31965,121.389259,31.315054,1,306,396
246,113,85,121.38539,31.20687,121.377083,31.207434,16,590,680
247,113,85,121.38539,31.20687,121.385406,31.206747,15,297,387
248,13,116,121.19773,31.04975,121.204178,31.050442,1,244,334
249,113,85,121.38539,31.20687,121.373329,31.20822,23,443,533
250,114,27,121.38573,31.32033,121.388916,31.316959,1,585,675
251,114,27,121.38573,31.32033,121.249893,31.377611,1,543,633
252,114,27,121.38573,31.32033,121.401291,31.321653,2,239,329
253,114,27,121.38573,31.32033,121.386932,31.326014,2,274,364
254,114,27,121.38573,31.32033,121.386932,31.326014,1,360,450
255,114,27,121.38573,31.32033,121.39534,31.331581,1,366,456
256,114,27,121.38573,31.32033,121.383873,31.317659,1,617,707
257,115,27,121.3859,31.31587,121.378578,31.312269,2,460,550
258,116,27,121.3864,31.31582,121.256973,31.386101,3,256,346
259,13,116,121.19773,31.04975,121.204178,31.050442,1,315,405
260,117,85,121.38646,31.21244,121.386955,31.212437,1,425,515
261,117,85,121.38646,31.21244,121.386955,31.212437,1,489,579
262,118,85,121.38651,31.21246,121.386978,31.214418,2,448,538
263,118,85,121.38651,31.21246,121.386955,31.212437,1,352,442
264,119,27,121.3869,31.31509,121.383102,31.309307,3,334,424
265,120,27,121.38695,31.31565,121.397156,31.32671,1,448,538
266,121,27,121.387,31.31494,121.389198,31.310402,3,240,330
267,121,27,121.387,31.31494,121.389198,31.310402,1,245,335
268,121,27,121.387,31.31494,121.386238,31.314926,1,272,362
269,121,27,121.387,31.31494,121.386101,31.31245,1,268,358
270,13,116,121.19773,31.04975,121.204178,31.050442,1,574,664
271,121,27,121.387,31.31494,121.386101,31.31245,1,389,479
272,121,27,121.387,31.31494,121.386101,31.31245,1,615,705
273,121,27,121.387,31.31494,121.386101,31.31245,1,616,706
274,122,90,121.38702,31.13616,121.398895,31.168493,2,214,304
275,123,27,121.38703,31.31491,121.388916,31.316959,3,249,339
276,123,27,121.38703,31.31491,121.388916,31.316959,2,281,371
277,123,27,121.38703,31.31491,121.249893,31.377611,2,212,302
278,123,27,121.38703,31.31491,121.249893,31.377611,1,299,389
279,123,27,121.38703,31.31491,121.249893,31.377611,5,628,718
280,123,27,121.38703,31.31491,121.393906,31.319477,1,517,607
281,13,116,121.19773,31.04975,121.204178,31.050442,1,615,705
282,123,27,121.38703,31.31491,121.386238,31.314926,1,284,374
283,123,27,121.38703,31.31491,121.386238,31.314926,1,455,545
284,123,27,121.38703,31.31491,121.386238,31.314926,2,467,557
285,123,27,121.38703,31.31491,121.386101,31.31245,1,222,312
286,123,27,121.38703,31.31491,121.386101,31.31245,3,244,334
287,123,27,121.38703,31.31491,121.386101,31.31245,1,282,372
288,123,27,121.38703,31.31491,121.386101,31.31245,1,289,379
289,123,27,121.38703,31.31491,121.386101,31.31245,1,342,432
290,123,27,121.38703,31.31491,121.386101,31.31245,2,357,447
291,123,27,121.38703,31.31491,121.386101,31.31245,1,394,484
292,13,116,121.19773,31.04975,121.206551,31.049814,1,233,323
293,124,27,121.38708,31.3151,121.386101,31.31245,1,285,375
294,125,90,121.3872,31.11499,121.371964,31.105017,2,222,312
295,126,69,121.3873,31.24088,121.374855,31.238218,4,534,624
296,126,69,121.3873,31.24088,121.374855,31.238218,1,543,633
297,126,69,121.3873,31.24088,121.374855,31.238218,1,620,710
298,127,27,121.3877,31.32103,121.388916,31.316959,2,236,326
299,127,27,121.3877,31.32103,121.389198,31.310402,2,218,308
300,127,27,121.3877,31.32103,121.389198,31.310402,2,343,433
301,127,27,121.3877,31.32103,121.389198,31.310402,1,618,708
302,127,27,121.3877,31.32103,121.249893,31.377611,2,259,349
303,2,116,121.18938,31.04398,121.223541,31.03047,2,310,400
304,13,116,121.19773,31.04975,121.196053,31.050076,1,275,365
305,127,27,121.3877,31.32103,121.386238,31.314926,2,397,487
306,127,27,121.3877,31.32103,121.392639,31.315067,2,212,302
307,127,27,121.3877,31.32103,121.392639,31.315067,3,260,350
308,127,27,121.3877,31.32103,121.389732,31.307894,2,241,331
309,128,69,121.38793,31.24056,121.379868,31.23772,4,418,508
310,129,27,121.38929,31.31617,121.386101,31.31245,3,472,562
311,130,114,121.38956,31.0983,121.393669,31.101374,1,498,588
312,131,69,121.38964,31.23461,121.412781,31.236151,1,377,467
313,132,39,121.39022,31.10945,121.39817,31.105562,2,617,707
314,132,39,121.39022,31.10945,121.389862,31.103123,2,306,396
315,132,39,121.39022,31.10945,121.385872,31.103001,2,275,365
316,132,39,121.39022,31.10945,121.393456,31.10701,1,338,428
317,133,39,121.39038,31.10741,121.389671,31.09424,2,333,423
318,133,39,121.39038,31.10741,121.408806,31.113422,4,285,375
319,133,39,121.39038,31.10741,121.370445,31.087435,10,546,636
320,133,39,121.39038,31.10741,121.408943,31.123085,3,270,360
321,134,21,121.39076,31.02598,121.390564,31.023691,2,582,672
322,134,21,121.39076,31.02598,121.3927,31.029182,3,598,688
323,134,21,121.39076,31.02598,121.3936,31.024559,3,364,454
324,134,21,121.39076,31.02598,121.3936,31.024559,1,414,504
325,134,21,121.39076,31.02598,121.3936,31.024559,4,537,627
326,134,21,121.39076,31.02598,121.3936,31.024559,2,623,713
327,134,21,121.39076,31.02598,121.39653,31.025841,3,550,640
328,135,39,121.39085,31.10988,121.393456,31.10701,2,362,452
329,136,39,121.3912,31.11013,121.37764,31.096136,2,310,400
330,137,21,121.39182,31.02617,121.415245,31.022398,3,274,364
331,137,21,121.39182,31.02617,121.40551,31.020782,5,580,670
332,138,21,121.39203,31.02599,121.3927,31.029182,2,592,682
333,138,21,121.39203,31.02599,121.3927,31.029182,3,606,696
334,138,21,121.39203,31.02599,121.387756,31.025749,2,628,718
335,138,21,121.39203,31.02599,121.39772,30.995794,2,278,368
336,138,21,121.39203,31.02599,121.39772,30.995794,2,629,719
337,138,21,121.39203,31.02599,121.3936,31.024559,2,237,327
338,138,21,121.39203,31.02599,121.3936,31.024559,1,285,375
339,138,21,121.39203,31.02599,121.3936,31.024559,1,286,376
340,138,21,121.39203,31.02599,121.39653,31.025841,2,393,483
341,139,21,121.39313,31.02568,121.3936,31.024559,4,235,325
342,139,21,121.39313,31.02568,121.3936,31.024559,2,420,510
343,140,63,121.39364,31.21246,121.41787,31.219004,1,237,327
344,140,63,121.39364,31.21246,121.393845,31.211496,2,308,398
345,141,114,121.39433,31.09185,121.387604,31.098087,2,424,514
346,142,45,121.39598,31.22364,121.397713,31.23654,2,611,701
347,142,45,121.39598,31.22364,121.40345,31.228634,2,213,303
348,142,45,121.39598,31.22364,121.404007,31.219448,5,236,326
349,143,45,121.39623,31.22315,121.396729,31.228207,1,277,367
350,143,45,121.39623,31.22315,121.407043,31.229284,9,397,487
351,14,116,121.1982,31.04958,121.190239,31.052216,1,580,670
352,143,45,121.39623,31.22315,121.391022,31.231665,13,596,686
353,143,45,121.39623,31.22315,121.394562,31.223471,12,220,310
354,143,45,121.39623,31.22315,121.394562,31.223471,1,228,318
355,143,45,121.39623,31.22315,121.394562,31.223471,12,375,465
356,143,45,121.39623,31.22315,121.394562,31.223471,8,583,673
357,143,45,121.39623,31.22315,121.382996,31.229553,1,621,711
358,143,45,121.39623,31.22315,121.386108,31.216511,15,256,346
359,144,45,121.39683,31.2143,121.390396,31.214027,1,275,365
360,145,45,121.39698,31.21457,121.396523,31.209917,1,261,351
361,14,116,121.1982,31.04958,121.217018,31.049732,2,216,306
362,145,45,121.39698,31.21457,121.385406,31.206747,1,325,415
363,145,45,121.39698,31.21457,121.385406,31.206747,2,603,693
364,145,45,121.39698,31.21457,121.405426,31.217213,4,215,305
365,145,45,121.39698,31.21457,121.394623,31.20793,3,432,522
366,146,90,121.39755,31.12263,121.395844,31.120398,1,364,454
367,146,90,121.39755,31.12263,121.420181,31.134079,6,344,434
368,146,90,121.39755,31.12263,121.393456,31.10701,4,224,314
369,147,45,121.39764,31.2148,121.393845,31.211496,2,269,359
370,147,45,121.39764,31.2148,121.404007,31.219448,3,277,367
371,147,45,121.39764,31.2148,121.386955,31.212437,3,312,402
372,14,116,121.1982,31.04958,121.217018,31.049732,1,308,398
373,148,63,121.39771,31.20995,121.391113,31.210522,3,422,512
374,149,45,121.39894,31.23008,121.397713,31.23654,4,534,624
375,149,45,121.39894,31.23008,121.400963,31.23646,4,261,351
376,150,63,121.39983,31.20573,121.394623,31.20793,2,242,332
377,151,90,121.39995,31.15749,121.390739,31.153906,3,407,497
378,152,83,121.40071,31.32178,121.401291,31.321653,2,282,372
379,153,45,121.40206,31.23149,121.400841,31.23196,23,238,328
380,153,45,121.40206,31.23149,121.400841,31.23196,14,245,335
381,153,45,121.40206,31.23149,121.400841,31.23196,1,338,428
382,153,45,121.40206,31.23149,121.400841,31.23196,1,361,451
383,14,116,121.1982,31.04958,121.199493,31.051743,2,261,351
384,153,45,121.40206,31.23149,121.400841,31.23196,10,444,534
385,153,45,121.40206,31.23149,121.400841,31.23196,3,487,577
386,153,45,121.40206,31.23149,121.374855,31.238218,2,288,378
387,153,45,121.40206,31.23149,121.411621,31.227535,3,288,378
388,153,45,121.40206,31.23149,121.411621,31.227535,2,367,457
389,153,45,121.40206,31.23149,121.410522,31.23358,1,400,490
390,153,45,121.40206,31.23149,121.417892,31.236528,3,300,390
391,153,45,121.40206,31.23149,121.415565,31.23609,3,275,365
392,153,45,121.40206,31.23149,121.392143,31.24375,4,249,339
393,153,45,121.40206,31.23149,121.419846,31.231565,2,480,570
394,153,45,121.40206,31.23149,121.41375,31.239336,1,504,594
395,153,45,121.40206,31.23149,121.407043,31.229284,15,297,387
396,153,45,121.40206,31.23149,121.407043,31.229284,1,355,445
397,153,45,121.40206,31.23149,121.407043,31.229284,11,539,629
398,153,45,121.40206,31.23149,121.407043,31.229284,14,601,691
399,153,45,121.40206,31.23149,121.384544,31.237606,15,233,323
400,153,45,121.40206,31.23149,121.414421,31.232426,10,236,326
401,153,45,121.40206,31.23149,121.40345,31.228634,1,226,316
402,153,45,121.40206,31.23149,121.40345,31.228634,15,291,381
403,2,116,121.18938,31.04398,121.215446,31.051119,1,323,413
404,14,116,121.1982,31.04958,121.196053,31.050076,2,233,323
405,153,45,121.40206,31.23149,121.40345,31.228634,12,305,395
406,153,45,121.40206,31.23149,121.40345,31.228634,2,618,708
407,153,45,121.40206,31.23149,121.395828,31.2402,3,607,697
408,153,45,121.40206,31.23149,121.400963,31.23646,3,507,597
409,153,45,121.40206,31.23149,121.394562,31.223471,14,321,411
410,153,45,121.40206,31.23149,121.394562,31.223471,5,359,449
411,153,45,121.40206,31.23149,121.404892,31.234177,1,293,383
412,153,45,121.40206,31.23149,121.404892,31.234177,4,539,629
413,153,45,121.40206,31.23149,121.404007,31.219448,10,249,339
414,153,45,121.40206,31.23149,121.397797,31.23004,3,302,392
415,154,63,121.40445,31.20608,121.407043,31.229284,2,547,637
416,154,63,121.40445,31.20608,121.391846,31.212807,1,290,380
417,154,63,121.40445,31.20608,121.381783,31.205717,2,432,522
418,154,63,121.40445,31.20608,121.394623,31.20793,2,436,526
419,155,45,121.4047,31.21251,121.396637,31.213942,2,434,524
420,155,45,121.4047,31.21251,121.402374,31.214188,2,298,388
421,156,45,121.40519,31.23973,121.405045,31.239046,1,314,404
422,156,45,121.40519,31.23973,121.405045,31.239046,1,378,468
423,157,24,121.40574,31.16138,121.402054,31.159781,13,243,333
424,157,24,121.40574,31.16138,121.395462,31.174049,12,597,687
425,157,24,121.40574,31.16138,121.398575,31.159157,14,411,501
426,157,24,121.40574,31.16138,121.437523,31.179972,10,546,636
427,157,24,121.40574,31.16138,121.411362,31.177355,15,546,636
428,157,24,121.40574,31.16138,121.407158,31.155909,11,353,443
429,157,24,121.40574,31.16138,121.414925,31.156673,10,361,451
430,158,45,121.4062,31.21311,121.414398,31.206848,11,314,404
431,158,45,121.4062,31.21311,121.408531,31.211567,12,297,387
432,158,45,121.4062,31.21311,121.408531,31.211567,12,587,677
433,15,116,121.19868,31.04957,121.197113,31.054916,1,468,558
434,159,94,121.40675,31.11574,121.420509,31.117519,1,210,300
