Order_id,Spot_id,Site_id,Num,Lng_site,Lat_site,Lng_spot,Lat_spot
F0029,B2652,A002,72,121.460203998,31.2718521275,121.452049,31.266003
F0030,B2828,A002,75,121.460203998,31.2718521275,121.460426,31.264576
F0031,B2955,A002,86,121.460203998,31.2718521275,121.452629,31.280823
F0032,B2999,A002,15,121.460203998,31.2718521275,121.456337,31.294453
F0033,B3215,A002,41,121.460203998,31.2718521275,121.452759,31.277855
F0034,B3369,A002,50,121.460203998,31.2718521275,121.454826,31.260616
F0035,B3468,A002,39,121.460203998,31.2718521275,121.449608,31.270027
F0036,B3474,A002,85,121.460203998,31.2718521275,121.458755,31.266987
F0037,B3667,A002,82,121.460203998,31.2718521275,121.46331,31.266544
F0038,B4037,A002,71,121.460203998,31.2718521275,121.464897,31.264204
F0039,B4084,A002,73,121.460203998,31.2718521275,121.456299,31.273598
F0040,B4477,A002,69,121.460203998,31.2718521275,121.445572,31.27182
F0041,B4714,A002,20,121.460203998,31.2718521275,121.459114,31.290461
F0042,B4782,A002,73,121.460203998,31.2718521275,121.464836,31.271999
F0043,B4783,A002,73,121.460203998,31.2718521275,121.457878,31.259399
F0044,B4835,A002,66,121.460203998,31.2718521275,121.454674,31.289436
F0045,B5004,A002,72,121.460203998,31.2718521275,121.461304,31.268957
F0046,B5038,A002,70,121.460203998,31.2718521275,121.452965,31.274469
F0047,B5204,A002,31,121.460203998,31.2718521275,121.454567,31.253893
F0048,B5529,A002,37,121.460203998,31.2718521275,121.460526,31.2591
F0049,B5820,A002,39,121.460203998,31.2718521275,121.467056,31.287855
F0050,B5825,A002,75,121.460203998,31.2718521275,121.446831,31.289495
F0051,B5860,A002,37,121.460203998,31.2718521275,121.451286,31.283789
F0052,B5926,A002,26,121.460203998,31.2718521275,121.462845,31.286364
F0053,B5984,A002,66,121.460203998,31.2718521275,121.453003,31.268694
F0054,B6067,A002,55,121.460203998,31.2718521275,121.451813,31.259575
F0055,B6275,A002,33,121.460203998,31.2718521275,121.467033,31.283693
F0056,B6532,A002,42,121.460203998,31.2718521275,121.450127,31.261053
F0057,B6612,A002,32,121.460203998,31.2718521275,121.459694,31.283478
F0058,B6709,A002,54,121.460203998,31.2718521275,121.45919,31.272093
F0059,B6877,A002,92,121.460203998,31.2718521275,121.456482,31.280043
F0060,B6880,A002,45,121.460203998,31.2718521275,121.450348,31.263689
F0061,B6932,A002,53,121.460203998,31.2718521275,121.447098,31.286261
F0062,B7436,A002,82,121.460203998,31.2718521275,121.45607,31.267874
F0063,B7554,A002,75,121.460203998,31.2718521275,121.452202,31.287878
F0064,B7600,A002,33,121.460203998,31.2718521275,121.448143,31.280117
F0065,B7626,A002,67,121.460203998,31.2718521275,121.450287,31.274517
F0066,B7707,A002,62,121.460203998,31.2718521275,121.449989,31.283613
F0067,B7714,A002,52,121.460203998,31.2718521275,121.457733,31.282797
F0068,B7729,A002,74,121.460203998,31.2718521275,121.455063,31.258373
F0069,B7770,A002,84,121.460203998,31.2718521275,121.462112,31.273365
F0070,B7811,A002,74,121.460203998,31.2718521275,121.459251,31.280127
F0071,B8373,A002,40,121.460203998,31.2718521275,121.456291,31.253181
F0072,B8440,A002,49,121.460203998,31.2718521275,121.461098,31.261753
F0073,B8562,A002,50,121.460203998,31.2718521275,121.442924,31.272268
F0074,B8902,A002,32,121.460203998,31.2718521275,121.445953,31.283606
F0075,B9057,A002,77,121.460203998,31.2718521275,121.465134,31.277716
F0076,B9080,A002,80,121.460203998,31.2718521275,121.443031,31.280746
F0077,B9186,A002,80,121.460203998,31.2718521275,121.458717,31.277157
F0078,B9213,A002,88,121.460203998,31.2718521275,121.458984,31.255791
F0079,B0149,A003,58,121.426934331,31.2204232142,121.428871,31.213623
F0080,B0354,A003,75,121.426934331,31.2204232142,121.444115,31.216589
F0081,B0692,A003,94,121.426934331,31.2204232142,121.429886,31.224949
F0082,B0849,A003,13,121.426934331,31.2204232142,121.436729,31.217978
F0083,B1336,A003,82,121.426934331,31.2204232142,121.422531,31.216917
F0084,B1374,A003,82,121.426934331,31.2204232142,121.430954,31.211748
F0085,B1554,A003,64,121.426934331,31.2204232142,121.421577,31.224703
F0086,B1688,A003,62,121.426934331,31.2204232142,121.438576,31.205729
F0087,B1840,A003,74,121.426934331,31.2204232142,121.434196,31.219395
F0088,B1965,A003,50,121.426934331,31.2204232142,121.423691,31.211451
F0089,B1966,A003,99,121.426934331,31.2204232142,121.421837,31.228033
F0090,B1972,A003,43,121.426934331,31.2204232142,121.434021,31.215469
F0091,B2252,A003,44,121.426934331,31.2204232142,121.445206,31.21048
F0092,B2305,A003,84,121.426934331,31.2204232142,121.428734,31.2281
F0093,B2373,A003,84,121.426934331,31.2204232142,121.431099,31.219187
F0094,B2604,A003,81,121.426934331,31.2204232142,121.429741,31.210205
F0095,B2627,A003,59,121.426934331,31.2204232142,121.426956,31.223059
F0096,B3145,A003,25,121.426934331,31.2204232142,121.416206,31.214172
F0097,B3152,A003,83,121.426934331,31.2204232142,121.436073,31.226637
F0098,B3290,A003,91,121.426934331,31.2204232142,121.423958,31.221516
F0099,B3405,A003,39,121.426934331,31.2204232142,121.436462,31.209269
F0100,B3714,A003,60,121.426934331,31.2204232142,121.417595,31.217215
F0101,B3832,A003,5,121.426934331,31.2204232142,121.43528,31.223562
F0102,B3980,A003,54,121.426934331,31.2204232142,121.430901,31.208529
F0103,B4139,A003,61,121.426934331,31.2204232142,121.427811,31.210625
F0104,B4218,A003,76,121.426934331,31.2204232142,121.424797,31.209454
F0105,B4639,A003,67,121.426934331,31.2204232142,121.42894,31.217686
F0106,B4662,A003,90,121.426934331,31.2204232142,121.420052,31.212509
F0107,B4815,A003,74,121.426934331,31.2204232142,121.447205,31.212269
F0108,B4868,A003,79,121.426934331,31.2204232142,121.44294,31.219273
F0109,B4934,A003,23,121.426934331,31.2204232142,121.42569,31.225275
F0110,B5272,A003,91,121.426934331,31.2204232142,121.438393,31.215305
F0111,B5289,A003,65,121.426934331,31.2204232142,121.434952,31.213032
F0112,B5623,A003,73,121.426934331,31.2204232142,121.430641,31.229261
F0113,B5900,A003,56,121.426934331,31.2204232142,121.425789,31.219893
F0114,B6170,A003,98,121.426934331,31.2204232142,121.432068,31.216797
F0115,B6171,A003,73,121.426934331,31.2204232142,121.442757,31.206957
F0116,B6297,A003,90,121.426934331,31.2204232142,121.420357,31.215399
F0117,B6468,A003,21,121.426934331,31.2204232142,121.447075,31.215321
F0118,B6485,A003,63,121.426934331,31.2204232142,121.438354,31.221649
F0119,B6710,A003,80,121.426934331,31.2204232142,121.420021,31.218647
F0120,B6815,A003,54,121.426934331,31.2204232142,121.439613,31.218126
F0121,B6955,A003,39,121.426934331,31.2204232142,121.442749,31.211224
F0122,B7092,A003,84,121.426934331,31.2204232142,121.43222,31.21471
F0123,B7410,A003,57,121.426934331,31.2204232142,121.425255,31.214262
F0124,B7624,A003,57,121.426934331,31.2204232142,121.44178,31.21476
F0125,B7650,A003,93,121.426934331,31.2204232142,121.432838,31.226671
F0126,B8300,A003,64,121.426934331,31.2204232142,121.432884,31.209202
F0127,B8328,A003,61,121.426934331,31.2204232142,121.444565,31.214291
F0128,B8591,A003,87,121.426934331,31.2204232142,121.424385,31.217039
F0129,B8805,A003,34,121.426934331,31.2204232142,121.434456,31.206591
F0130,B8898,A003,97,121.426934331,31.2204232142,121.421867,31.213337
F0131,B8997,A003,32,121.426934331,31.2204232142,121.439514,31.210012
F0132,B0112,A004,58,121.492507,31.234015,121.513252,31.240541
F0133,B0422,A004,13,121.492507,31.234015,121.503548,31.232998
F0134,B0958,A004,49,121.492507,31.234015,121.489342,31.231512
F0135,B1277,A004,50,121.492507,31.234015,121.505394,31.24254
F0136,B1337,A004,53,121.492507,31.234015,121.48999,31.237141
F0137,B1450,A004,69,121.492507,31.234015,121.513199,31.236773
F0138,B1563,A004,39,121.492507,31.234015,121.499146,31.236729
F0139,B2248,A004,7,121.492507,31.234015,121.508377,31.234322
F0140,B2399,A004,59,121.492507,31.234015,121.503059,31.239458
F0141,B3127,A004,85,121.492507,31.234015,121.508293,31.240652
F0142,B3596,A004,55,121.492507,31.234015,121.487122,31.230087
F0143,B3774,A004,51,121.492507,31.234015,121.495338,31.226028
F0144,B3921,A004,90,121.492507,31.234015,121.486832,31.233156
F0145,B4260,A004,69,121.492507,31.234015,121.500443,31.234045
F0146,B4321,A004,90,121.492507,31.234015,121.487709,31.224104
F0147,B4915,A004,93,121.492507,31.234015,121.491158,31.228849
F0148,B5001,A004,85,121.492507,31.234015,121.506042,31.234646
F0149,B5240,A004,97,121.492507,31.234015,121.50103,31.236509
F0150,B5937,A004,85,121.492507,31.234015,121.506447,31.241705
F0151,B6156,A004,61,121.492507,31.234015,121.505653,31.230299
F0152,B6195,A004,50,121.492507,31.234015,121.509392,31.238777
F0153,B6249,A004,22,121.492507,31.234015,121.488007,31.236628
F0154,B6516,A004,71,121.492507,31.234015,121.488907,31.227819
F0155,B6610,A004,6,121.492507,31.234015,121.503571,31.241098
F0156,B7409,A004,71,121.492507,31.234015,121.492783,31.231453
F0157,B7579,A004,9,121.492507,31.234015,121.510941,31.236071
F0158,B7973,A004,27,121.492507,31.234015,121.497452,31.240267
F0159,B8455,A004,85,121.492507,31.234015,121.489807,31.233564
F0160,B8551,A004,59,121.492507,31.234015,121.491585,31.225876
F0161,B0490,A005,35,121.358764748,31.1422181769,121.361343,31.135242
F0162,B0546,A005,28,121.358764748,31.1422181769,121.34623,31.139038
F0163,B0660,A005,74,121.358764748,31.1422181769,121.363564,31.156782
F0164,B0784,A005,66,121.358764748,31.1422181769,121.351318,31.14819
F0165,B1220,A005,51,121.358764748,31.1422181769,121.351509,31.152704
F0166,B1237,A005,46,121.358764748,31.1422181769,121.358658,31.142
F0167,B1528,A005,53,121.358764748,31.1422181769,121.365067,31.142057
F0168,B1636,A005,62,121.358764748,31.1422181769,121.347351,31.156475
F0169,B2131,A005,51,121.358764748,31.1422181769,121.354134,31.150824
F0170,B2183,A005,42,121.358764748,31.1422181769,121.367805,31.13485
F0171,B2263,A005,51,121.358764748,31.1422181769,121.363892,31.149334
F0172,B2501,A005,85,121.358764748,31.1422181769,121.356842,31.136885
F0173,B3092,A005,67,121.358764748,31.1422181769,121.346657,31.143991
F0174,B3235,A005,43,121.358764748,31.1422181769,121.358383,31.155651
F0175,B3316,A005,87,121.358764748,31.1422181769,121.34993,31.159229
F0176,B3490,A005,55,121.358764748,31.1422181769,121.352737,31.144039
F0177,B3673,A005,54,121.358764748,31.1422181769,121.372993,31.133509
F0178,B3792,A005,64,121.358764748,31.1422181769,121.348976,31.152355
F0179,B3892,A005,89,121.358764748,31.1422181769,121.34581,31.154413
F0180,B3906,A005,52,121.358764748,31.1422181769,121.351974,31.1378
F0181,B4027,A005,17,121.358764748,31.1422181769,121.368004,31.149635
F0182,B4370,A005,52,121.358764748,31.1422181769,121.348129,31.146547
F0183,B4511,A005,44,121.358764748,31.1422181769,121.365074,31.153845
F0184,B4656,A005,67,121.358764748,31.1422181769,121.363602,31.145262
F0185,B4733,A005,81,121.358764748,31.1422181769,121.348907,31.133638
F0186,B4798,A005,50,121.358764748,31.1422181769,121.355927,31.145021
F0187,B5091,A005,47,121.358764748,31.1422181769,121.349022,31.140797
F0188,B5227,A005,73,121.358764748,31.1422181769,121.356361,31.147305
F0189,B5296,A005,49,121.358764748,31.1422181769,121.361641,31.151615
F0190,B5791,A005,94,121.358764748,31.1422181769,121.345879,31.141001
F0191,B6002,A005,28,121.358764748,31.1422181769,121.365631,31.1367
F0192,B6672,A005,69,121.358764748,31.1422181769,121.347206,31.137625
F0193,B6782,A005,74,121.358764748,31.1422181769,121.344437,31.136183
F0194,B6803,A005,73,121.358764748,31.1422181769,121.353874,31.154699
F0195,B6954,A005,64,121.358764748,31.1422181769,121.361122,31.138577
F0196,B7394,A005,29,121.358764748,31.1422181769,121.367836,31.139616
F0197,B7446,A005,38,121.358764748,31.1422181769,121.344223,31.146261
F0198,B7817,A005,71,121.358764748,31.1422181769,121.344917,31.149849
F0199,B8103,A005,34,121.358764748,31.1422181769,121.364067,31.135605
F0200,B8132,A005,64,121.358764748,31.1422181769,121.355797,31.140852
F0201,B8781,A005,21,121.358764748,31.1422181769,121.343407,31.139355
F0202,B8999,A005,49,121.358764748,31.1422181769,121.357002,31.151457
F0203,B0025,A006,58,121.521952,31.095357,121.521027,31.090162
F0204,B0120,A006,37,121.521952,31.095357,121.538063,31.050018
F0205,B0269,A006,46,121.521952,31.095357,121.519409,31.129824
F0206,B0333,A006,21,121.521952,31.095357,121.519012,31.072128
F0207,B0346,A006,68,121.521952,31.095357,121.512337,31.083733
F0208,B0452,A006,70,121.521952,31.095357,121.507721,31.096563
F0209,B0592,A006,77,121.521952,31.095357,121.509178,31.123415
F0210,B0657,A006,33,121.521952,31.095357,121.537125,31.100449
F0211,B0682,A006,29,121.521952,31.095357,121.529945,31.065496
F0212,B0725,A006,66,121.521952,31.095357,121.494041,31.094179
F0213,B0729,A006,70,121.521952,31.095357,121.537842,31.05999
F0214,B0762,A006,37,121.521952,31.095357,121.512856,31.105974
F0215,B0781,A006,37,121.521952,31.095357,121.506775,31.073277
F0216,B0931,A006,70,121.521952,31.095357,121.526512,31.079374
F0217,B1012,A006,71,121.521952,31.095357,121.543015,31.039825
F0218,B1098,A006,55,121.521952,31.095357,121.506172,31.088524
F0219,B1276,A006,63,121.521952,31.095357,121.515198,31.126295
F0220,B1388,A006,49,121.521952,31.095357,121.532417,31.041718
F0221,B1407,A006,23,121.521952,31.095357,121.548576,31.073832
F0222,B1453,A006,66,121.521952,31.095357,121.517624,31.108866
F0223,B1589,A006,73,121.521952,31.095357,121.499184,31.101351
F0224,B1591,A006,39,121.521952,31.095357,121.504074,31.122234
F0225,B1818,A006,28,121.521952,31.095357,121.513702,31.064671
F0226,B1923,A006,17,121.521952,31.095357,121.530365,31.1122
F0227,B1977,A006,80,121.521952,31.095357,121.516762,31.077129
F0228,B2053,A006,18,121.521952,31.095357,121.543854,31.08876
F0229,B2120,A006,64,121.521952,31.095357,121.501678,31.078064
F0230,B2152,A006,81,121.521952,31.095357,121.502724,31.074997
F0231,B2223,A006,47,121.521952,31.095357,121.542442,31.044203
F0232,B2334,A006,12,121.521952,31.095357,121.5075,31.106445
F0233,B2376,A006,53,121.521952,31.095357,121.531769,31.098288
F0234,B2517,A006,99,121.521952,31.095357,121.523544,31.067041
F0235,B2556,A006,39,121.521952,31.095357,121.512077,31.075876
F0236,B2622,A006,27,121.521952,31.095357,121.518456,31.084988
F0237,B2842,A006,14,121.521952,31.095357,121.527138,31.119118
F0238,B2915,A006,45,121.521952,31.095357,121.534096,31.053249
F0239,B2925,A006,15,121.521952,31.095357,121.534531,31.029768
F0240,B2943,A006,25,121.521952,31.095357,121.512794,31.1283
F0241,B2948,A006,50,121.521952,31.095357,121.526009,31.091652
F0242,B2966,A006,24,121.521952,31.095357,121.496727,31.085911
F0243,B2971,A006,37,121.521952,31.095357,121.490982,31.096424
F0244,B3164,A006,44,121.521952,31.095357,121.540504,31.062765
F0245,B3320,A006,11,121.521952,31.095357,121.51899,31.048925
F0246,B3615,A006,14,121.521952,31.095357,121.541466,31.026917
F0247,B3619,A006,26,121.521952,31.095357,121.52478,31.124655
F0248,B3684,A006,20,121.521952,31.095357,121.535187,31.068512
F0249,B3721,A006,79,121.521952,31.095357,121.531876,31.047171
F0250,B3756,A006,40,121.521952,31.095357,121.517181,31.101191
F0251,B3816,A006,43,121.521952,31.095357,121.533058,31.060904
F0252,B3847,A006,25,121.521952,31.095357,121.487206,31.09281
F0253,B4117,A006,26,121.521952,31.095357,121.525276,31.062939
F0254,B4225,A006,57,121.521952,31.095357,121.532677,31.104141
F0255,B4397,A006,23,121.521952,31.095357,121.523903,31.075306
F0256,B4401,A006,23,121.521952,31.095357,121.517914,31.093454
F0257,B4419,A006,55,121.521952,31.095357,121.545967,31.040337
F0258,B4454,A006,37,121.521952,31.095357,121.536179,31.038429
F0259,B4553,A006,33,121.521952,31.095357,121.530502,31.057562
F0260,B4588,A006,38,121.521952,31.095357,121.541092,31.056629
F0261,B4652,A006,55,121.521952,31.095357,121.538567,31.047165
F0262,B4791,A006,20,121.521952,31.095357,121.531921,31.089504
F0263,B4862,A006,31,121.521952,31.095357,121.493752,31.101376
F0264,B4993,A006,74,121.521952,31.095357,121.537193,31.053881
F0265,B5280,A006,18,121.521952,31.095357,121.535133,31.063023
F0266,B5551,A006,26,121.521952,31.095357,121.54525,31.049999
F0267,B5557,A006,19,121.521952,31.095357,121.537758,31.108519
F0268,B5565,A006,23,121.521952,31.095357,121.506622,31.117001
F0269,B5569,A006,32,121.521952,31.095357,121.522209,31.085335
F0270,B5733,A006,44,121.521952,31.095357,121.505608,31.068171
F0271,B5794,A006,48,121.521952,31.095357,121.514206,31.060946
F0272,B5830,A006,52,121.521952,31.095357,121.535461,31.043018
F0273,B5943,A006,35,121.521952,31.095357,121.522575,31.109295
F0274,B5956,A006,47,121.521952,31.095357,121.50695,31.076843
F0275,B6109,A006,33,121.521952,31.095357,121.499023,31.089365
F0276,B6110,A006,32,121.521952,31.095357,121.515411,31.131132
F0277,B6141,A006,58,121.521952,31.095357,121.500412,31.081753
F0278,B6180,A006,58,121.521952,31.095357,121.525421,31.06925
F0279,B6190,A006,26,121.521952,31.095357,121.521858,31.07959
F0280,B6226,A006,20,121.521952,31.095357,121.516899,31.117779
F0281,B6477,A006,37,121.521952,31.095357,121.544174,31.065458
F0282,B6572,A006,26,121.521952,31.095357,121.504318,31.095917
F0283,B6605,A006,24,121.521952,31.095357,121.505989,31.082048
F0284,B6645,A006,9,121.521952,31.095357,121.539749,31.07655
F0285,B6834,A006,61,121.521952,31.095357,121.539116,31.044176
F0286,B6851,A006,14,121.521952,31.095357,121.508957,31.086882
F0287,B6874,A006,32,121.521952,31.095357,121.505699,31.080214
F0288,B6916,A006,40,121.521952,31.095357,121.50032,31.094439
F0289,B7010,A006,27,121.521952,31.095357,121.502525,31.118332
F0290,B7075,A006,39,121.521952,31.095357,121.507828,31.12764
F0291,B7098,A006,17,121.521952,31.095357,121.530609,31.035639
F0292,B7117,A006,56,121.521952,31.095357,121.54512,31.044601
F0293,B7168,A006,46,121.521952,31.095357,121.521233,31.066986
F0294,B7251,A006,43,121.521952,31.095357,121.512337,31.089207
F0295,B7430,A006,38,121.521952,31.095357,121.489899,31.092297
F0296,B7622,A006,37,121.521952,31.095357,121.500793,31.120045
F0297,B7793,A006,38,121.521952,31.095357,121.539192,31.04064
F0298,B7807,A006,56,121.521952,31.095357,121.535446,31.045975
F0299,B7843,A006,69,121.521952,31.095357,121.520264,31.12603
F0300,B7929,A006,56,121.521952,31.095357,121.520401,31.076916
F0301,B7950,A006,31,121.521952,31.095357,121.527946,31.06032
F0302,B8062,A006,34,121.521952,31.095357,121.495918,31.105007
F0303,B8210,A006,25,121.521952,31.095357,121.527321,31.066259
F0304,B8253,A006,26,121.521952,31.095357,121.513176,31.070627
F0305,B8387,A006,23,121.521952,31.095357,121.520088,31.06167
F0306,B8503,A006,11,121.521952,31.095357,121.529617,31.083494
F0307,B8505,A006,23,121.521952,31.095357,121.494003,31.097322
F0308,B8521,A006,34,121.521952,31.095357,121.533493,31.066566
F0309,B8682,A006,8,121.521952,31.095357,121.505875,31.110609
F0310,B0022,A007,60,121.640596,31.245883,121.65464,31.265453
F0311,B0115,A007,37,121.640596,31.245883,121.62635,31.253765
F0312,B0146,A007,54,121.640596,31.245883,121.66114,31.237276
F0313,B0426,A007,39,121.640596,31.245883,121.60881,31.24576
F0314,B0482,A007,39,121.640596,31.245883,121.671082,31.263731
F0315,B0556,A007,30,121.640596,31.245883,121.631195,31.240583
F0316,B0624,A007,45,121.640596,31.245883,121.611008,31.263626
F0317,B0721,A007,21,121.640596,31.245883,121.638573,31.263042
F0318,B0824,A007,36,121.640596,31.245883,121.63224,31.272547
F0319,B0840,A007,58,121.640596,31.245883,121.621063,31.263172
F0320,B0858,A007,48,121.640596,31.245883,121.60392,31.239882
F0321,B0921,A007,50,121.640596,31.245883,121.663254,31.275299
F0322,B0996,A007,26,121.640596,31.245883,121.651573,31.270519
F0323,B1008,A007,78,121.640596,31.245883,121.612259,31.254723
F0324,B1347,A007,96,121.640596,31.245883,121.672066,31.235218
F0325,B1399,A007,26,121.640596,31.245883,121.65873,31.266798
F0326,B1404,A007,41,121.640596,31.245883,121.655624,31.232534
F0327,B1433,A007,12,121.640596,31.245883,121.648438,31.26169
F0328,B1468,A007,30,121.640596,31.245883,121.654152,31.276506
F0329,B1615,A007,64,121.640596,31.245883,121.669922,31.246155
F0330,B1719,A007,57,121.640596,31.245883,121.622375,31.243507
F0331,B1945,A007,19,121.640596,31.245883,121.664078,31.23765
F0332,B1951,A007,56,121.640596,31.245883,121.618248,31.249617
F0333,B2071,A007,42,121.640596,31.245883,121.63018,31.261215
F0334,B2132,A007,12,121.640596,31.245883,121.662079,31.255831
F0335,B2249,A007,77,121.640596,31.245883,121.627533,31.248039
F0336,B2415,A007,23,121.640596,31.245883,121.651245,31.264698
F0337,B2503,A007,32,121.640596,31.245883,121.677132,31.241106
F0338,B2521,A007,96,121.640596,31.245883,121.65847,31.274601
F0339,B2814,A007,71,121.640596,31.245883,121.66684,31.27944
F0340,B3105,A007,15,121.640596,31.245883,121.640038,31.272312
F0341,B3113,A007,29,121.640596,31.245883,121.636963,31.241657
F0342,B3149,A007,21,121.640596,31.245883,121.616631,31.245203
F0343,B3354,A007,37,121.640596,31.245883,121.647217,31.273314
F0344,B3434,A007,25,121.640596,31.245883,121.632378,31.253658
F0345,B3467,A007,14,121.640596,31.245883,121.669579,31.239031
F0346,B3516,A007,37,121.640596,31.245883,121.615334,31.267572
F0347,B3524,A007,92,121.640596,31.245883,121.617226,31.253885
F0348,B3597,A007,71,121.640596,31.245883,121.674042,31.247709
F0349,B3823,A007,24,121.640596,31.245883,121.629501,31.224354
F0350,B3942,A007,57,121.640596,31.245883,121.612099,31.248463
F0351,B4009,A007,25,121.640596,31.245883,121.652405,31.254185
F0352,B4018,A007,19,121.640596,31.245883,121.659805,31.281931
F0353,B4021,A007,61,121.640596,31.245883,121.627403,31.240355
F0354,B4216,A007,42,121.640596,31.245883,121.665558,31.269915
F0355,B4268,A007,99,121.640596,31.245883,121.622696,31.259951
F0356,B4409,A007,47,121.640596,31.245883,121.656609,31.261227
F0357,B4442,A007,7,121.640596,31.245883,121.660431,31.245436
F0358,B4764,A007,53,121.640596,31.245883,121.654205,31.272615
F0359,B4829,A007,77,121.640596,31.245883,121.60955,31.253593
F0360,B5011,A007,24,121.640596,31.245883,121.635086,31.266846
F0361,B5060,A007,5,121.640596,31.245883,121.624245,31.233967
F0362,B5306,A007,60,121.640596,31.245883,121.677467,31.243507
F0363,B5437,A007,45,121.640596,31.245883,121.614265,31.264969
F0364,B5544,A007,74,121.640596,31.245883,121.607162,31.241991
F0365,B5572,A007,10,121.640596,31.245883,121.662071,31.260687
F0366,B5741,A007,55,121.640596,31.245883,121.66703,31.238247
F0367,B5747,A007,30,121.640596,31.245883,121.605072,31.248783
F0368,B5788,A007,22,121.640596,31.245883,121.611259,31.261526
F0369,B5967,A007,29,121.640596,31.245883,121.632233,31.245733
F0370,B5991,A007,10,121.640596,31.245883,121.64785,31.246521
F0371,B6225,A007,34,121.640596,31.245883,121.629875,31.257536
F0372,B6260,A007,43,121.640596,31.245883,121.619713,31.254416
F0373,B6378,A007,33,121.640596,31.245883,121.627693,31.270208
F0374,B6474,A007,7,121.640596,31.245883,121.612968,31.235638
F0375,B6535,A007,23,121.640596,31.245883,121.622589,31.248123
F0376,B6611,A007,12,121.640596,31.245883,121.646278,31.232786
F0377,B6844,A007,11,121.640596,31.245883,121.64975,31.278152
F0378,B6870,A007,6,121.640596,31.245883,121.627213,31.264778
F0379,B6884,A007,69,121.640596,31.245883,121.649101,31.271759
F0380,B6958,A007,32,121.640596,31.245883,121.671761,31.24781
F0381,B6986,A007,24,121.640596,31.245883,121.64061,31.237595
F0382,B7000,A007,24,121.640596,31.245883,121.624153,31.250584
F0383,B7041,A007,34,121.640596,31.245883,121.655296,31.240858
F0384,B7045,A007,44,121.640596,31.245883,121.611252,31.266132
F0385,B7131,A007,56,121.640596,31.245883,121.610336,31.257423
F0386,B7255,A007,13,121.640596,31.245883,121.622314,31.264938
F0387,B7848,A007,47,121.640596,31.245883,121.651764,31.273462
F0388,B7897,A007,16,121.640596,31.245883,121.630493,31.266344
F0389,B7911,A007,98,121.640596,31.245883,121.614159,31.255341
F0390,B7972,A007,8,121.640596,31.245883,121.657318,31.251492
F0391,B8026,A007,21,121.640596,31.245883,121.612457,31.243395
F0392,B8530,A007,14,121.640596,31.245883,121.672981,31.255247
F0393,B8676,A007,22,121.640596,31.245883,121.661209,31.279243
F0394,B8690,A007,18,121.640596,31.245883,121.606331,31.251595
F0395,B8747,A007,17,121.640596,31.245883,121.613785,31.258745
F0396,B8765,A007,12,121.640596,31.245883,121.6465,31.264307
F0397,B8849,A007,56,121.640596,31.245883,121.667328,31.275404
F0398,B8934,A007,38,121.640596,31.245883,121.634666,31.263102
F0399,B8940,A007,28,121.640596,31.245883,121.619499,31.262758
F0400,B9029,A007,42,121.640596,31.245883,121.623398,31.254217
F0401,B9188,A007,43,121.640596,31.245883,121.654434,31.26907
F0402,B0081,A008,19,121.747634,31.17355,121.736885,31.156372
F0403,B0094,A008,30,121.747634,31.17355,121.780548,31.108902
F0404,B0178,A008,19,121.747634,31.17355,121.784576,31.173536
F0405,B0247,A008,32,121.747634,31.17355,121.806221,31.150721
F0406,B0335,A008,24,121.747634,31.17355,121.75222,31.139896
